genus	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Decorospora	0,0044	0,00172	0,002456	0,002023	0,001508	0,004566	0,00298	0,000493	0,001096	0,0043	0,000529	0,004135	0,002848	0,002598	0,002489	0,001344	0,000433	0,004866	0,001541	0,001824	0,001691	0,002933	0,001797	0,004206	0,001371	0,001373	0,007511	0,022668	0,00409	0,002444	0,002173	0,00527	0,001099	0,000566	0,000804	0,002451	0,003113	0,001301	0,004082	0,002146	0,003766	0,001518	0,003019	0,001728	0,000422	0,001346	0,001168	0,000499	0,003677	0
Delitschia	0,011794	0,003908	0,004754	0,004705	0,002847	0,00801	0,004749	0,00185	0,003119	0,007963	0,000642	0,00597	0,00499	0,006808	0,001607	0,003565	0,001465	0,003957	0,002064	0,003289	0,002784	0,006286	0,003884	0,007255	0,001079	0,00186	0,006221	0,004415	0,003401	0,002414	0,002644	0,001813	0,002127	0,00277	0,001194	0,003932	0,004315	0,001693	0,000766	0,004299	0,003058	0,003244	0,003389	0,002811	0,002149	0,001426	0,002108	0,001262	0,007618	0,000998
Delphinella	0,088855	0,056033	0,009879	0,082348	0,010809	0,018527	0,018047	0,011221	0,006321	0,057634	0,018897	0,011709	0,008249	0,010716	0,027913	0,19104	0,000729	0,008931	0,00217	0,007838	0,003663	0,031781	0,010464	0,01832	0,001867	0,005128	0,076602	0,017222	0,023162	0,004318	0,016111	0,012291	0,011827	0,062943	0,024661	0,010474	0,012071	0,001798	0,002175	0,011612	0,002963	0,008401	0,057509	0,009306	0,033123	0,017699	0,004558	0,013325	0,009073	0,035071
Dendrothele	0	0,000502	0	0,00046	0	0	0,000486	0	0,000459	0	0	0	0	0,000654	0,001821	0,001232	0,001172	0	0,000483	0,000585	0	0	0	0,001197	0	0,001109	0,000614	0	0,000429	0,000811	0	0	0	0,000449	0,00045	0	0	0,000451	0	0	0	0	0,000529	0	0	0	0	0	0	0,00183
Dentipellis	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003704	0	0,002767	0,000545	0	0	0	0	0	0	0,001858	0	0	0,000643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001844	0	0	0	0	0
Diaporthe	0,171686	0,166942	0,469504	0,141271	0,062923	0,182972	0,781371	0,056561	0,301361	1,82334	0,195413	0,048574	0,086348	0,055652	0,02264	0,050269	0,005808	0,09445	0,02823	0,240497	0,012366	0,164972	0,19316	0,184371	0,00384	0,128367	0,604065	0,014542	0,298685	0,044989	0,214702	0,006991	0,204505	0,286483	0,03554	0,351361	0,140242	0,009489	0,012347	0,067031	0,050769	0,025096	0,069663	0,33469	0,11101	0,034799	0,012107	0,222131	0,016394	0,043286
Dichomitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000595	0	0,001256	0	0	0	0	0	0	0	0,00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyocoela	0,000947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Didymella	0,023357	0,006587	0,014153	0,009533	0,006253	0,011171	0,011218	0,003429	0,008664	0,050929	0,005721	0,017136	0,010448	0,007986	0,007464	0,003879	0,002574	0,033406	0,007766	0,009508	0,010856	0,013386	0,017903	0,020109	0,008974	0,008349	0,063291	0,144139	0,022567	0,032972	0,010474	0,025731	0,00519	0,007145	0,003892	0,071284	0,021379	0,002695	0,06307	0,005998	0,02618	0,005203	0,020826	0,007409	0,003192	0,004296	0,012763	0,007009	0,011104	0,003744
Didymosphaeria	0,014035	0,003996	0,005116	0,005089	0,003075	0,008371	0,00481	0,00175	0,003102	0,007086	0,001111	0,014953	0,00901	0,006853	0,002737	0,00349	0,002338	0,009535	0,004303	0,003353	0,006121	0,005827	0,004464	0,00758	0,002316	0,002116	0,006681	0,0054	0,004971	0,004238	0,003751	0,002171	0,002059	0,002621	0,001493	0,00243	0,006278	0,002629	0,00149	0,004683	0,005308	0,003524	0,004125	0,002698	0,002064	0,002878	0,002687	0,001421	0,009046	0,001407
Dimargaris	0	0,000427	0,001521	0,001336	0,001494	0	0,000411	0,000411	0	0,000426	0	0,001399	0,001051	0	0	0,00045	0,001196	0,001761	0	0,000881	0	0	0,000426	0,0009	0,001055	0,000616	0	0	0,001267	0,000485	0,000458	0	0,001247	0,001013	0	0,001491	0,00104	0,000576	0,001006	0	0	0,000429	0,000928	0,000521	0,000893	0,001252	0,000583	0,000548	0,000534	0
Diplocarpon	0,269383	0,065631	0,060105	0,130544	0,087384	0,025843	0,061825	0,059429	0,037047	0,009065	0,004955	0,051848	0,072259	0,225489	0,002496	0,036896	0,014755	0,020118	0,028569	0,066154	0,029185	0,072084	0,099705	0,040103	0,010594	0,012879	0,054564	0,002303	0,022874	0,069248	0,009684	0,009524	0,013068	0,031519	0,003392	0,076479	0,06774	0,032775	0,00169	0,096663	0,001974	0,058454	0,011572	0,041276	0,052407	0,039709	0,07557	0,005723	0,070908	0,015578
Diplodia	0,012809	0,006043	0,006926	0,007876	0,004675	0,013469	0,009973	0,003041	0,00503	0,024013	0,002392	0,003537	0,007122	0,01058	0,001681	0,005211	0,000654	0,002981	0,002208	0,005634	0,001714	0,022028	0,007236	0,011802	0,000863	0,00283	0,011404	0,005443	0,006061	0,002786	0,003947	0,002397	0,003659	0,004951	0,001473	0,006531	0,006928	0,00159	0,000954	0,007398	0,002925	0,003529	0,004506	0,005114	0,003892	0,002815	0,003794	0,002812	0,008965	0,00138
Discosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dissoconium	0,007274	0,010376	0,010126	0,007135	0,009638	0,022091	0,02167	0,002358	0,004809	0,024413	0,002802	0,005525	0,008449	0,010129	0,009199	0,005381	0	0,010451	0,001404	0,004457	0,001251	0,019536	0,010288	0,00824	0,019412	0,006132	0,019311	0,027953	0,028585	0,002405	0,006902	0,007314	0,006285	0,005188	0,008246	0,008322	0,0047	0,000434	0,003727	0,007715	0,002941	0,005696	0,029168	0,002729	0,002181	0,00687	0,005267	0,00503	0,00595	0,001826
Dissophora	0,000508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000448	0	0	0	0	0	0	0	0	0	0,000785	0	0	0,000654	0	0	0	0	0	0	0	0	0	0	0
Diversispora	0,008317	0,011347	0,01533	0,009213	0,018224	0,012692	0,012232	0,005828	0,006609	0,010497	0,002097	0,011877	0,00941	0,033926	0,006476	0,006349	0,002929	0,026354	0,01439	0,00899	0,006392	0,008289	0,007324	0,007293	0,013247	0,017766	0,00711	0,00933	0,011776	0,009516	0,005767	0,005559	0,00769	0,008469	0,006791	0,014618	0,011622	0,007912	0,006655	0,004162	0,00668	0,007351	0,045873	0,012169	0,004085	0,00912	0,013769	0,01323	0,00343	0,006977
Dothidotthia	0,014658	0,005597	0,006075	0,006699	0,003714	0,006748	0,008256	0,003534	0,003363	0,014153	0,001967	0,008986	0,006461	0,010827	0,003485	0,003595	0,001546	0,007771	0,003109	0,005394	0,003752	0,009534	0,007013	0,007027	0,002169	0,002907	0,012424	0,017086	0,005138	0,005614	0,004525	0,005064	0,003101	0,004176	0,001506	0,007689	0,006345	0,002853	0,00442	0,006859	0,004457	0,004395	0,005162	0,003723	0,003708	0,003336	0,004218	0,001845	0,007018	0,001619
Dothistroma	0,024119	0,028019	0,197432	0,040108	0,021765	0,045953	0,06335	0,007405	0,016103	0,044574	0,006503	0,01261	0,027657	0,300756	0,021701	0,007406	0,007391	0,019927	0,003131	0,009224	0,004187	0,101746	0,042198	0,027252	0,008104	0,017475	0,063085	0,042045	0,029252	0,011171	0,02354	0,015676	0,013951	0,011116	0,012417	0,015408	0,012051	0,003634	0,005399	0,024749	0,004288	0,022799	0,039742	0,006475	0,005107	0,010506	0,011861	0,010852	0,019799	0,003465
Drechmeria	0,006417	0,002989	0,002962	0,002843	0,002728	0,033163	0,006533	0,001754	0,002891	0,012394	0,001417	0,001469	0,002931	0,008684	0	0,000791	0	0,001657	0	0,004593	0	0,004819	0,002685	0,007026	0	0,001254	0,005861	0,00305	0,001489	0,000895	0,002475	0	0,001882	0,002353	0,000538	0,003143	0,003106	0,000422	0	0,003669	0,001617	0,000755	0,001046	0,00488	0,002207	0,00098	0,001013	0,003153	0,002182	0
Drechslerella	0,002671	0,002756	0,00331	0,002196	0,001838	0,002967	0,010522	0,001498	0,001828	0,023843	0,003715	0,000867	0,002149	0,002898	0	0,003267	0	0,001304	0,001298	0,00332	0	0,004098	0,001979	0,003765	0	0,002025	0,005145	0,000501	0,002489	0,000532	0,00338	0,000578	0,003061	0,004381	0	0,003439	0,00202	0,000508	0	0,002081	0	0,00095	0,00233	0,002108	0,002102	0,000602	0,000474	0,002048	0,001449	0,000776
Elaphomyces	0,005876	0,001973	0,003215	0,004137	0,00301	0,003184	0,00251	0,00155	0,002013	0,002258	0,000623	0,00153	0,003383	0,006104	0	0,002679	0,000739	0,001424	0,001472	0,001805	0,002068	0,003952	0,003702	0,003822	0,000713	0,000493	0,003616	0,001201	0,001481	0,001371	0,001186	0,000559	0,001856	0,00098	0	0,002221	0,002554	0,00077	0,000428	0,004659	0	0,001894	0,001268	0,001355	0,001625	0,001159	0,001392	0,00045	0,003751	0
Elsinoe	0,028867	0,054392	0,097634	0,018683	0,032658	0,02858	0,485403	0,043104	0,049885	0,076302	0,012102	0,014828	0,017128	0,019325	0,013737	0,056933	0,00143	0,290962	0,009104	0,014416	0,004247	0,047321	0,020759	0,027056	0,00398	0,01157	0,071644	0,025542	0,034689	0,010724	0,021982	0,018735	0,016484	0,030406	0,06768	0,019663	0,090578	0,015205	0,004176	0,014385	0,004897	0,009213	0,536303	0,017819	0,011875	0,03786	0,008233	0,014776	0,013664	0,006187
Emergomyces	0,001323	0,000437	0,000787	0,000562	0	0,001278	0	0	0	0,001409	0	0,000417	0,000636	0,001576	0	0	0	0	0	0	0	0,001223	0	0,000994	0	0	0,001129	0	0	0	0	0	0	0	0	0	0	0	0	0,000627	0	0,000446	0	0	0	0	0,000474	0	0,00057	0
Emmonsia	0,003302	0,001523	0,002203	0,002133	0,001954	0,003018	0,002054	0,00103	0,000994	0,002318	0	0,00055	0,002761	0,003558	0	0,001756	0	0,00042	0	0,001827	0	0,003061	0,001912	0,003294	0	0	0,002997	0,00082	0,000475	0	0,000669	0	0,000657	0,001008	0	0,001864	0,001114	0	0	0,002561	0	0,000858	0,001064	0,001132	0,000671	0,000668	0,001392	0	0,001804	0
Endocarpon	0,013844	0,005295	0,009351	0,008407	0,006839	0,011366	0,008864	0,003966	0,005296	0,009254	0,002416	0,004407	0,00864	0,013274	0,001367	0,004346	0,001529	0,003537	0,002105	0,005237	0,002718	0,012203	0,008106	0,014269	0,000911	0,0036	0,010751	0,003256	0,005366	0,002928	0,004246	0,00201	0,008699	0,003682	0,001938	0,008411	0,006168	0,001869	0,000421	0,009408	0,0024	0,00421	0,004402	0,004584	0,004506	0,004054	0,005132	0,002093	0,00845	0,001272
Endogone	0	0	0,000529	0,000686	0,000509	0	0	0	0	0	0	0,000567	0	0	0	0	0,000448	0,00054	0	0	0	0	0	0,001039	0	0,000588	0,000932	0	0,000497	0	0	0	0,000548	0,000954	0	0,001725	0	0	0	0	0	0	0	0	0	0	0,000552	0,000452	0	0
Enterospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000515	0	0	0	0	0	0	0	0	0,000508	0	0	0	0	0	0	0,000482	0	0	0	0	0
Entomophthora	0,00056	0,000495	0,001349	0,001137	0,00142	0	0	0,000851	0,000432	0,000524	0	0,00045	0,001015	0	0,000437	0	0,000694	0,001869	0	0,000417	0	0	0	0,001016	0,000983	0,000616	0,00108	0	0,000995	0	0,000458	0	0,001065	0,000775	0,000418	0,001446	0,000631	0,000644	0,000563	0	0	0	0,001109	0,000421	0	0,000512	0,00157	0,000555	0,000641	0
Entomortierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000445	0	0	0	0	0	0	0	0	0,001096	0	0	0	0	0,000428	0	0	0	0	0	0	0	0	0	0	0
Entyloma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epichloe	0,002995	0,001647	0,00187	0,0021	0,000818	0,016627	0,004277	0,000913	0,001997	0,010625	0,001209	0,0006	0,001683	0,004381	0	0,000494	0	0,001896	0	0,002543	0	0,003009	0,001905	0,003519	0	0,003702	0,003463	0,001674	0,000497	0,000811	0,001108	0	0,001677	0,001747	0	0,001646	0,001412	0	0	0,002057	0	0	0,001049	0,002898	0,001649	0,000758	0,000884	0,00139	0,001103	0
Epicoccum	0,036134	0,00468	0,007056	0,00374	0,003269	0,004135	0,006439	0,002298	0,004677	0,035237	0,002881	0,011571	0,005461	0,007619	0,00795	0,007528	0,000418	0,032484	0,006651	0,012436	0,004743	0,015768	0,005476	0,008589	0,026216	0,017919	0,02756	0,353043	0,006779	0,005334	0,007938	0,036136	0,013185	0,004703	0,00432	0,028019	0,010145	0,002235	0,033395	0,002422	0,011008	0,00391	0,020382	0,002659	0,002486	0,00209	0,011221	0,012067	0,004304	0,001881
Eremomyces	0,010161	0,0043	0,005999	0,009171	0,004421	0,014989	0,006212	0,002679	0,00464	0,008216	0,002218	0,004412	0,007092	0,01137	0,001382	0,004906	0,00058	0,002345	0,001588	0,003684	0,001657	0,009077	0,008366	0,010544	0,001276	0,002523	0,008953	0,004112	0,003229	0,002645	0,003498	0,00193	0,002845	0,002766	0,00128	0,00419	0,003611	0,001504	0,00129	0,007545	0,00436	0,003864	0,003661	0,003463	0,002863	0,003316	0,003792	0,001529	0,016579	0,001202
Erysiphe	0,041371	0,017068	0,013932	0,019856	0,013526	0,009879	0,032794	0,014219	0,008109	0,057141	0,010173	0,009279	0,013485	0,036564	0,003149	0,010219	0,002704	0,005966	0,004057	0,016807	0,005465	0,018795	0,017508	0,012211	0,003652	0,006994	0,014819	0,011108	0,008331	0,011176	0,008862	0,002822	0,010611	0,01516	0,001439	0,012665	0,012484	0,005709	0,00115	0,019096	0,003464	0,012205	0,010037	0,010929	0,011957	0,006209	0,012887	0,007305	0,012367	0,004509
Escovopsis	0,00631	0,003101	0,003108	0,003677	0,003325	0,027197	0,006015	0,002007	0,002564	0,011458	0,000907	0,001432	0,002827	0,008995	0	0,000848	0	0,001429	0	0,003814	0	0,004737	0,003097	0,00494	0,000653	0,001145	0,005296	0,002622	0,001478	0,001091	0,001912	0	0,001708	0,003014	0,000624	0,004003	0,00273	0,00064	0	0,003975	0,001121	0,001305	0,000634	0,004388	0,00254	0,002447	0,001344	0,002319	0,00196	0
Esteya	0	0	0,000472	0	0	0,00191	0,001482	0	0	0,003665	0,000434	0	0	0,001747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00043	0,000477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eutypa	0,016155	0,009062	0,009716	0,00974	0,008572	0,03044	0,018568	0,005018	0,009162	0,036262	0,004079	0,003535	0,007297	0,016998	0,000908	0,002978	0,00058	0,005185	0,001484	0,012291	0,001463	0,015866	0,010576	0,037308	0,000978	0,004687	0,024371	0,00256	0,004554	0,002982	0,013404	0,000699	0,006862	0,007264	0,001637	0,014127	0,00786	0,001442	0	0,019031	0,014673	0,003029	0,004539	0,01226	0,006223	0,009496	0,003493	0,004016	0,00606	0,001699
Exidia	0	0,000443	0,000465	0,000902	0	0	0	0	0	0,000459	0	0	0	0,000505	0,000529	0,118223	0,00056	0	0	0	0	0,000922	0,000418	0,012854	0	0,002465	0,005382	0	0	0	0	0	0	0	0,000421	0	0	0	0	0	0	0	0,000418	0	0	0,000446	0	0	0	0,000521
Exophiala	0,054423	0,030258	0,034518	0,029987	0,022498	0,054355	0,045375	0,016284	0,019131	0,055978	0,010857	0,013435	0,026214	0,043404	0,008032	0,023126	0,009167	0,016162	0,008737	0,020199	0,01455	0,050812	0,032009	0,056634	0,004065	0,02301	0,043041	0,019606	0,025804	0,010994	0,018941	0,011052	0,021324	0,016049	0,011247	0,024952	0,020601	0,006558	0,006751	0,038753	0,011469	0,017054	0,023128	0,016758	0,017758	0,014838	0,015168	0,013354	0,02624	0,006204
Exserohilum	0,003742	0,002004	0,002713	0,002676	0,001328	0,00666	0,003416	0,001081	0,000959	0,005958	0,000718	0,00387	0,003183	0,002895	0,00101	0,001205	0	0,00399	0,001228	0,001583	0,001347	0,003558	0,002163	0,003842	0,001084	0,001785	0,005964	0,014879	0,003136	0,002024	0,002145	0,003819	0,001563	0,001492	0,000624	0,001585	0,002077	0,000959	0,003035	0,002344	0,003345	0,001472	0,003051	0,001424	0,000597	0,000936	0,000695	0,000912	0,003768	0
Fibroporia	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000521	0	0,000884	0	0	0	0	0	0	0	0,000421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibularhizoctonia	0,001503	0	0,000653	0,000838	0,000437	0	0	0	0,000966	0,000623	0	0	0,000548	0,001754	0	0,001395	0,000666	0	0	0,000448	0	0,001121	0,00098	0,001673	0	0	0,000814	0,000508	0	0,000504	0	0	0	0	0	0,000564	0,000557	0	0	0,000621	0	0	0	0	0,000583	0	0	0	0,00044	0
Fistulina	0,002652	0,004574	0,006517	0,003166	0,011447	0,000872	0,005481	0,00237	0,003282	0,002963	0	0,006016	0,004162	0,002211	0,00051	0,003789	0,001058	0,012926	0,00736	0,002533	0,003978	0,001952	0,002338	0,003765	0,007555	0,010644	0,002754	0,001403	0,006594	0,005507	0,001688	0,001642	0,00197	0,000536	0,004383	0,008074	0,005522	0,004941	0,000957	0,001218	0,001728	0,004667	0,007136	0,005521	0	0,005604	0,009828	0,00642	0	0,003617
Flammulina	0	0	0	0	0	0,001011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fomitiporia	0	0	0	0,000436	0	0	0	0	0	0	0	0	0	0,000634	0	0,001744	0	0	0	0	0	0	0	0,001649	0	0	0,00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000595	0	0,000436	0	0	0	0	0
Fomitopsis	0	0	0,000662	0	0,000417	0	0	0	0	0	0	0	0	0,001142	0	0,001512	0,000479	0	0	0	0	0,000419	0	0,000881	0	0	0,000656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000693	0	0	0	0	0
Fonsecaea	0,011582	0,005656	0,007711	0,007073	0,005531	0,015189	0,009969	0,003274	0,004336	0,011359	0,002426	0,003587	0,005506	0,010305	0,001918	0,0051	0,001918	0,003029	0,002135	0,005172	0,002879	0,010632	0,007769	0,013868	0,000501	0,004112	0,00996	0,003655	0,004442	0,003064	0,003389	0,002137	0,005308	0,004221	0,002043	0,006096	0,00419	0,001103	0,000642	0,007818	0,002536	0,003591	0,00423	0,003993	0,003741	0,002674	0,004186	0,002352	0,007075	0,001867
Friedmanniomyces	0,036422	0,04505	0,093701	0,039703	0,026258	0,197922	0,073497	0,012149	0,015775	0,066198	0,015555	0,01722	0,02442	0,033294	0,034041	0,030569	0,0032	0,03789	0,007854	0,027877	0,006655	0,076767	0,03988	0,050389	0,015953	0,041131	0,080466	0,096613	0,048031	0,008998	0,041932	0,039939	0,022546	0,060679	0,018782	0,033618	0,016593	0,002972	0,011886	0,062199	0,008794	0,014786	0,070149	0,017111	0,010421	0,015057	0,018381	0,029046	0,036549	0,007355
Fusarium	0,192544	0,080982	0,089628	0,099978	0,076843	3,159437	0,162091	0,058727	0,086257	0,29687	0,03927	0,044953	0,072017	0,507231	0,020259	0,03567	0,014574	0,126114	0,02676	0,105956	0,027193	0,264328	0,08239	0,156597	0,032045	0,047284	0,160254	0,453048	0,057229	0,060623	0,067717	0,027563	0,05534	0,070978	0,023315	0,101509	0,084961	0,046692	0,033591	0,101833	0,056656	0,035783	0,045482	0,207245	0,08841	0,068666	0,040295	0,068325	0,094319	0,030663
Gaeumannomyces	0,009607	0,006543	0,005187	0,008442	0,007112	0,019038	0,016229	0,00395	0,006619	0,032939	0,004433	0,002465	0,004685	0,012592	0	0,002029	0,000442	0,001869	0,000859	0,011243	0,000876	0,006759	0,00598	0,010007	0,000891	0,003351	0,01365	0,001765	0,003769	0,001901	0,006021	0	0,00433	0,005165	0,001118	0,009908	0,005017	0,001409	0	0,008088	0,005926	0,001761	0,00229	0,01033	0,004953	0,003007	0,00222	0,002846	0,003038	0,00166
Galerina	0,000988	0	0	0,000984	0	0	0,000425	0	0,00089	0,000491	0	0	0	0,001401	0	0,003418	0,000954	0	0	0	0	0	0	0,00152	0	0	0,000604	0	0	0,000504	0	0	0	0	0	0	0	0	0	0,000425	0	0	0	0	0,000434	0	0	0	0	0
Gamarada	0,00297	0,002619	0,00086	0,00144	0,001599	0,002466	0,00058	0,001088	0,000632	0	0	0,000543	0,001789	0,003735	0	0,000955	0	0	0	0,002409	0	0,002163	0,00106	0,001572	0	0,00042	0,002202	0	0,000904	0,001217	0	0,000473	0	0,000417	0	0,002492	0,00149	0	0	0,001779	0	0,001545	0	0,000811	0,000679	0	0,000663	0	0,00073	0
Gamsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000586	0	0	0	0	0	0	0	0	0	0	0
Ganoderma	0	0	0	0	0	0,002163	0	0	0	0,001158	0	0	0,000415	0,001003	0	0,004325	0,000573	0	0	0	0	0	0	0,001651	0	0,00056	0,000545	0	0	0	0	0	0	0	0	0,000414	0	0	0	0	0	0	0,000463	0	0,000619	0	0	0	0	0
Gautieria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00062	0,002325	0	0	0	0	0	0	0	0,00136	0	0	0,000742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelasinospora	0	0	0	0	0	0	0,001032	0	0	0,002091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelatoporia	0,010905	0,022585	0,024715	0,007549	0,049498	0,003134	0,021653	0,007895	0,00352	0,011253	0,00068	0,021816	0,011328	0,005352	0,008879	0,012818	0,000893	0,055035	0,025683	0,013927	0,014085	0,008295	0,001794	0,010781	0,037588	0,041128	0,007093	0,003042	0,03419	0,025833	0,008782	0,008668	0,012101	0,006359	0,018153	0,033264	0,027162	0,02139	0,003464	0,002764	0,006511	0,020164	0,036462	0,021821	0,003216	0,033046	0,045516	0,025371	0,000761	0,017863
Geosmithia	0,007175	0,003849	0,004348	0,004993	0,004341	0,037606	0,007878	0,002489	0,003817	0,017569	0,00289	0,001564	0,003997	0,010394	0,000873	0,001559	0,001018	0,002649	0,000937	0,004718	0	0,006903	0,004013	0,008028	0	0,002192	0,00867	0,008179	0,002169	0,001719	0,003158	0,001154	0,003279	0,003666	0,000918	0,005674	0,003995	0,000583	0,000589	0,005324	0,001769	0,001133	0,001623	0,006069	0,003087	0,001938	0,001592	0,004632	0,002867	0,000421
Geotrichum	0,00112	0,000508	0,000538	0,000561	0,001185	0,000422	0,000414	0	0	0	0	0,000417	0	0	0	0	0	0,001537	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001458	0	0,000566	0	0,00054	0,000483	0	0,003878	0	0	0	0,000425	0	0	0	0	0	0	0
Gigaspora	0,001119	0,001313	0,002395	0,002049	0,002981	0	0,001262	0,001236	0,000449	0,001338	0	0,001861	0,001872	0,000443	0,001535	0,001068	0,001452	0,002597	0	0,001143	0,000636	0,000563	0,001557	0,001659	0,001295	0,00126	0,001257	0,001128	0,002238	0,001236	0,000973	0,000463	0,001723	0,001991	0,000735	0,002356	0,001539	0,001331	0,001371	0	0,000726	0,000537	0,001617	0,001431	0,0012	0,001821	0,002084	0,001053	0,000837	0,000492
Glarea	0,295105	0,078092	0,090339	0,137043	0,08153	0,037168	0,070319	0,070224	0,093948	0,020333	0,012405	0,058988	0,082786	0,2486	0,004233	0,04368	0,020025	0,024882	0,031823	0,08652	0,052452	0,104318	0,114034	0,135488	0,011214	0,030623	0,08155	0,00473	0,030623	0,079407	0,015997	0,012614	0,021984	0,033921	0,004592	0,105679	0,081586	0,036928	0,004019	0,122272	0,008178	0,071094	0,026564	0,051012	0,060621	0,04519	0,108718	0,007328	0,084503	0,018236
Gliocephalotrichum	0	0	0	0	0	0,001403	0	0	0	0	0	0	0	0,000427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000563	0	0,001116	0,000521	0	0	0	0	0	0	0,001161	0	0	0,000489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000489	0	0	0	0	0
Glomus	0,008461	0,0139	0,029642	0,006061	0,034243	0,001817	0,016049	0,006786	0,003794	0,007499	0,000604	0,018694	0,008594	0,004628	0,003307	0,005362	0,001462	0,025788	0,0105	0,004935	0,008262	0,005437	0,002177	0,008155	0,028112	0,01325	0,006496	0,005087	0,02263	0,014534	0,007409	0,004442	0,008042	0,002921	0,013573	0,026126	0,021367	0,014754	0,001461	0,002772	0,00672	0,014573	0,016192	0,014604	0,000928	0,023295	0,026442	0,010823	0,001564	0,009374
Glonium	0,027933	0,008118	0,010666	0,013172	0,008057	0,016854	0,009812	0,005998	0,007109	0,012113	0,002324	0,008192	0,012046	0,020076	0,002746	0,006977	0,002462	0,006062	0,003796	0,009328	0,003851	0,01841	0,012922	0,01597	0,001957	0,004698	0,015337	0,007054	0,005407	0,005773	0,004761	0,003353	0,004521	0,005493	0,001758	0,008979	0,009575	0,003426	0,002002	0,012899	0,004349	0,006584	0,005569	0,006046	0,005804	0,005013	0,007786	0,002223	0,019479	0,002294
Golovinomyces	0,060672	0,0238	0,021128	0,030215	0,021993	0,022859	0,036611	0,016804	0,014664	0,050725	0,006541	0,01843	0,026533	0,054804	0,00646	0,01198	0,004164	0,019253	0,013157	0,020316	0,010035	0,025148	0,026158	0,018257	0,007966	0,014404	0,021733	0,020276	0,010736	0,018302	0,008663	0,008094	0,00843	0,01509	0,003141	0,024181	0,024693	0,01135	0,021082	0,027045	0,003081	0,01996	0,015862	0,02173	0,01482	0,011609	0,032267	0,01865	0,018295	0,007981
