order	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Ktedonobacterales	0,009198	0	0,654568	0,009038	0	0,075358	0	0,010289	0,010924	0	0	0	0	0	0	0,028706	0,056486	0	0	0	0,012619	0	0,022619	0,192982	0	0	0,008728	0,008569	0	0	0	0	0,026811	0	0	0,009089	0	0	0,010815	0,00924	0	0	0	0	0	0	0	0	0,013496	0
Lactobacillales	0,04752	0,070521	0,079541	0,054321	0,128786	0,036503	0,072099	0,072504	0,048614	0,052718	0,027964	0,090163	0,074836	0,057923	0,043092	0,047327	0,035912	0,206482	0,183724	0,04928	0,056963	0,055188	0,043706	0,048374	0,100813	0,108718	0,039566	0,111433	0,089821	0,074618	0,043962	0,05281	0,054377	0,049394	0,061958	0,100811	0,093258	0,079407	0,066799	0,029529	0,062899	0,068002	0,113979	0,087267	0,034877	0,089039	0,135158	0,095059	0,039921	0,061771
Legionellales	0,031306	0	0,014326	0,068565	0,026104	0,033091	0,011745	0,056766	0,029895	0,009371	0,046328	0,0258	0,012432	0,008431	0,027239	0,050051	0,06023	0,073277	0,025578	0,022039	0,043867	0,025912	0,036478	0,035358	0,04735	0,028368	0,024507	0,040078	0,019412	0,022812	0,028569	0,034557	0,048419	0,01044	0,008404	0,017966	0,012348	0,034259	0,03151	0,073444	0,055757	0,037556	0,034004	0,022895	0,078892	0,04951	0,011684	0,040652	0,088076	0,039154
Leptospirales	0,009932	0	0	0,008633	0	0	0	0,009264	0,018661	0	0,04787	0	0,010809	0	0	0,008686	0,024065	0	0,019932	0	0,039449	0	0	0	0,008462	0,016584	0	0,008694	0	0,008785	0	0	0	0	0,009308	0	0	0,035127	0	0	0	0	0	0	0,01022	0,019949	0	0	0,02027	0,035484
Maricaulales	0,011999	0,008956	0,010059	0,038635	0,023404	0	0,009139	0,032849	0,03302	0	0,040923	0,020664	0,012564	0,009285	0	0,051221	0,0402	0	0,029774	0,019976	0,037193	0,008389	0,02142	0,027585	0,024296	0,025242	0,009023	0,024189	0,022427	0,029282	0,026058	0,019742	0,025842	0	0,034305	0	0,031168	0,036448	0,00916	0,031873	0,022797	0,032056	0	0,012916	0,046617	0,035498	0,018816	0,013866	0,041404	0,033432
Marinilabiliales	0,037079	0,043619	0,045433	0,042798	0,065627	0,035487	0,042119	0,035893	0,052495	0,048142	0,038769	0,084496	0,087531	0,051728	0,050027	0,062373	0,184034	0,170067	0,096239	0,04133	0,111525	0,062142	0,037395	0,031844	0,094133	0,103432	0,034765	0,148664	0,043381	0,057985	0,039808	0,081915	0,055244	0,030482	0,048529	0,048421	0,068919	0,092567	0,155824	0,026671	0,074264	0,065367	0,108754	0,109679	0,034905	0,045506	0,199981	0,151721	0,04904	0,059426
Methylococcales	0,067854	0,043443	0,048955	0,127848	0,092763	0,088348	0,05252	0,135414	0,111827	0,043767	0,149622	0,058458	0,078517	0,062892	0,061823	0,135312	0,146489	0,214614	0,084595	0,081242	0,119487	0,05714	0,116526	0,053662	0,078567	0,126957	0,078779	0,075964	0,04934	0,058342	0,095917	0,06681	0,451118	0,158548	0,069142	0,054115	0,184181	0,223339	0,04258	0,125157	0,915879	0,075033	0,143605	0,088466	0,147568	0,131207	0,071787	0,123894	0,114803	0,136059
Micrococcales	0,667762	0,882466	0,621513	0,27732	0,419706	0,281868	0,561957	0,346569	0,457988	0,379055	0,457478	0,66726	0,332088	0,164302	0,361319	0,667706	0,730208	1,144755	1,023566	0,628361	0,693692	0,548525	0,25502	1,037726	1,106084	1,121581	0,425779	2,986578	1,055212	0,785819	1,426421	5,745421	0,789314	0,355979	1,733477	0,310828	0,743921	0,613582	7,285088	0,65973	2,687234	0,629038	1,02023	0,299692	0,276922	0,527486	0,863375	1,164799	0,529652	0,56044
Micromonosporales	1,358722	0,401017	0,083166	0,055185	0,039101	0,047425	0,105955	0,167143	1,290513	0,181019	1,403413	8,613898	0,382692	0,054656	2,25423	1,346385	0,485047	0,072661	15,616242	3,128331	11,535702	0,08946	0,070645	0,166715	0,930763	2,298752	0,111775	1,10534	3,4024	13,724922	0,54998	6,321778	0,438696	0,104538	19,703036	0,021405	1,254973	2,949389	3,083956	0,075466	0,612377	7,494619	0,31125	0,294565	0,185271	0,505589	0,873451	0,785469	0,150012	6,911947
Micropepsales	0,010376	0	0,012224	0,023297	0	0,035438	0	0,036963	0,02104	0,011075	0,0278	0	0	0	0	0,025943	0,061396	0	0	0	0,009932	0	0,021101	0,03859	0,015618	0,010333	0	0,00838	0	0	0,03139	0,018175	0,031069	0	0	0	0	0,037904	0,024819	0,025789	0,028651	0,021784	0	0,010978	0,063765	0,259975	0	0,010321	0,021325	0,016969
Motilibacterales	0,008618	0	0	0	0	0	0	0	0	0	0,009653	0	0	0	0	0,016999	0,016773	0	0	0	0	0	0	0	0	0	0	0,021778	0	0	0	0,019801	0,024184	0	0,03222	0	0,013066	0	0,024641	0	0,009193	0	0	0	0,008684	0	0	0	0	0
Myxococcales	0,742785	0,153678	0,303973	0,791728	0,241159	0,323326	0,197249	0,877414	0,967068	0,228112	0,978647	0,637024	1,144236	0,240146	0,214844	0,757477	0,917263	0,103651	1,236191	0,270892	1,492405	0,164518	0,345016	0,411864	1,006917	1,611774	0,222842	0,488085	0,637695	0,922122	0,697777	0,78449	1,087135	0,179229	1,119146	0,230959	0,232233	1,104674	0,673815	0,437145	0,325335	0,800795	0,100148	0,387512	0,72366	1,585801	0,424585	0,349179	1,128484	2,415433
Nakamurellales	0,057852	0	0,037722	0	0	0	0	0,011056	0	0	0,017837	0,019202	0	0	0	0,024787	0,028026	0,060762	0,028401	0	0,011496	0	0	0,012563	0,022036	0,031441	0	0,05611	0,017314	0,012664	0,033734	0,123716	0,045636	0,008953	0,031142	0	0,014822	0,020784	0,156826	0	0,248846	0,041016	0,026111	0	0	0,010472	0	0,107921	0	0,008772
Neisseriales	0,198824	0,267413	0,258886	0,446725	0,14389	0,552574	0,291834	0,469782	0,318066	0,217047	0,537304	0,153457	0,197358	0,580451	0,241593	0,208112	0,312274	0,174617	0,176179	0,386093	0,214827	0,272763	0,648585	0,239523	0,2156	0,335489	0,542285	0,234532	0,110646	0,142231	0,503065	0,199983	0,683186	0,293337	0,220041	0,208109	0,293842	0,199934	0,079629	0,836807	0,367495	0,177937	0,100297	0,502595	0,691719	0,36438	0,20345	0,599364	0,354161	0,374334
Nevskiales	0,135423	0,062161	0,127545	0,392056	0,114077	0,166412	0,070956	0,210916	0,372806	0,081137	0,360166	0,077574	0,082787	0,103655	0,060076	0,208735	0,2851	0,038795	0,230491	0,118612	0,302205	0,085428	0,189154	0,119955	0,115912	0,197527	0,117186	0,268881	0,099436	0,090976	0,181756	0,102832	0,200642	0,065945	0,159829	0,072862	0,09988	0,169671	0,071981	0,252251	0,083669	0,146921	0,029558	0,144018	0,271107	0,259648	0,101702	0,107631	0,502195	0,237757
Nitrosomonadales	0,948055	0,511231	0,240016	0,561535	0,461348	0,854618	0,395857	0,630291	0,849166	0,307296	0,99983	0,804616	0,944178	0,816681	0,581075	0,963763	0,721254	0,222557	1,167495	1,046578	0,924402	0,526344	0,782418	0,240631	1,560327	0,687189	0,495964	0,493331	0,445072	0,495473	0,502164	0,302284	0,7949	0,440983	0,275644	0,32457	0,672282	0,997668	0,324352	0,727475	1,242411	0,67745	0,292274	0,510977	0,874912	0,487542	0,629181	0,598378	0,78443	0,658937
Nitrospirales	0,083496	0,008391	0,010315	0,03254	0,009234	0,024729	0	0,16646	0,043364	0,010485	0,057051	0,029557	0,025305	0	0,045109	0,165511	0,109323	0,091638	0,064983	0,019426	0,069815	0,022911	0,030424	0,028778	0,263754	0,051036	0,020721	0,215315	0,040956	0,025377	0,042598	0,076743	0,04865	0,01044	0,049135	0	0,934646	1,294399	0,034529	0,033423	0,282055	0,056296	0,050531	0,014006	0,041916	0,106122	0,008653	0,068514	0,050019	0,103782
Nostocales	0,089805	0,127592	0,369438	0,064452	0,100307	0,033548	0,104814	0,147525	0,061957	0,083122	0,082662	0,120477	0,037057	0,507648	0,035022	0,130029	1,164754	0,053746	0,075114	0,041809	0,059025	0,218247	0,049035	3,594939	0,051407	0,069332	0,117966	0,062906	0,053368	0,145601	0,085474	0,217182	0,070451	0,035727	0,040063	0,196888	0,033527	0,077083	0,229434	0,05113	0,048042	0,046027	0,039156	0,04702	0,094398	0,065814	0,032751	0,153567	0,342124	0,055605
Oceanospirillales	0,145718	0,104173	0,096888	0,192144	0,113284	0,118475	0,106466	0,214056	0,186267	0,089558	0,236674	0,122043	0,150568	0,102481	0,139255	0,213648	0,182044	0,129141	0,152598	0,203362	0,200773	0,117055	0,165565	0,100856	0,143861	0,254209	0,123906	0,140782	0,105357	0,121909	0,204748	0,217179	0,17568	0,088768	0,204791	0,088801	0,168036	0,188529	0,084904	0,172793	0,12952	0,182893	0,099938	0,14936	0,222678	0,248041	0,181962	0,216403	0,206776	0,260686
Oligoflexales	0	0	0	0	0	0	0	0,010503	0	0	0	0,013514	0	0	0	0,008883	0,029808	0	0	0	0	0	0	0	0	0	0	0,010222	0	0,018118	0	0,102738	0	0	0	0	0	0	0,012267	0	0	0	0	0	0,009297	0	0	0	0	0
Opitutales	0,09065	0,01836	0,34697	0,325534	0,105794	0,06972	0,027666	0,171066	0,175484	0,029667	0,138439	0,193004	0,028532	0,033023	0,08023	0,082407	0,613583	0,023695	0,159916	0,048975	0,280125	0,02684	0,117486	0,101049	0,235187	0,105397	0,046174	0,160163	0,052569	0,243973	0,088659	0,172652	0,226853	0,035333	0,19223	0,078666	0,035803	0,152594	0,04715	0,434586	0,069279	0,080775	0,022799	0,043435	0,156876	0,104042	0,049649	0,088712	0,167235	0,290672
Oscillatoriales	0,165654	0	0,122736	0,044899	0,112094	0,023277	0,102687	1,062306	0,042465	0,102388	0,122372	0,680083	0,028262	6,247291	0,053864	2,38016	1,561917	0,066399	0,106454	0,027151	0,068706	0,040403	0,031197	0,576188	0,065163	0,041038	0,058892	0,050546	0,017685	0,846075	0,028513	0,327972	0,032368	0,050053	0,025229	0,468333	0,010155	0,107135	6,781065	0,033858	0,027206	0,031661	0,026765	0,041854	0,103507	0,078993	0,026741	1,148711	0,883447	0,039261
Parachlamydiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00865	0,009303	0,057332	0	0	0	0	0	0	0,0096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,017794	0	0	0	0	0	0,01006	0
Parvularculales	0	0	0	0	0	0	0	0	0	0	0,009312	0	0	0	0	0,011487	0,016773	0	0	0	0,008408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00833	0	0,009328	0	0	0	0	0,01095	0,008378	0	0	0,017603	0
Pasteurellales	0,009758	0,014811	0,02027	0,021886	0,036948	0	0,025096	0,01173	0,021881	0,018001	0,009053	0,023833	0,013043	0,009028	0,008755	0,010449	0	0,041144	0,019858	0,009451	0,020419	0,020818	0,019703	0	0,031345	0,034575	0,010582	0,008437	0,024114	0,015248	0,012271	0	0,022835	0,011198	0,016937	0,028811	0,024322	0,024723	0	0	0,014445	0,020412	0,029106	0,026974	0,01171	0,030576	0,035898	0,035605	0	0,033936
Phycisphaerales	0,017178	0	0	0,011095	0	0	0	0,034092	0,010405	0	0,026112	0,014145	0,008507	0	0	0,030661	0,041382	0	0,019921	0	0,024721	0	0	0,020094	0,009877	0,024204	0	0,028057	0,010764	0,018136	0,010371	0,023862	0,008287	0	0,011887	0	0	0,028766	0,011705	0	0	0,02611	0	0,008384	0,027772	0,034306	0	0,011179	0	0,032033
Pirellulales	0,106352	0,048648	0,029442	0,095602	0,049225	0,037859	0,066201	0,175572	0,155309	0,050119	0,230064	0,270542	0,082343	0,050485	0,07171	0,280889	0,416416	0,081236	0,187876	0,064225	0,236347	0,02996	0,051243	0,091306	0,251651	0,152837	0,033863	0,31847	0,102973	0,2861	0,114671	0,223631	0,127488	0,047659	0,294922	0,027707	0,066	0,175469	0,152386	0,066886	0,260265	0,205896	0,061917	0,075502	0,142799	0,180021	0,09079	0,130303	0,187997	0,191761
Planctomycetales	0,106894	0,032751	0,059389	0,13811	0,11487	0,053125	0,030507	0,191039	0,124907	0,042503	0,164115	0,143224	0,052816	0,050022	0,046192	0,237357	0,29897	0,079095	0,085991	0,047479	0,142708	0,037079	0,07177	0,19137	0,193926	0,093508	0,061526	0,210293	0,068257	0,136364	0,109291	0,163536	0,126742	0,06168	0,10144	0,063989	0,045372	0,135878	0,131065	0,175366	0,122777	0,145536	0,053062	0,063412	0,198764	0,189366	0,049501	0,110596	0,201808	0,141695
Pleurocapsales	0	0	0	0	0	0	0	0	0	0	0	0,008917	0	0,026138	0	0	0,075128	0	0	0	0,011755	0	0	0,028607	0	0	0	0	0	0,010711	0	0	0	0	0	0,009666	0	0	0	0	0	0	0	0	0	0	0	0	0,018713	0
Propionibacteriales	0,24442	0,162351	0,054657	0,067117	0,058196	0,041367	0,05841	0,217386	0,15239	0,078328	0,224779	0,225065	0,082222	0,056645	0,153622	0,33318	0,279733	0,321976	0,451707	0,157165	0,271472	0,072797	0,073129	0,101824	0,33025	0,244076	0,052927	1,372465	0,299091	0,277365	0,366014	2,225757	0,330359	0,141227	0,581393	0,037478	0,249572	0,306988	3,583919	0,081407	3,2302	0,261395	0,174259	0,098463	0,135369	0,213473	0,080718	0,415869	0,134325	0,267663
Pseudomonadales	1,217576	2,291457	0,541402	2,093533	0,559636	0,540397	1,814424	0,940529	0,693383	0,832833	0,760494	0,670431	1,052179	0,439599	4,7772	0,547932	0,487636	4,550329	1,572986	1,432116	2,271513	4,96537	2,253407	1,40088	0,626451	2,544832	1,946897	0,526333	1,209518	0,732351	1,686593	1,454704	0,837883	0,559773	0,527143	0,862925	0,737762	0,746706	2,37072	0,844732	2,541425	0,816617	4,075893	0,826321	0,71535	0,690461	2,113469	1,312113	0,673744	0,935721
Pseudonocardiales	0,163955	0,074644	0,089017	0,075858	0,051118	0,050602	0,045894	0,209527	0,197278	0,07375	0,233257	0,175252	0,062598	0,0506	0,072569	0,268639	0,288255	0,062673	0,404084	0,127793	0,272994	0,075906	0,100901	0,316342	0,174875	0,184483	0,115272	0,297779	0,154672	0,234211	0,189395	0,367214	0,27224	0,09967	0,563993	0,061661	0,166387	0,176485	0,504594	0,099304	0,288969	0,259388	0,043827	0,099365	0,129658	0,169484	0,089248	0,133283	0,143516	0,262917
Puniceicoccales	0	0	0	0,010658	0	0	0	0,009636	0	0	0	0	0	0	0	0	0,022887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,009414	0	0	0	0	0
Rhizobiales	3,83931	4,260364	8,191431	7,785479	5,934117	3,054581	3,201864	5,10216	5,779536	2,741247	21,116517	5,553359	3,033724	3,035284	6,549269	9,854494	14,419656	2,406809	4,974523	3,105641	8,549065	5,065215	5,282959	10,330752	6,287846	6,117606	4,534471	9,667165	4,956166	7,424727	10,012893	12,36626	5,855991	2,858339	8,232372	3,008955	7,745586	8,066825	14,873798	9,578839	11,454009	6,124753	4,338148	3,074529	7,215674	8,351339	3,253688	5,250773	9,767739	5,667465
Rhodobacterales	0,6748	1,462457	0,295194	0,637117	0,455034	0,26017	1,061633	1,535336	1,056645	0,378973	1,347848	2,197062	2,021986	0,772484	1,268021	2,609642	0,961896	1,189773	1,212241	1,524494	1,786701	0,302849	0,395171	0,409896	2,487064	1,006048	0,275491	3,031207	1,635902	2,264665	0,93928	1,491582	1,044022	1,001544	5,408744	0,256626	2,780593	3,95723	1,503959	0,585819	2,733231	1,64748	1,140105	0,797165	1,051913	1,062771	0,450404	2,114709	0,829773	1,30354
Rhodocyclales	0,528273	0,197886	0,196977	0,404908	0,245336	1,542883	0,309473	0,662547	0,477554	0,263642	0,822177	0,300143	0,305613	0,4221	0,658063	0,422733	2,575051	0,909738	0,46193	0,421272	0,821551	0,271405	0,582777	0,178604	0,590322	0,566718	0,410985	0,752686	0,205316	0,661229	0,776706	0,997936	1,404572	0,332904	1,190733	0,222911	0,848168	1,117239	0,369805	0,882339	1,855387	0,47241	0,557241	0,460198	0,964656	0,600435	0,279842	0,993947	0,480177	0,851581
Rhodospirillales	0,711338	0,589765	1,505257	1,962931	1,057331	1,173541	0,483888	1,7284	0,897041	0,591446	1,405941	0,671032	0,449832	0,531017	0,658323	1,435632	1,400378	0,749522	0,608333	0,667137	0,858595	0,811986	1,366877	2,862231	0,767628	0,831907	0,957443	1,211555	0,794232	0,756779	1,24159	1,142814	1,969097	0,860173	0,83325	0,591774	0,765679	1,591207	1,517706	2,051945	1,168604	1,025786	0,815742	0,821733	3,572364	1,612515	0,451831	1,070183	1,648824	0,840498
Rickettsiales	0,033688	0,059228	0,050921	0,04742	0,054452	0,07162	0,061889	0,047002	0,037577	0,044284	0,014999	0,043338	0,058449	0,042049	0,147701	0,035838	0,031729	0,057061	0,024298	0,057024	0,025672	0,039117	0,041394	0,033766	0,043062	0,027257	0,050318	0,068459	0,0571	0,030136	0,03171	0,035554	0,041275	0,058232	0,017694	0,045356	0,040828	0,025339	0,02191	0,033913	0,015094	0,046463	0,108401	0,032009	0,044599	0,033131	0,041269	0,03971	0,0368	0,011704
Rubrobacterales	0,008289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,021129	0	0	0	0	0,008876	0	0	0	0	0	0	0,010042	0	0,008987	0,010441	0,009349	0,009291	0	0	0	0	0	0,021842	0	0,013293	0,022595	0	0	0	0	0	0	0	0
Saprospirales	0,022702	0,008961	0	0,039644	0	0	0,013326	0,028774	0,029398	0	0,015263	0,038174	0,049052	0,012572	0,010874	0,091723	0,073579	0,036311	0,030398	0,023541	0,040971	0,009004	0	0,027095	0,039102	0,011967	0,010905	0,126166	0,019168	0,048094	0	0,079773	0,023327	0	0,047811	0	0,015992	0,078187	0,008822	0,012085	0,046962	0,024336	0,017591	0,010662	0,048456	0,009737	0,010769	0,011513	0,035941	0,012051
Selenomonadales	0	0	0	0	0	0,008355	0	0	0	0	0	0	0	0	0	0,01165	0,034518	0	0	0	0,011282	0	0	0	0	0	0	0,018884	0	0	0	0	0,009156	0	0	0	0	0,019185	0,014809	0,026971	0,025176	0	0	0	0,00945	0,009224	0	0,009945	0,035663	0
Silvanigrellales	0	0	0	0,018024	0	0	0	0,017915	0	0	0	0	0	0	0	0,018138	0,009582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,008347	0,017345	0	0	0	0	0	0,013841	0	0	0	0	0,050454	0	0	0	0	0
Sneathiellales	0	0	0	0,018265	0	0	0	0	0	0	0	0	0	0	0	0,008371	0,009152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,008417	0	0	0	0	0	0	0,009757	0	0	0	0	0,022967	0	0	0	0,008724	0
Solirubrobacterales	0,082299	0,098942	0,013392	0	0,020077	0	0,058226	0,093919	0,052556	0,040692	0,093185	0,121831	0,058687	0,008988	0,037455	0,131465	0,044026	0,047593	0,07859	0,102184	0,07681	0,012793	0,020481	0,031074	0,104377	0,076533	0	0,145201	0,11487	0,104813	0,160808	0,15309	0,104551	0,036863	0,063312	0,020961	0,058003	0,092495	0,221504	0,015594	0,179832	0,212568	0,035239	0,072909	0,027158	0,065963	0,051668	0,092763	0,021329	0,079571
Sphingobacteriales	0,552275	1,773487	0,882515	0,563164	0,500946	0,192724	0,42494	0,454457	0,474515	0,494127	0,440787	0,577439	0,454726	0,747167	0,397465	0,967307	1,490283	0,626367	1,661232	0,519171	1,084958	5,116186	0,83451	0,918121	1,037477	0,468926	0,954405	0,800513	0,661345	0,537308	1,237041	2,215016	0,538318	0,275603	0,294436	0,401208	0,514412	0,66718	1,941867	0,604522	0,565964	0,661909	0,716717	0,35462	0,626807	0,433926	0,444895	0,469687	0,954071	0,404738
Sphingomonadales	3,038903	10,927885	2,278732	4,182688	1,432224	4,938696	4,538666	5,550776	7,009942	3,664443	5,882802	5,238268	4,01677	3,776729	6,239785	8,089221	5,588934	3,737031	4,50649	5,175315	4,693177	6,292552	5,172939	8,046023	6,660508	4,903536	4,890118	5,631245	8,067462	4,48635	7,513877	12,443238	4,01805	4,883674	6,382759	2,939002	6,157767	5,502927	9,435233	4,424793	7,986637	5,254209	8,29386	5,613118	6,81622	5,227903	4,674317	8,868656	8,267033	3,981718
Spirochaetales	0	0	0	0,041626	0	0,01992	0	0,021401	0,030577	0	0,045078	0	0	0	0,008903	0,0179	0,104832	0	0	0	0,085737	0	0	0,008344	0	0,018029	0	0	0	0	0,010558	0	0,056893	0	0,008939	0	0	0,056543	0	0,024577	0,032327	0,014197	0	0,019484	0,063761	0,041237	0	0	0,06982	0,013041
Spirulinales	0	0	0	0	0	0	0	0	0	0	0	0	0	0,009004	0	0	0,021478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomycetales	0,291224	0,217936	0,202055	0,178011	0,196758	0,146286	0,185147	0,268574	0,40253	1,356037	0,446115	0,466659	0,270511	0,514154	0,249987	0,409325	0,401179	0,330183	0,952709	0,291115	0,570452	0,184487	0,220929	0,219938	0,41754	0,441259	0,163686	0,449872	0,306421	0,559189	0,282042	0,531515	0,434855	0,245045	1,191982	0,168085	0,35117	0,378913	0,569084	0,176495	0,37464	0,537418	0,240506	0,311117	0,23141	0,319431	0,448838	0,391909	0,248368	0,539861
Streptosporangiales	0,131884	0,064299	0,073192	0,062001	0,043176	0,078491	0,037405	0,138285	0,168662	0,052305	0,202336	0,188571	0,063755	0,050136	0,069794	0,240123	0,225822	0,055393	0,382326	0,11056	0,294634	0,063147	0,089949	0,15712	0,15006	0,162709	0,055717	0,20692	0,127647	0,260317	0,13364	0,251407	0,279262	0,109499	0,540497	0,054885	0,13574	0,174803	0,285704	0,087937	0,176233	0,254793	0,043091	0,098119	0,115436	0,156944	0,088751	0,113569	0,129143	0,254402
Synechococcales	0,069566	0,02582	0,367031	0,085201	0,283279	0,057058	0,364634	0,237887	0,080832	0,104364	0,13937	0,138242	0,05111	1,04079	0,029737	0,094219	3,41964	0,06935	0,05974	0,05621	0,077823	0,054374	0,049745	0,884113	0,052448	0,066112	0,082416	0,11045	0,033555	0,168988	0,056883	0,077096	0,09956	0,062055	0,052777	0,526661	0,03562	0,098324	0,112827	0,098547	0,038529	0,045692	0,031281	0,078563	0,16599	0,105603	0,048608	0,09	1,074732	0,069929
Syntrophobacterales	0	0	0	0	0	0	0	0,008644	0,008415	0	0	0	0	0	0	0,009325	0,024548	0	0	0	0,019692	0	0	0	0	0,01134	0	0,009423	0	0	0	0,0084	0,016709	0	0	0	0	0,014981	0	0	0,040916	0	0	0	0,010855	0,024746	0	0	0	0,0281
Tepidisphaerales	0,00914	0	0	0,054726	0	0	0	0	0,037807	0	0,029194	0,01215	0	0	0,008458	0,032494	0,047928	0	0,030137	0	0,012719	0	0	0,016539	0,009911	0,010545	0	0,031276	0	0,014338	0,018542	0,049993	0,016477	0	0	0	0	0	0,039587	0,008701	0,016762	0,027777	0	0,012464	0,01661	0,011545	0,013137	0	0,020115	0,021307
Thermales	0	0	0	0	0	0	0	0	0,009889	0	0,013582	0	0	0	0	0,00972	0,025315	0	0,008534	0	0,012348	0	0	0,012498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,008355
Thermoanaerobacterales	0	0,012882	0,023767	0,009318	0,032182	0	0,020143	0,009799	0	0,01384	0	0,023086	0,01904	0,014472	0,011076	0,008507	0	0,02522	0	0	0	0	0	0,008257	0,022419	0,009551	0	0	0,020851	0,008477	0,011728	0	0,010238	0,0087	0,010617	0,027893	0,009064	0,008528	0,013628	0	0,020594	0,009514	0,011204	0,025732	0	0,021307	0,01593	0,012845	0	0,008255
Thermogemmatisporales	0	0	0,06021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,010789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomicrobiales	0,012251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,024345	0	0	0	0	0	0	0	0	0,009428	0	0	0,038794	0	0	0	0,022694	0	0	0	0	0	0,009154	0,033761	0	0,023578	0,008926	0	0	0	0	0	0,01044	0	0,010364
Thiotrichales	0,035203	0,020728	0,023014	0,066931	0,029909	0,041819	0,022609	0,055672	0,061008	0,013368	0,070991	0,03059	0,035707	0,033566	0,019134	0,057621	0,071657	0,012591	0,044992	0,039168	0,057297	0,024731	0,051404	0,027729	0,048718	0,057122	0,032741	0,040459	0,023636	0,029551	0,042311	0,030874	0,05601	0,026818	0,042581	0,021392	0,042293	0,050304	0,019448	0,06146	0,052131	0,04096	0,013035	0,035563	0,071647	0,059251	0,030289	0,037441	0,069756	0,059647
Tissierellales	0	0,009313	0,011476	0	0,024853	0	0,008587	0	0	0	0	0,00879	0,008257	0	0	0	0	0,023652	0	0	0	0	0	0	0,009669	0,009299	0	0	0,010352	0	0	0	0	0	0,008669	0,022802	0	0	0	0	0	0	0,009254	0	0	0,008944	0,015332	0,010809	0	0
Vampirovibrionales	0	0	0	0	0	0	0	0,018186	0	0	0	0	0	0	0	0,014803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,128125	0	0	0	0	0
Verrucomicrobiales	0,187993	0,106061	0,071659	0,207813	0,149263	0,066483	0,040934	0,238909	0,156194	0,056896	0,259946	0,238753	0,072372	0,049969	0,208267	0,59644	0,289745	0,167586	0,272805	0,192889	0,287792	0,061673	0,134077	0,127907	0,350075	0,227534	0,072451	0,731566	0,134856	0,242453	0,266039	0,46555	0,225937	0,087796	0,131859	0,034926	0,051179	0,28624	0,288688	0,151585	0,223997	0,297285	0,142535	0,082381	0,275918	0,353138	0,078278	0,198405	0,179019	0,284969
Vibrionales	0,078211	0,109534	0,124205	0,072215	0,179474	0,052258	0,094545	0,082312	0,074429	0,065318	0,055565	0,135189	0,115519	0,053283	0,064318	0,067577	0,051115	0,43329	0,22969	0,071662	0,150772	0,078465	0,062404	0,05919	0,15802	0,439447	0,063675	0,102643	0,10396	0,154894	0,082022	0,108792	0,077975	0,054156	0,142758	0,142205	0,126591	0,15097	0,091129	0,055338	0,089269	0,104586	0,228142	0,13808	0,070317	0,118249	0,378715	0,33559	0,05337	0,221488
Xanthomonadales	0,532958	3,648024	0,409372	0,934999	0,405048	0,600775	0,341231	0,684409	0,560389	0,52378	0,838224	0,396729	0,26368	0,383629	0,862702	0,500379	0,492306	0,389408	0,608652	0,910316	0,668696	11,585262	0,910774	11,457668	0,508295	0,859911	3,057873	0,61573	0,697497	0,515482	8,240033	1,077925	0,933488	0,271485	0,845981	0,300775	0,93481	0,772006	2,170193	0,833005	0,763154	0,740748	0,820276	0,638587	0,76357	0,591078	0,43268	0,877181	0,747131	0,673466
riqueza	91	67	76	86	73	69	70	89	84	70	89	84	75	73	78	103	105	80	82	75	95	69	73	87	86	87	69	93	75	86	83	88	98	73	84	67	77	88	89	84	91	86	78	79	96	92	74	87	88	90
