species	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Aquamicrobium lusatiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000698	0,000794	0	0	0	0	0	0	0	0,000683	0,000736	0	0	0	0,000699	0	0	0	0	0,001396	0	0,00111	0,000813	0,001522	0	0,001617	0	0	0	0	0	0	0,000693	0	0
Aquaspirillum serpens	0	0	0	0,000779	0	0,002139	0,000777	0,002424	0,001635	0	0,002061	0,000834	0,000689	0,00116	0,000718	0,000791	0,001758	0,000741	0	0	0,000821	0	0,002105	0	0,000742	0,000755	0,001812	0,000768	0	0,000839	0	0	0,002164	0	0,001143	0	0,000832	0,00167	0	0,002006	0,001797	0	0	0,001152	0,003048	0,00185	0	0,001413	0,00084	0,001392
Aquicella lusitana	0	0	0	0,000698	0	0	0	0	0	0	0,000824	0	0	0	0	0	0,001915	0	0	0	0,000706	0	0	0	0	0	0	0,00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000721	0,000683	0	0	0,000694	0
Aquicella siphonis	0	0	0	0,000748	0,000873	0	0	0	0	0	0	0	0	0	0	0,000721	0,002155	0	0	0	0,00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000751	0	0	0	0,000783	0
Aquidulcibacter paucihalophilus	0	0	0	0,000873	0	0	0	0	0,000874	0	0,00068	0	0	0	0	0,001658	0,002658	0	0	0	0	0	0	0,000839	0	0,000711	0	0	0	0,001618	0	0	0	0	0	0	0,002195	0	0	0,000734	0	0	0	0	0,000739	0,001003	0	0	0	0
Aquiflexum aquatile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00181	0,002048	0	0,000684	0	0,001866	0	0	0	0,000713	0	0	0,000718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000721	0	0	0	0	0	0,001389	0
Aquiflexum balticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000721	0,000942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000961	0
Aquimarina mytili	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquimixticola soesokkakensis	0	0,000752	0	0	0	0	0	0	0	0	0	0,0007	0,000811	0	0	0,002139	0	0	0	0	0	0	0	0	0,00209	0	0	0,001611	0	0	0	0	0	0,001151	0,013294	0	0,001263	0,000747	0	0	0	0,001493	0	0	0	0	0	0,001338	0	0
Aquimonas voraii	0	0	0	0	0	0	0	0	0	0	0,000908	0	0	0	0	0	0	0	0	0,000903	0,000895	0	0,001794	0	0	0	0	0,000734	0	0,000882	0,000751	0	0,000822	0	0	0	0	0,000913	0	0,002348	0	0	0	0,000757	0	0,000691	0	0,000684	0,000764	0
Aquincola tertiaricarbonis	0,064916	0,055284	0,039788	0,107076	0,041532	0,171349	0,079532	0,157668	0,115324	0,075127	0,194942	0,053621	0,063718	0,085973	0,041324	0,051232	0,059681	0,108564	0,063771	0,129663	0,046424	0,052985	0,221225	0,0418	0,067857	0,109054	0,098593	0,076538	0,036729	0,052177	0,137995	0,08378	0,147663	0,067632	0,047467	0,048339	0,090915	0,048251	0,464128	0,231978	0,297238	0,048631	0,030789	0,164345	0,160393	0,07806	0,077044	0,110226	0,098794	0,109451
Aquipluma nitroreducens	0,000947	0	0	0,000873	0	0	0	0,002025	0,002158	0,000786	0,004428	0,001234	0,000877	0	0,000912	0,011641	0,038687	0,009156	0,002649	0	0,008812	0	0	0,000958	0,003662	0,000812	0	0,002233	0	0,000727	0,003718	0,004784	0,008282	0,001319	0,00094	0	0,0012	0,007478	0,001634	0,000686	0,007292	0,001396	0,00367	0	0,002216	0,001473	0	0,0029	0,003583	0,000739
Aquirufa antheringensis	0,002446	0,001719	0	0,002082	0,00094	0	0,001192	0,001732	0,002545	0,001278	0,001058	0,002601	0,004843	0,001524	0	0,003658	0,003006	0,002093	0,002468	0,002565	0,002193	0,003565	0,001493	0,001801	0,002506	0,000814	0,001645	0,002589	0,001374	0	0	0,001733	0	0,004859	0	0,000687	0,000823	0,001152	0	0,000793	0,002027	0,000814	0,001614	0,003347	0,000748	0	0,001705	0,00291	0,002404	0
Aquirufa nivalisilvae	0,000775	0	0	0,00106	0	0	0	0	0	0	0	0,001817	0,000877	0	0	0,002325	0,001478	0,000841	0,000877	0,000869	0	0,001323	0	0	0,014052	0	0	0,001983	0,000973	0	0	0	0	0	0	0	0	0	0,003515	0	0,00169	0	0,002239	0,001516	0	0	0,000821	0	0,001513	0
Aquirufa rosea	0	0	0	0,000717	0,000907	0	0,000707	0	0,001673	0	0	0,001634	0,000855	0,000809	0	0,001488	0,001509	0	0,000734	0,000799	0,000706	0,00106	0	0	0,001128	0	0	0,00086	0	0	0	0	0,000715	0	0	0	0	0	0	0	0	0	0,000737	0,001384	0	0	0	0	0,001371	0
Aquisalimonas asiatica	0	0	0	0,001646	0	0	0	0	0,001507	0	0,001538	0	0	0	0	0	0,000785	0	0,000706	0	0,000742	0	0,002529	0	0,000802	0,000811	0	0,000703	0	0	0	0	0,000769	0	0,000716	0	0	0	0	0,001315	0	0	0	0	0,000773	0	0	0	0,001948	0,001754
Aquisalinus flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001177
Aquisphaera giovannonii	0,004364	0,001751	0,009882	0,005542	0,005059	0,001931	0	0,009655	0,0053	0,003192	0,006712	0,004595	0,001967	0,002263	0,001643	0,011032	0,017025	0,004326	0,003504	0,001936	0,006587	0,003025	0,005185	0,024589	0,005801	0,004362	0,004789	0,007423	0,00366	0,004156	0,006097	0,007204	0,015574	0,006175	0,002926	0,004512	0,002773	0,0055	0,008614	0,010779	0,005396	0,007353	0,002207	0,002915	0,009199	0,009415	0,002379	0,005739	0,009384	0,006164
Aquitalea denitrificans	0,000828	0	0	0,001371	0	0,003863	0,003175	0,005103	0,000836	0	0,004976	0	0	0,002543	0,016069	0,001779	0,002693	0,005392	0	0,006049	0,005376	0	0,003141	0	0,001088	0,001201	0,001097	0,00676	0,001145	0,000839	0,016353	0,002789	0,035819	0,008027	0,003937	0,002517	0,006169	0,005468	0	0,013622	0,019128	0,003038	0,002201	0,006867	0,020562	0,020979	0	0,059486	0	0,009626
Aquitalea magnusonii	0,000695	0	0,000769	0,002763	0,001464	0,004105	0,005205	0,007173	0,002437	0,001081	0,00515	0,000808	0	0,005188	0,007808	0,001649	0,002637	0,004304	0,000966	0,004681	0,00289	0,000757	0,00394	0	0,002045	0,001878	0,003341	0,002766	0	0,001063	0,007669	0,002071	0,017846	0,004827	0,002425	0,003186	0,004574	0,002538	0	0,008935	0,012431	0,001596	0,001183	0,007931	0,015434	0,012981	0,001358	0,032359	0,001053	0,006561
Aquitalea pelogenes	0	0	0	0	0	0	0	0,000797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000801	0	0,001269	0	0	0	0	0	0	0	0,000758	0	0	0,000773	0,001701	0	0	0,001293	0	0
Arachidicoccus ginsenosidivorans	0	0	0	0	0	0	0	0	0	0	0	0,000834	0,000724	0,000751	0	0,002801	0,003078	0	0,004283	0	0,002977	0	0	0	0,001069	0	0	0	0	0	0	0,000895	0	0	0	0	0	0	0	0	0	0,000785	0,000734	0	0	0	0	0	0,001318	0
Arachidicoccus rhizosphaerae	0,000855	0	0	0	0	0	0	0	0,000755	0	0,000907	0	0,000789	0,002232	0	0,003898	0,004073	0	0,009412	0	0,005121	0,001993	0	0,000703	0,0019	0	0,001181	0,001758	0,001503	0,001071	0	0,002741	0	0	0	0	0,001086	0,002115	0,000767	0,000813	0	0,002136	0,001058	0	0	0	0	0	0,002764	0,000746
Arachidicoccus soli	0,002912	0,002319	0,000833	0,00281	0,00237	0	0,001233	0,002054	0,00308	0,001016	0,002002	0,00254	0,002778	0,003889	0,000951	0,006928	0,009927	0,002673	0,008829	0,001644	0,006234	0,004583	0,002616	0,002132	0,004668	0,002056	0,002688	0,003388	0,003594	0,002985	0,002007	0,003945	0,002251	0,001831	0	0	0,002976	0,003285	0,003177	0,002925	0,001469	0,003986	0,002348	0,001246	0,002069	0,00243	0	0,001257	0,006402	0,001434
Arboricoccus pini	0,000831	0,001084	0,00197	0,004452	0,001758	0,001883	0,000695	0,003181	0,002652	0,00095	0,003999	0,00101	0	0	0,000692	0,002733	0,003535	0,000761	0,000728	0,002053	0,002003	0,001542	0,003569	0,004524	0,002354	0,002353	0,002265	0,002213	0	0,002272	0,003298	0,002478	0,003197	0,00073	0,001346	0	0,002455	0,002366	0,000799	0,004239	0,002765	0,002175	0	0,002614	0,00583	0,003009	0,000789	0,002603	0,003748	0,001764
Archangium gephyra	0,01521	0,003358	0,026106	0,02413	0,010013	0,007359	0,006419	0,017288	0,022604	0,007076	0,025519	0,008071	0,012069	0,010085	0,004218	0,026924	0,046912	0,005662	0,036651	0,00863	0,035168	0,003289	0,008862	0,008188	0,014488	0,027111	0,006349	0,018586	0,013193	0,012114	0,020925	0,012307	0,035715	0,008397	0,020084	0,007523	0,008938	0,027685	0,017106	0,00997	0,016965	0,014551	0,004698	0,016795	0,017515	0,02136	0,014352	0,007195	0,062782	0,035816
Archangium violaceum	0,007765	0,002806	0,004572	0,009281	0,002555	0,005538	0,002571	0,009798	0,012198	0,003173	0,013505	0,006541	0,009596	0,003409	0,003517	0,007922	0,009278	0	0,0141	0,00611	0,01635	0,003969	0,007697	0,004597	0,004501	0,017971	0,00404	0,005704	0,006576	0,0103	0,009159	0,007314	0,009613	0,002764	0,011325	0,002506	0,003574	0,009132	0,008418	0,008853	0,00493	0,008445	0,001261	0,005363	0,008551	0,014601	0,006361	0,004618	0,012791	0,023923
Arcicella aurantiaca	0,302977	0,739139	0,010508	0,171384	0,156043	0,024302	0,446319	0,078663	0,29797	0,106189	0,047029	0,824251	1,382483	0,280904	0,225774	0,389843	0,145547	0,42319	0,380475	0,926376	0,110012	0,546981	0,175654	0,06814	0,555731	0,293994	0,189464	0,280474	0,669558	0,179222	0,089733	0,054525	0,173325	0,134448	0,004456	0,094021	0,175441	0,104994	0,02848	0,116049	0,095585	0,141191	0,27753	0,204672	0,029328	0,026771	0,257241	0,080806	0,1733	0,224963
Arcicella rosea	0,05117	0,099586	0,002866	0,026318	0,021966	0,003125	0,065654	0,023979	0,050375	0,035482	0,009656	0,072019	0,07093	0,033171	0,012243	0,069014	0,029636	0,057262	0,02473	0,109606	0,020477	0,107939	0,040149	0,020303	0,032794	0,032846	0,0401	0,035689	0,051309	0,010618	0,012096	0,012235	0,034001	0,038862	0,001803	0,018034	0,010661	0,011616	0,004214	0,020724	0,014583	0,035503	0,033349	0,085639	0,012883	0,006279	0,046357	0,024859	0,03472	0,009503
Arcobacter anaerophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter aquimarinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,004499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter butzleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,011399	0	0	0	0,000834	0	0	0	0	0	0	0	0	0	0	0
Arcobacter cibarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,009547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter cryaerophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,005566	0	0,000975	0,001016	0	0	0	0	0,001592	0	0	0	0	0,000907	0	0
Arcobacter defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter ellisii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,011852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter nitrofigilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter skirrowii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001764	0	0	0,014739	0	0	0	0	0	0	0	0,001157	0	0	0	0	0,000791	0	0,001181
Arcobacter venerupis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000933	0	0	0,022782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001022
Arcticibacter eurypsychrophilus	0,000695	0,000792	0	0	0	0	0	0	0	0	0	0,000717	0	0	0	0,002343	0,002995	0	0,004207	0	0,00267	0,007419	0,00068	0	0,001128	0	0,000837	0,000715	0	0	0	0,002351	0	0	0	0	0,000685	0,001016	0,001965	0	0	0	0,00093	0	0	0	0	0	0,001086	0
Arcticibacter pallidicorallinus	0	0	0	0	0	0	0	0	0	0	0,000869	0	0	0,000751	0	0,000865	0,001855	0	0,003965	0	0,002501	0,003085	0,000785	0	0,001455	0	0,000873	0,001627	0	0,001618	0	0,003067	0	0	0	0	0	0,001321	0,005167	0	0	0	0,001308	0	0	0	0	0	0,000712	0,001009
Arcticibacter svalbardensis	0	0,000686	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000814	0,002627	0	0,002066	0	0,001857	0,008768	0	0	0,001039	0	0,000814	0	0	0	0	0,001699	0	0	0	0	0	0,000893	0,001656	0	0	0	0,000696	0	0	0	0	0	0,001229	0
Arcticibacter tournemirensis	0,001951	0,001187	0,000772	0,000748	0	0	0,000714	0,000872	0	0	0,001266	0,00227	0,00068	0,002033	0,000955	0,003455	0,00449	0,000864	0,007704	0	0,005224	0,008451	0,00136	0,001046	0,002828	0,000812	0,001696	0,002589	0,000859	0,002232	0,001318	0,005751	0,000715	0	0,0007	0	0,00099	0,002836	0,005989	0,001743	0,001483	0,00224	0,002451	0	0,00196	0	0	0	0,003621	0,001019
Arcticibacterium luteifluviistationis	0,001095	0,000682	0	0,003988	0,001242	0	0,001013	0,000795	0,003685	0	0,002116	0,000734	0,000987	0,001278	0	0,002748	0,003702	0,000961	0,002623	0,000938	0,002074	0,00172	0,000706	0,000754	0,001881	0,00238	0	0,000841	0,000945	0,002154	0	0,001926	0,001101	0	0,009278	0	0,001331	0,002017	0	0,0009	0,003047	0,001884	0,00119	0,001027	0,000813	0,000691	0,000706	0	0,003888	0
Ardenticatenia bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000682	0	0	0	0	0	0	0	0,000683	0	0	0,000746	0	0	0	0	0	0	0	0	0	0	0	0	0,000764	0	0	0	0	0	0	0	0	0
Arenimonas caeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000859	0	0	0	0	0	0	0	0	0	0	0	0
Arenimonas composti	0	0	0	0	0	0	0	0,000775	0	0	0,000936	0,000796	0	0	0	0	0	0	0	0	0,001862	0	0	0	0,000683	0	0	0,001745	0	0,001023	0,000681	0,000769	0	0	0,000852	0	0,000691	0,002997	0,002457	0	0	0	0,000718	0	0,000883	0,0018	0	0,00081	0	0,000775
Arenimonas daejeonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000916	0	0	0	0	0	0,000716	0	0	0	0	0	0
Arenimonas donghaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001117	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000688	0	0	0,001025	0	0	0	0	0	0	0,000801	0	0	0	0	0
Arenimonas malthae	0	0	0	0	0	0	0	0,0007	0	0	0	0	0	0	0	0	0	0	0	0	0,000974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00077	0,000941	0	0	0	0	0	0,000804	0	0	0	0	0
Arenimonas maotaiensis	0,00085	0	0	0	0	0	0	0,000697	0	0	0,000988	0,001629	0	0	0,000919	0	0	0,00588	0	0	0,007456	0	0	0	0,001019	0,00078	0	0,00435	0	0,003785	0	0,002102	0	0	0,003002	0	0,002969	0,00909	0,002929	0,000772	0,002232	0	0,002991	0	0,000733	0	0	0,003944	0	0,004323
Arenimonas metalli	0	0	0	0	0	0	0	0	0	0	0	0,000897	0	0	0	0	0	0	0	0	0,002051	0	0	0	0	0	0	0,001708	0	0,000903	0	0	0	0	0,000942	0	0,000685	0,002405	0,001824	0	0	0	0,000971	0	0	0	0	0,000716	0	0
Arenimonas oryziterrae	0,001816	0,002069	0	0,002797	0	0,002264	0	0,002801	0,002619	0	0,003591	0,00365	0,000899	0,000734	0,001559	0,003056	0,001906	0,003634	0,0033	0,003582	0,017177	0,000734	0,003134	0	0,003805	0,003045	0,002018	0,00998	0	0,005598	0,002824	0,005656	0,001997	0,000758	0,005793	0	0,003315	0,018728	0,011367	0,003135	0,001553	0,002255	0,005822	0,001681	0,002805	0,00266	0,000695	0,005395	0,002971	0,006672
Arenimonas soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001028	0,000682	0	0	0	0	0	0	0	0	0	0	0
Arenimonas terrae	0	0	0	0	0	0	0	0	0,000755	0	0,00146	0,000695	0	0	0	0	0	0	0	0	0,002568	0	0	0	0	0,000758	0	0,002007	0	0,001234	0,00083	0	0	0	0,002215	0	0,000823	0,002977	0,002847	0	0,000696	0	0,000909	0	0,000693	0	0	0,000885	0	0,000723
Armatimonadetes bacterium	0,002708	0,00069	0,01269	0,017099	0,006321	0,003859	0,001201	0,004847	0,005557	0,001212	0,004494	0,002032	0,001052	0,002602	0,001536	0,006473	0,014961	0	0,00206	0,000897	0,00327	0,001022	0,005099	0,02469	0,003767	0,00141	0,003278	0,004593	0,001644	0,00242	0,003087	0,003391	0,005394	0,000926	0,002544	0,004044	0,000757	0,002857	0,003237	0,008403	0,002476	0,004151	0	0,001926	0,005706	0,003542	0,002405	0,003059	0,012313	0,002619
Armatimonas rosea	0,068768	0,021898	0,011973	0,392881	0,049386	0,019615	0,049602	0,063068	0,061141	0,011549	0,066368	0,051185	0,05784	0,073207	0,027268	0,121756	0,090957	0,058175	0,068419	0,049083	0,0759	0,016887	0,037705	0,064251	0,074553	0,038173	0,018905	0,049084	0,052074	0,011937	0,025479	0,063563	0,034121	0,018729	0,00973	0,014207	0,025497	0,040393	0,034911	0,037283	0,014348	0,07528	0,039772	0,028897	0,063793	0,061446	0,04112	0,027113	0,068625	0,022331
Aromatoleum anaerobium	0,000927	0	0	0,000965	0	0,001636	0,001968	0,00167	0,001025	0	0,001775	0	0	0	0	0	0,001272	0,000861	0	0,001432	0	0	0,002108	0	0,001981	0,001154	0,00165	0	0	0	0,000778	0,000802	0,002565	0	0	0	0	0	0	0,002094	0,000755	0	0	0,001506	0,001608	0	0	0,000992	0,000961	0,001674
Aromatoleum aromaticum	0,000889	0	0	0,002749	0	0,004056	0	0,001676	0,002793	0	0,003292	0	0	0	0	0,001512	0,002506	0,000981	0,000859	0,002395	0,000863	0	0,002371	0	0	0,002144	0	0,000881	0	0	0,001099	0,001302	0,003556	0	0,000788	0	0,002134	0,000718	0	0,003363	0,001742	0	0	0,001785	0,002123	0,002033	0,000829	0,00187	0,002407	0,001604
Aromatoleum bremense	0	0	0	0,00081	0	0,002167	0	0	0,000701	0	0	0	0	0	0	0	0,00187	0,000981	0	0	0,000722	0	0,000855	0	0	0	0	0,0008	0	0	0	0	0,000957	0	0	0	0,000847	0,001534	0	0,002304	0	0	0	0,000748	0,001556	0	0	0,000778	0,000722	0
Aromatoleum buckelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000733	0	0	0	0	0	0	0	0	0	0
Aromatoleum diolicum	0,00143	0,000695	0,001113	0,002145	0,001526	0,005622	0,001844	0,003352	0,003392	0,000786	0,004212	0,00135	0,001439	0,001041	0,001604	0,002513	0,006198	0,002101	0,000769	0,002326	0,002731	0,002033	0,003207	0,000735	0,003131	0,001292	0,002083	0,002851	0,000887	0,001063	0,002641	0,001918	0,004433	0,001587	0,002127	0	0,00281	0,003255	0	0,00424	0,00447	0,00192	0,001149	0,003657	0,00449	0,001225	0,001872	0,003195	0,00301	0,002278
Aromatoleum evansii	0,000889	0	0	0,001679	0	0,002964	0,001069	0,002329	0,002585	0,000917	0,004668	0	0	0,000768	0,001443	0,001868	0,001515	0,000741	0,000769	0,002907	0,001254	0,000777	0,00232	0	0,000863	0,003472	0,001781	0,001201	0	0,000923	0,003394	0,001985	0,003571	0,001207	0,001688	0	0,002962	0,001655	0	0,002868	0,002097	0,000824	0	0,002299	0,002586	0,002201	0,001011	0,001902	0,000968	0,002802
Aromatoleum petrolei	0	0	0	0	0	0,00368	0,000692	0,002424	0,002341	0	0,00234	0	0	0,000785	0	0	0,001421	0,000761	0	0,000695	0,000799	0	0,000968	0	0,001438	0	0,000728	0	0	0	0,000742	0,000745	0,002752	0,000814	0,000706	0	0,002093	0,000695	0	0,002064	0,001749	0	0	0,001957	0,002463	0,000813	0,000936	0,001027	0,000899	0,00074
Aromatoleum toluclasticum	0,000831	0	0	0,001744	0	0,003464	0	0,002062	0,001791	0	0,002862	0,000734	0	0	0,000779	0	0,002356	0	0	0,001455	0	0	0,00305	0	0,000915	0,000827	0,000833	0,000916	0	0	0,002091	0,000931	0,002785	0,000814	0,00094	0	0,001868	0,000973	0	0,004674	0,001776	0	0	0,002083	0,002062	0	0	0,002164	0,001125	0,00104
Aromatoleum tolulyticum	0	0	0	0,001413	0	0,001668	0	0,001978	0	0	0,001654	0	0	0	0	0	0,001571	0	0	0,001181	0	0	0,001048	0	0	0,001023	0	0,000812	0	0	0,001615	0,000842	0,002623	0,000702	0	0	0,001003	0	0	0,001753	0	0	0	0	0,002171	0,000878	0	0,001205	0,000771	0,00141
Aromatoleum toluolicum	0	0	0	0,000841	0	0,002248	0	0	0,001772	0	0,001978	0	0	0	0,000698	0,000721	0,001627	0	0	0,000764	0	0	0,001853	0	0	0	0	0,000819	0	0	0,000813	0,000791	0,002072	0	0	0	0,002628	0,001625	0	0,002068	0,000714	0	0	0	0,000713	0,000735	0	0,000992	0,000912	0,000776
Aromatoleum toluvorans	0,000792	0	0	0	0	0,001474	0	0,001664	0,000917	0,000885	0,001714	0	0,000811	0	0	0	0,002162	0	0	0,001727	0	0	0,001675	0	0,001594	0,001963	0,001563	0,000897	0	0,000951	0,002088	0,001014	0,002267	0	0	0	0,00306	0,000711	0	0,001923	0,00166	0	0	0,0019	0,001959	0,000735	0	0,001338	0,000694	0,001463
Arsenicibacter rosenii	0,003465	0,002157	0	0,003625	0,002156	0	0,001721	0,002071	0,004117	0,001605	0,002847	0,006397	0,002943	0,003107	0,00127	0,005098	0,006483	0,003658	0,005465	0,001893	0,004999	0,005688	0,002382	0,014763	0,00414	0,002359	0,003528	0,006645	0,004484	0,00718	0,001032	0,012444	0,001969	0,000983	0,001264	0,000736	0,001505	0,00506	0,010494	0,001451	0,006236	0,002972	0,003004	0,002721	0,002746	0,000683	0,001074	0,002399	0,005029	0,001593
Arsenicicoccus bolidensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001488	0	0,000709	0	0,082531	0	0,001671	0	0	0	0	0	0	0	0	0
Arsenicitalea aurantiaca	0,002076	0,002026	0,000884	0,001942	0,002091	0	0	0,00249	0,001911	0,000852	0,003077	0,003314	0,000899	0,000712	0,002805	0,005646	0,003726	0	0,003533	0,001683	0,003689	0	0,000732	0,001107	0,00428	0,003616	0	0,005946	0,002284	0,004406	0,003035	0,007032	0,00156	0	0,005526	0	0,00158	0,003877	0,0081	0,002042	0,003522	0,003012	0,001008	0,000814	0,002767	0,004433	0,000726	0,003483	0,002483	0,004056
Arthrobacter alpinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000692	0	0	0	0	0	0	0	0	0	0
Arthrobacter crystallopoietes	0	0	0	0	0	0	0	0	0	0	0,00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000969	0	0,000715	0	0,001915	0	0,000832	0	0	0	0	0	0	0	0	0
Arthrobacter globiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002671	0	0,000927	0	0	0	0	0	0	0	0	0
Arthrobacter liuii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002337	0	0,001093	0	0	0	0	0	0	0	0	0
Arthrobacter nitrophenolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000996	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter oryzae	0	0	0	0	0	0	0	0	0	0,000786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001502	0	0,000719	0	0,00075	0,000908	0	0	0	0	0	0,013333	0	0,00269	0	0	0	0	0	0	0	0	0
Arthrobacter terricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001244	0,000682	0	0	0	0	0	0	0	0	0	0
Arthrobacter ulcerisalmonis	0	0	0	0	0	0	0	0	0	0	0	0,001384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000941	0	0	0	0	0	0	0	0	0	0	0
