genus	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Chloroflexus	0,001237	0	0	0	0	0	0	0	0	0	0,001171	0	0	0	0	0,00671	0,00273	0	0,00136	0	0,003527	0	0	0,001528	0,005195	0,001522	0	0,004252	0,002361	0,00102	0	0,002257	0,001024	0	0,002272	0	0	0,001522	0,002713	0	0,001184	0,00103	0	0,001043	0	0,001159	0	0	0	0,003197
Chlorogloea	0,001256	0	0,001208	0	0	0	0	0	0	0	0	0	0	0,004248	0	0	0,011205	0,004995	0	0	0	0	0	0,014603	0,001053	0,003837	0	0,002584	0	0,001126	0	0,001286	0	0	0	0,001178	0	0	0,001782	0	0	0	0,001411	0	0	0	0	0,008219	0,003383	0
Chlorogloeopsis	0	0	0,003697	0	0	0	0	0	0	0	0	0,001124	0	0,004031	0	0	0,010512	0	0	0	0	0	0	0,033763	0	0	0	0	0	0,001077	0	0	0	0	0	0,001202	0	0	0	0	0	0	0	0	0	0	0	0	0,002867	0
Chondrocystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002019	0	0	0,006068	0	0	0	0	0	0	0,001878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001816	0
Chondromyces	0,019645	0,003564	0,008138	0,025006	0,006107	0,008491	0,005434	0,021903	0,031294	0,005317	0,022217	0,014817	0,025236	0,006182	0,004507	0,022337	0,023885	0,001181	0,028232	0,005527	0,035792	0,004224	0,009259	0,011639	0,010081	0,037	0,00555	0,012666	0,015804	0,020126	0,015749	0,030705	0,032181	0,004868	0,025287	0,006369	0,004111	0,025554	0,01188	0,011409	0,006094	0,020932	0,001414	0,010437	0,023943	0,041902	0,0128	0,008556	0,031578	0,056605
Chromatium	0	0	0	0	0	0	0	0,003473	0,001133	0	0,002642	0	0,001491	0	0	0,001279	0,001309	0	0	0	0	0	0	0	0	0,001257	0	0,001076	0	0	0	0	0,001275	0	0	0	0	0	0	0	0,00105	0	0	0	0,004345	0,001431	0	0,001076	0,001264	0,001216
Chromatocurvus	0	0	0	0,00106	0	0	0	0	0	0	0,001089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001627	0	0	0	0
Chromobacterium	0,021576	0,014606	0,015781	0,035223	0,013675	0,046117	0,031947	0,04408	0,029895	0,021451	0,05463	0,012054	0,014274	0,034026	0,015555	0,021539	0,03323	0,009445	0,01741	0,039883	0,018036	0,019646	0,060304	0,015032	0,01537	0,041118	0,032838	0,014763	0,010348	0,013972	0,043051	0,019567	0,049924	0,021623	0,017639	0,016038	0,022632	0,014985	0,007019	0,063994	0,035715	0,015252	0,006742	0,046832	0,060993	0,027034	0,018544	0,031585	0,034764	0,037558
Chroococcidiopsis	0,002165	0	0,004127	0	0,001578	0	0,00187	0,002919	0	0	0	0,001996	0	0,008544	0	0,001138	0,02475	0,001061	0	0	0	0	0	0,027899	0	0	0	0	0	0,002266	0	0	0	0	0	0,004051	0	0	0,003957	0	0	0	0	0	0,001046	0	0	0,002808	0,00495	0
Chroogloeocystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001142	0	0	0,002953	0	0	0	0	0	0	0,00406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	0,024101	0,067079	0,007372	0,016296	0,010513	0,006229	0,013317	0,014172	0,018434	0,01363	0,019678	0,026943	0,02799	0,057437	0,024538	0,0382	0,049216	0,048846	0,077477	0,060136	0,047212	0,085977	0,012448	0,018416	0,043897	0,023812	0,015171	0,051217	0,023638	0,032125	0,056915	0,272185	0,013114	0,010904	0,022273	0,007147	0,024431	0,033453	0,229352	0,016204	0,038589	0,034781	0,052534	0,012704	0,012898	0,012258	0,012504	0,029362	0,033569	0,018998
Chryseoglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001121	0	0	0	0	0	0,002004	0,002346	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001103	0	0	0	0,001062	0	0	0	0	0	0	0
Chryseolinea	0,046878	0,016566	0,013375	0,014235	0,010359	0,008068	0,009128	0,029092	0,040891	0,010112	0,06875	0,036339	0,018265	0,014747	0,010657	0,066078	0,057182	0,01221	0,174668	0,013811	0,203298	0,013119	0,011892	0,023537	0,082815	0,032111	0,010775	0,036881	0,02796	0,030673	0,022922	0,109249	0,020799	0,006739	0,082449	0,007333	0,018004	0,127792	0,063913	0,020473	0,016967	0,080266	0,073877	0,010179	0,026712	0,028343	0,012495	0,010867	0,061744	0,039164
Chryseotalea	0,005114	0,001263	0,001699	0,002667	0,00178	0	0,001252	0,005633	0,006973	0,001212	0,008494	0,005296	0,001995	0,003982	0,001283	0,009466	0,012233	0,001464	0,016824	0	0,021609	0,002409	0,001438	0,00555	0,009902	0,003903	0	0,006524	0,003604	0,003485	0,001777	0,011099	0,003779	0	0,012881	0,002159	0,001792	0,015294	0,006257	0,004781	0,002116	0,009441	0,009148	0	0,006058	0,003362	0,001042	0,001066	0,013465	0,00369
Chrysosporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002853	0	0	0	0	0	0	0,005883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chthoniobacter	0,018126	0,007603	0,009187	0,013787	0,009978	0,008576	0,003354	0,025671	0,015759	0,008783	0,032717	0,018151	0,005297	0,00476	0,010423	0,043271	0,032289	0,012443	0,024549	0,014029	0,026661	0,007759	0,013621	0,026978	0,046226	0,017285	0,010719	0,04591	0,011491	0,018236	0,025357	0,064822	0,02149	0,009154	0,007901	0,003109	0,004972	0,021579	0,034857	0,013202	0,017676	0,025735	0,009488	0,008473	0,023462	0,038053	0,006033	0,01973	0,011972	0,023966
Chthonobacter	0,005127	0,005967	0,006204	0,012669	0,008628	0,002329	0,005609	0,009618	0,009636	0,001999	0,009829	0,009055	0,006849	0,006178	0,008689	0,010563	0,016455	0,001381	0,005018	0,005108	0,008567	0,002853	0,006328	0,006843	0,012391	0,008579	0,00366	0,014758	0,005034	0,0119	0,006507	0,007315	0,0082	0,004359	0,018443	0,004075	0,009758	0,012027	0,00732	0,012796	0,01522	0,006388	0,001368	0,004572	0,014829	0,011835	0,004319	0,009372	0,011954	0,008026
Chthonomonas	0,001198	0	0,02408	0,010083	0,001929	0,001844	0	0,003418	0,003781	0	0,002507	0	0	0,002236	0	0,003925	0,008959	0	0	0	0,001208	0,001053	0,005638	0,044171	0	0	0,004485	0	0	0	0	0,001171	0,001932	0	0	0,00151	0	0	0,001234	0,006536	0	0,001236	0	0,001099	0,003351	0,00156	0,0012	0	0,007829	0
Ciceribacter	0,001179	0,003934	0,001235	0,004678	0	0	0,002985	0,003773	0,003299	0,00118	0,004444	0,009993	0,006711	0,001126	0,009939	0,005071	0,005614	0	0,004329	0,003011	0,009597	0,002372	0,002419	0,00114	0,007903	0,005711	0	0,00928	0,005101	0,011547	0,006265	0,00802	0,002906	0,001544	0,016535	0	0,005872	0,006816	0,00926	0,003469	0,009786	0,004151	0,001442	0,00109	0,004781	0,005747	0,001579	0,00728	0,003606	0,006892
Citreimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003256	0	0	0,00164	0	0	0	0,008507	0	0,001069	0	0	0	0	0	0	0	0	0
Citrobacter	0,013168	0,00748	0,004342	0,008573	0,005217	0,008953	0,007798	0,00968	0,01032	0,003943	0,013997	0,012248	0,008214	0,020089	0,006167	0,022791	0,028977	0,013923	0,048404	0,007133	0,031677	0,016895	0,009042	0,006389	0,021227	0,009034	0,008363	0,021765	0,009431	0,013231	0,00743	0,023018	0,007378	0,004858	0,008531	0,002898	0,012142	0,032351	0,079318	0,009756	0,05862	0,014719	0,015262	0,00614	0,019822	0,012301	0,004567	0,010558	0,020362	0,016083
Citromicrobium	0	0,004682	0	0,003013	0,001041	0,003753	0,002997	0,004416	0,00628	0,001081	0,005756	0,003705	0,002061	0,003034	0,001325	0,00652	0,004526	0,001241	0,003056	0,004328	0,003695	0,002405	0,002856	0,003456	0,003396	0,00278	0,001194	0,003487	0,005686	0,003289	0,003837	0,002902	0,002573	0,003258	0,009284	0	0,006037	0,003519	0,003664	0,003135	0,006393	0,004773	0,001221	0,002943	0,004712	0,003279	0,002867	0,005113	0,005264	0,00282
Clavibacter	0,001488	0,002178	0,001125	0	0	0	0	0	0	0	0	0	0	0	0	0,001209	0,001141	0	0,001545	0	0	0,001426	0	0,003941	0,001722	0,00112	0,001263	0,051543	0,001469	0	0,002849	0,01025	0,001217	0	0,00507	0	0	0	0,012499	0	0,00189	0	0,001442	0	0	0	0	0	0,001282	0
Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001395	0,001494	0,124632	0	0	0,001025	0	0	0	0,003068	0	0	0,001092	0	0,001203	0	0,002001	0	0	0	0	0,017008	0,009486	0,003156	0	0,02275	0	0,042418	0	0	0	0	0,004119	0,0013	0
Clostridioides	0,005322	0,001599	0,003917	0,004361	0,005465	0,004545	0,003681	0,002272	0,003761	0,004634	0	0,003268	0,00407	0,004357	0	0,002928	0	0,002757	0	0,002861	0	0,003971	0,004042	0,004117	0,002351	0,001597	0,004783	0,002327	0,001431	0,001511	0,003038	0,001103	0,002559	0,001151	0	0,004965	0,00445	0,001436	0,001037	0,00454	0,001041	0,001648	0,002851	0,002965	0,002997	0,002273	0,003177	0,00208	0,003305	0,001269
Clostridium	0,011795	0,004988	0,008827	0,015482	0,009691	0,019143	0,00569	0,01495	0,012872	0,004489	0,015825	0,011186	0,007975	0,011072	0,006968	0,0175	0,042949	0,023749	0,013078	0,007887	0,023106	0,006905	0,00962	0,010934	0,011984	0,013209	0,006824	0,029285	0,008732	0,01303	0,010188	0,012017	0,018701	0,00938	0,014701	0,006815	0,01373	0,042178	0,027564	0,014771	0,022881	0,011804	0,011434	0,007945	0,020252	0,016164	0,006795	0,016817	0,022825	0,018257
Cnuella	0,004109	0,001937	0	0,002524	0,002123	0	0,001858	0,003154	0,003668	0	0,003381	0,004871	0,002302	0,0063	0,001328	0,011653	0,015405	0,006955	0,015536	0,00254	0,011825	0,004235	0,001386	0,001933	0,007792	0,004576	0,002198	0,007425	0,003604	0,005143	0,002605	0,009574	0,001893	0,001043	0,00109	0	0,004749	0,006329	0,012725	0,001962	0,004781	0,006015	0,006176	0	0,001297	0,002853	0,0012	0,001938	0,010499	0,003941
Cobetia	0,006006	0,011598	0,007828	0,005842	0,010686	0,001554	0,016487	0,006829	0,006981	0,013536	0,002607	0,009801	0,008869	0,009205	0,013334	0,005316	0	0,0118	0,004704	0,010317	0,003737	0,006538	0,006086	0,004945	0,008655	0,007828	0,004295	0,007619	0,009116	0,005547	0,006093	0,004758	0,005902	0,009902	0,004671	0,010805	0,006715	0,004547	0,004825	0,003457	0,006343	0,008233	0,012886	0,00893	0,004478	0,006893	0,01014	0,013724	0	0,004688
Cognatishimia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003046	0	0,001164	0	0	0	0	0	0	0	0	0	0	0	0	0
Cognatiyoonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001814	0	0	0	0	0	0	0	0	0	0	0	0,001041	0	0	0	0	0	0	0,009393	0	0,001206	0,001025	0	0	0	0	0	0	0	0	0	0,001092	0	0
Cohaesibacter	0,004405	0,003923	0,003883	0,011409	0,007983	0,006171	0,00455	0,00774	0,009458	0,001605	0,009131	0,006761	0,005529	0,00613	0,003656	0,012433	0,01635	0,001281	0,005174	0,004787	0,008466	0,00355	0,006116	0,005292	0,006606	0,007696	0,003938	0,007226	0,003655	0,007222	0,0063	0,004769	0,008126	0,004067	0,0246	0,004827	0,011678	0,011323	0,004673	0,010857	0,014916	0,006213	0,001171	0,005265	0,0125	0,010589	0,004687	0,006113	0,011998	0,008728
Cohnella	0,003413	0,001181	0,002159	0,005828	0,001157	0,003718	0	0,004472	0,005137	0,001278	0,00679	0,002774	0,002883	0,002285	0,00137	0,00555	0,008449	0,001061	0,004288	0,001425	0,006429	0,002886	0,004459	0,004605	0,00357	0,003978	0,002729	0,0042	0,00104	0,002951	0,004407	0,003848	0,005904	0,001263	0,003665	0,001066	0,002969	0,004087	0,00426	0,005396	0,003508	0,004227	0,001102	0,001885	0,005634	0,00424	0,002623	0,001947	0,006432	0,005908
Coleofasciculus	0,023381	0	0,007558	0,003783	0,02011	0	0,004487	0,053303	0,003152	0,004811	0,007973	0,011847	0	0,152852	0,001026	0,010415	0,071119	0,001701	0,017201	0	0,001488	0,001937	0,001072	0,059223	0,001589	0,002224	0,005011	0,002187	0	0,014521	0	0,002367	0,001749	0,001544	0	0,015404	0	0,003837	0,01916	0,002001	0	0	0,001074	0	0,007251	0,004704	0	0,022251	0,10157	0,001302
Collimonas	0,031097	0,054925	0,051917	0,072545	0,042841	0,058962	0,063316	0,074848	0,064986	0,044697	0,094604	0,015609	0,019414	0,040742	0,03513	0,041307	0,107223	0,009337	0,025309	0,10782	0,024151	0,115302	0,172525	0,395156	0,016424	0,067266	0,221905	0,014831	0,015751	0,013788	0,097223	0,027815	0,08171	0,061101	0,01544	0,052821	0,027471	0,017053	0,016882	0,109109	0,031709	0,038143	0,008953	0,149824	0,070146	0,028352	0,046191	0,029606	0,051664	0,038074
Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001143	0,002363	0,008072	0,003916	0	0,002823	0	0	0,001217	0	0	0	0	0	0,001026	0	0,002758	0,001043	0	0	0,001079	0,004569	0,00347	0,001108	0	0	0,00103	0,004506	0	0	0	0	0	0,001513	0,001058
Colwellia	0,004724	0,002779	0,003116	0,006362	0,003487	0,002617	0,002669	0,005629	0,006378	0,001376	0,005802	0,003654	0,004515	0,002632	0,003317	0,006171	0,005646	0,002861	0,005071	0,004297	0,005982	0,003143	0,004813	0,002866	0,004393	0,005668	0,003457	0,004445	0,002721	0,002937	0,004998	0,003473	0,005285	0,001544	0,005028	0,002652	0,004158	0,005297	0,001082	0,00446	0,003822	0,005111	0,001786	0,003479	0,006347	0,005924	0,002873	0,004803	0,006028	0,006801
Comamonas	0,082849	0,077106	0,049946	0,129631	0,062229	0,146731	0,108285	0,166346	0,153946	0,085182	0,203345	0,078311	0,087011	0,100434	0,088501	0,074589	0,079045	0,106856	0,072303	0,160003	0,080531	0,094388	0,21994	0,058238	0,110873	0,134644	0,143434	0,091042	0,05994	0,069507	0,141694	0,086438	0,196814	0,088773	0,09729	0,070242	0,146824	0,073334	0,169504	0,211174	0,106949	0,074208	0,157802	0,164784	0,1691	0,088069	0,102852	0,14762	0,112109	0,135087
Commensalibacter	0	0	0	0,001091	0	0	0	0	0	0	0	0	0	0	0	0	0,001515	0	0	0	0	0,001093	0	0,003865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00256	0	0	0	0	0,003145	0	0	0	0	0
Compostimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001829	0,001217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacter	0,025311	0,030149	0,002946	0,003324	0,001645	0	0,015052	0,026954	0,01202	0,010891	0,030964	0,032583	0,015559	0,001809	0,009324	0,039802	0,011121	0,006431	0,021267	0,029426	0,022096	0,004597	0,005009	0,006618	0,019059	0,017186	0,001401	0,026512	0,033333	0,030641	0,049255	0,033411	0,02944	0,010757	0,018041	0,003938	0,01561	0,027982	0,048467	0,005539	0,048171	0,065486	0,00464	0,021172	0,010166	0,017143	0,007644	0,021279	0,004977	0,024006
Confluentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001595	0	0	0	0	0	0	0
Confluentimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,008139	0	0,001813	0,001186	0	0	0	0	0	0	0	0	0	0	0	0
Congregibacter	0	0	0	0	0	0	0	0	0	0	0,001039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001471	0	0	0	0
Consotaella	0,001217	0	0,001168	0,002804	0,001041	0	0	0,001161	0	0	0,00237	0	0	0	0	0,001837	0,003579	0	0	0,001042	0,003022	0,001053	0	0,001587	0,001069	0,002798	0	0,002268	0	0,001091	0,001649	0,001529	0	0	0,008397	0	0,002938	0,003707	0,001352	0,002934	0,007298	0	0	0	0,003595	0,00362	0	0,001283	0,002962	0,00199
Conyzicola	0,001237	0,005765	0	0	0,001242	0	0	0	0	0	0	0,001434	0	0	0,001162	0,002093	0	0,003774	0,001501	0,002015	0	0,001102	0	0,0061	0,015799	0	0,001824	0,004141	0	0	0,00159	0,003965	0,001217	0	0,002285	0	0	0	0,003603	0	0,001129	0	0,005567	0	0	0	0	0	0,004309	0
Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0,001195	0	0	0	0	0,002088	0	0	0	0	0	0	0,001019	0,00126	0	0,001037	0	0	0	0,001195	0	0	0	0	0	0	0,001897	0	0	0	0,002049	0	0	0	0,005566	0,002893	0	0
Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00114	0	0	0	0	0	0	0	0	0	0	0	0	0
Coraliomargarita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001023	0,002188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001181	0	0	0	0
Corallincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001075
Corallococcus	0,024611	0,011468	0,014117	0,025989	0,010847	0,015945	0,013363	0,034735	0,036288	0,041462	0,035678	0,021243	0,04384	0,02603	0,011727	0,02337	0,026009	0,009697	0,042695	0,019687	0,051658	0,012711	0,021895	0,016076	0,015912	0,057247	0,014532	0,019563	0,022706	0,031662	0,029802	0,023168	0,033357	0,009569	0,034471	0,009359	0,014234	0,034165	0,028837	0,022359	0,021507	0,031191	0,0087	0,020855	0,027541	0,042293	0,018372	0,019683	0,038351	0,073045
Corticibacter	0,002937	0,003005	0,001498	0,005844	0,002525	0,007804	0,005609	0,007676	0,007825	0,004328	0,011702	0,002941	0,003306	0,004187	0,002965	0,003604	0,003596	0	0,002946	0,007402	0,002306	0,003982	0,01266	0,002159	0,003258	0,008472	0,007469	0,001897	0	0,002311	0,008799	0,003015	0,010591	0,004284	0,004218	0,001747	0,004997	0,001243	0	0,011651	0,00279	0,003394	0	0,008932	0,008254	0,005502	0,004972	0,003801	0,006576	0,005703
Corticibacterium	0	0,001144	0	0,001107	0	0	0	0	0	0	0,001228	0,00105	0,001118	0	0	0,001465	0,001478	0	0	0	0,002411	0	0	0	0	0,00127	0	0,004663	0	0,001427	0,002932	0,005746	0	0	0,002748	0	0,003405	0,002808	0,007937	0,002304	0,004232	0	0	0	0,001218	0,001025	0	0,001056	0,002545	0
Corynebacterium	0,009646	0,0041	0,003315	0,00529	0,003785	0,00495	0,001737	0,009185	0,007848	0,001737	0,010482	0,009708	0,006418	0,003408	0,003535	0,013757	0,01265	0,017292	0,009862	0,005447	0,010937	0,003679	0,003934	0,006685	0,010282	0,008836	0,003395	0,01366	0,006847	0,014753	0,007668	0,017709	0,013773	0,007201	0,018297	0,001421	0,009942	0,012321	0,466797	0,006537	0,013481	0,009588	0,0058	0,00536	0,009306	0,008906	0,004647	0,017122	0,009336	0,012398
Couchioplanes	0,015767	0,001284	0	0	0	0	0	0	0,015833	0	0,017719	0,021983	0	0	0,004585	0,007384	0,004578	0	0,102067	0,010096	0,029654	0	0	0,001544	0,004006	0,00783	0	0,004031	0,008784	0,033218	0,004015	0,027809	0,003955	0	0,082225	0	0,006619	0,00893	0,011559	0	0,004527	0,03018	0,001183	0,003584	0,001156	0,003057	0,012569	0,002038	0	0,020161
Coxiella	0	0	0	0,002839	0	0	0	0,001136	0	0	0,00102	0	0	0	0	0,001442	0,003358	0	0	0	0,001433	0	0,001024	0	0	0,001207	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001056	0	0	0	0	0,001485	0,002328	0	0	0,001691	0
Crateriforma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Craurococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,002046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,003126	0	0	0	0	0	0	0	0	0	0	0
Crenalkalicoccus	0,00172	0	0,002754	0,002814	0,002874	0	0	0,004815	0	0	0,00285	0,001263	0	0	0	0,00308	0,004375	0,003109	0	0	0,001065	0	0	0,015206	0	0,002474	0,001081	0,003213	0	0,001896	0,003377	0,002778	0,005249	0,001824	0,001127	0	0,001179	0,004673	0,004699	0,004813	0,002838	0,001236	0,001955	0,00125	0,007302	0,006425	0	0,003584	0,00306	0,00108
Crenobacter	0,003893	0,00311	0,003828	0,005638	0,003589	0,011177	0,005294	0,007479	0,007662	0,003412	0,009235	0,003528	0,004156	0,008471	0,003409	0,005102	0,008719	0,003582	0,003957	0,006415	0,005432	0,004251	0,009272	0,00292	0,005443	0,005633	0,005547	0,004259	0,002234	0,003483	0,008247	0,003335	0,010287	0,005503	0,004811	0,003481	0,007002	0,00487	0,002783	0,011697	0,009455	0,004313	0,001767	0,008083	0,011917	0,004632	0,00495	0,006885	0,007424	0,006035
Crenothrix	0,001149	0	0	0,003545	0,002432	0,003015	0	0,003289	0,003438	0	0,004259	0,001234	0,001359	0,002723	0,001776	0,005149	0,006004	0,020988	0,003194	0,001287	0,005136	0,0012	0,002739	0,001065	0,00145	0,002995	0,00237	0,001286	0	0,001371	0,002727	0,00128	0,023535	0,007173	0,002466	0,001362	0,009656	0,010996	0	0,003485	0,056434	0,001085	0,009694	0,002829	0,003457	0,003694	0	0,004727	0,004066	0,004415
Criblamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,005442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001533	0	0	0	0	0	0	0
Cribrihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crinalium	0,001175	0	0,001616	0	0,001377	0	0,002278	0,002215	0	0	0	0,003372	0	0,011508	0	0,001166	0,022132	0	0,001081	0	0	0	0	0,011922	0	0	0	0	0	0,004099	0	0	0	0	0	0,005176	0	0	0,001274	0	0	0	0	0	0	0	0	0,004549	0,006819	0
Croceibacterium	0,003606	0,011583	0,003088	0,006049	0,002847	0,006345	0,005547	0,007989	0,00958	0,004812	0,00877	0,005316	0,004719	0,005356	0,005421	0,010508	0,006545	0,001201	0,006575	0,006585	0,006289	0,005869	0,005801	0,006445	0,004761	0,007228	0,00445	0,007737	0,010093	0,005358	0,008092	0,007511	0,005228	0,004933	0,01249	0,002072	0,006006	0,004805	0,012616	0,006636	0,009021	0,007188	0,002819	0,006468	0,008584	0,007173	0,004888	0,011744	0,010435	0,006174
Croceicoccus	0,019435	0,039674	0,010261	0,030214	0,010206	0,034176	0,021742	0,036912	0,05197	0,015996	0,039948	0,026896	0,022894	0,028836	0,016272	0,050465	0,037401	0,011758	0,030223	0,033711	0,0294	0,018546	0,024598	0,021619	0,026767	0,02586	0,015014	0,025787	0,041612	0,024811	0,033881	0,019097	0,023389	0,022736	0,047712	0,014901	0,032936	0,026672	0,02718	0,027572	0,032605	0,036927	0,013043	0,025371	0,041268	0,031284	0,025573	0,053693	0,048398	0,026807
Crocinitomix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001581	0,001069	0	0,001073	0	0,003626	0	0	0	0,003374	0	0	0,001173	0	0,001427	0	0	0	0	0,002719	0	0	0,001694	0	0	0	0	0	0	0	0	0	0	0,001318	0,002996
Crocosphaera	0	0	0,001043	0	0	0	0,001166	0	0	0	0	0,001288	0	0,004756	0	0	0,014423	0	0	0	0	0	0	0,005051	0	0	0	0	0	0,001577	0	0	0	0	0	0,002159	0	0	0	0	0	0	0	0	0	0	0	0	0,003472	0
Cronobacter	0,004225	0,009326	0,006028	0,005567	0,009499	0,003983	0,009676	0,00528	0,004644	0,005018	0,002915	0,006857	0,007503	0,006204	0,008416	0,002839	0	0,009127	0,0023	0,006194	0,002909	0,007048	0,005698	0,002532	0,005343	0,004237	0,004458	0,002377	0,006933	0,005015	0,00502	0,00467	0,005546	0,007067	0,003404	0,008581	0,005803	0,017278	0,006651	0,003344	0,016793	0,005403	0,006915	0,00584	0,011271	0,007814	0,006949	0,006143	0,001296	0,005303
Crossiella	0,001256	0	0	0	0	0	0	0	0,001376	0	0,002231	0,001099	0	0	0	0,001279	0,001085	0	0,003198	0	0,002643	0	0	0	0,001366	0	0	0,002269	0	0,001556	0	0,001482	0,001642	0,001038	0,005376	0	0,001092	0	0,001671	0	0,001247	0,001579	0	0	0,001024	0,001203	0	0	0	0,00143
Cryobacterium	0,008398	0,009777	0,00799	0,004063	0,005886	0,00108	0,002071	0,007033	0,006852	0,004019	0,009627	0,010383	0,005685	0,002683	0,005223	0,014622	0,01638	0,011494	0,014516	0,007957	0,010908	0,007806	0,005146	0,047418	0,026008	0,007222	0,007384	0,019939	0,00849	0,010098	0,01208	0,019603	0,013634	0,006618	0,018848	0,002132	0,008479	0,009818	0,025725	0,007442	0,016868	0,01093	0,010211	0,003889	0,006399	0,007257	0,003768	0,011947	0,016387	0,009311
Cryomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporangium	0,022106	0,005383	0,002138	0,003033	0	0	0,001313	0,00767	0,013092	0,003915	0,020721	0,018428	0,003156	0,002218	0,005836	0,013358	0,036805	0,003485	0,071961	0,008723	0,04549	0,001965	0,002978	0,003607	0,008634	0,01707	0,002681	0,010782	0,008779	0,028086	0,023994	0,069597	0,014744	0,004329	0,179947	0,001155	0,008842	0,011683	0,056828	0,003161	0,020702	0,047801	0,007837	0,004435	0,00715	0,014991	0,006138	0,00691	0,006907	0,029679
