species	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Chytriomyces confervae	0,002785	0,001877	0,005637	0,02004	0,00391	0,00051	0,001674	0,005218	0,002833	0,005617	0,003428	0,006187	0,00266	0,001005	0,011387	0,011277	0,006672	0,001937	0,001038	0,006082	0,001956	0,00139	0,018467	0,002899	0,002382	0,006551	0,004484	0,007021	0,005427	0,005536	0,005365	0,001402	0,021745	0,010056	0,000453	0,01057	0,003387	0,001271	0,004088	0,009052	0,001771	0,003605	0,001335	0,002879	0,008477	0,00614	0,002403	0,009449	0,003446	0,002176
Cladobotryum mycophilum	0	0	0	0	0	0	0	0	0	0	0	0	0,000422	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladonia leporina	0	0	0	0	0	0	0,000765	0	0	0,002336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladonia subtenuis	0	0	0	0	0	0,000887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladonia uncialis	0,000561	0,000474	0	0	0	0	0,000534	0	0,000382	0,001769	0	0	0	0,000382	0	0	0	0	0	0	0	0,00116	0	0,000615	0	0	0,00109	0	0	0	0	0	0	0	0	0	0,000409	0	0	0	0	0,000378	0	0	0	0	0	0	0	0
Cladophialophora bantiana	0,002349	0,000474	0,001143	0,000647	0	0,002234	0,001602	0	0,000428	0,001307	0	0	0	0,002063	0	0	0	0,000384	0	0	0	0,00162	0,001064	0,002097	0	0,000393	0,001453	0,000548	0	0	0	0	0,000502	0	0	0,000564	0	0	0	0,001116	0	0,000755	0,000456	0	0,000412	0,000557	0,0006	0	0,001448	0
Cladophialophora carrionii	0,005279	0,002048	0,002843	0,00277	0,001962	0,002579	0,003753	0,001399	0,001559	0,003794	0,000472	0,00095	0,002073	0,0037	0	0,001523	0,000636	0,001341	0	0,002067	0,000749	0,00392	0,00316	0,006341	0	0,001549	0,003326	0,00117	0,001124	0,00056	0,001303	0,000455	0,00132	0,000834	0,000481	0,002335	0,001375	0	0	0,002523	0,00043	0,001574	0,001405	0,001556	0,001393	0,001556	0,001828	0,000444	0,001715	0
Cladophialophora immunda	0,003957	0,002141	0,002956	0,002135	0,001351	0,007295	0,003377	0,001233	0,001928	0,003824	0,000529	0,0008	0,001467	0,003649	0,000377	0,001433	0	0,000384	0	0,001961	0,000761	0,004095	0,00285	0,005184	0	0,001477	0,004264	0,000993	0,001317	0,000979	0,001166	0,000503	0,001647	0,001364	0,000465	0,002407	0,001498	0	0	0,003126	0,000889	0,001568	0,000993	0,001471	0,001273	0,001459	0,001325	0,000599	0,004222	0
Cladophialophora psammophila	0,001806	0,000402	0,001314	0,001003	0	0,00514	0,001594	0	0,000525	0,001996	0	0,0005	0,000957	0,001655	0	0,000809	0	0,000964	0	0	0	0,001937	0,001207	0,001943	0	0,000448	0,001553	0,00061	0,000842	0	0	0	0,000541	0	0	0,000491	0,000594	0	0	0,001302	0	0	0,000484	0,000383	0	0	0,000414	0	0,001356	0
Cladophialophora yegresii	0,002872	0,001007	0,001424	0,001397	0,00112	0,00177	0,002272	0	0,000583	0,001904	0	0,000467	0,001082	0,002023	0	0	0,000486	0	0	0	0,000529	0,002064	0,001725	0,003365	0	0,000471	0,001872	0,000675	0,000452	0	0	0	0,000753	0,000477	0	0,000876	0,000743	0	0	0,001379	0	0,000532	0,000743	0,000399	0,000464	0,000646	0,000411	0	0,001051	0
Cladosporium acalyphae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000753	0	0	0	0	0	0,001928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladosporium cladosporioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000658	0	0	0	0	0,000404	0,002092	0	0	0	0,000521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladosporium herbarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000741	0	0	0	0	0	0,001779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladosporium neopsychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladosporium phlei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000621	0	0	0	0	0	0,001563	0	0	0	0	0	0	0	0,000393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cladosporium sphaerospermum	0	0	0,001082	0	0	0,002682	0	0	0	0,000459	0	0,00055	0,000454	0	0	0	0	0	0	0	0	0,000637	0	0	0	0	0,000532	0,000378	0	0	0	0	0	0	0	0	0	0	0	0,000437	0	0	0,000387	0	0	0	0	0	0,000499	0
Clathrospora elynae	0,007226	0,002781	0,004007	0,002955	0,001933	0,004154	0,005828	0,00153	0,001614	0,009283	0,000963	0,006053	0,003646	0,004425	0,003137	0,001653	0,001153	0,006503	0,001706	0,002442	0,002356	0,006279	0,002797	0,005302	0,002135	0,002165	0,010875	0,023726	0,004127	0,003913	0,004016	0,00584	0,001954	0,002446	0,00154	0,003388	0,003935	0,0018	0,004288	0,003006	0,005118	0,001842	0,004079	0,002599	0,00144	0,001404	0,00255	0,001292	0,003224	0,000441
Clavaria fumosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Claviceps purpurea	0,005131	0,002628	0,003497	0,00315	0,003089	0,021853	0,005175	0,001784	0,002452	0,011107	0,001115	0,001505	0,0025	0,006992	0	0,001161	0	0,000552	0,000483	0,002771	0,001089	0,004591	0,002502	0,004946	0	0,001524	0,005222	0,002461	0,001331	0,001214	0,002082	0,000589	0,003464	0,002215	0,000583	0,003292	0,002557	0,000454	0	0,003546	0,001189	0,00091	0,000912	0,004366	0,00198	0,001402	0,001203	0,002039	0,001781	0,000582
Clavispora lusitaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000404	0	0	0	0	0	0
Clohesyomyces aquaticus	0,018267	0,005104	0,007948	0,00701	0,003805	0,010205	0,00733	0,002574	0,003529	0,011142	0,001615	0,017476	0,010088	0,009663	0,002678	0,00465	0,038493	0,010343	0,006175	0,005047	0,007867	0,007763	0,005819	0,010415	0,003235	0,003094	0,008352	0,006823	0,004739	0,005175	0,004309	0,004194	0,008853	0,0044	0,001866	0,006947	0,008022	0,004404	0,002422	0,005441	0,01247	0,00474	0,00436	0,003388	0,002723	0,006079	0,003536	0,002074	0,009122	0,001856
Clonostachys rosea	0	0	0	0	0	0,001852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coccidioides immitis	0,000935	0	0	0	0	0,000828	0	0	0	0,000416	0	0	0	0,000954	0	0	0	0	0	0	0	0	0	0,000402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coccidioides posadasii	0,001219	0	0	0,000495	0	0	0	0	0	0	0	0	0	0,001308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000588	0
Coccocarpia palmicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000958	0	0	0	0	0	0	0
Coemansia reversa	0,001005	0,000471	0,001451	0,002216	0,001687	0	0,000856	0,001221	0,000431	0,002798	0,000452	0,001816	0,000562	0	0,000506	0	0,001165	0,001765	0,000465	0	0,000402	0	0,001335	0,000402	0,001062	0,001227	0,000436	0	0,000588	0,000656	0,001164	0	0,003668	0,001324	0	0,002851	0,001114	0,000508	0	0,000785	0,000458	0,000415	0,000456	0,000597	0,001837	0,00168	0,000737	0,000827	0,00057	0
Coleophoma crateriformis	0,088537	0,021482	0,106864	0,043588	0,024969	0,012769	0,021183	0,021496	0,014526	0,008939	0,002678	0,014705	0,030481	0,078487	0,001146	0,01285	0,005212	0,00787	0,007937	0,033398	0,009122	0,642617	0,042192	0,042625	0,003583	0,005834	0,089291	0,001412	0,008925	0,023526	0,00663	0,003411	0,00702	0,01067	0,001545	0,033045	0,025406	0,010864	0,000654	0,043748	0,003121	0,017504	0,004225	0,014872	0,027466	0,013953	0,025161	0,002961	0,027682	0,005592
Coleophoma cylindrospora	0,107001	0,025636	0,135349	0,047208	0,03054	0,015784	0,02583	0,025018	0,01935	0,016986	0,003528	0,019147	0,041208	0,086378	0,00129	0,015076	0,006948	0,008646	0,011367	0,039806	0,010594	0,827331	0,050824	0,052859	0,003524	0,007498	0,114046	0,002025	0,01077	0,026057	0,008945	0,004252	0,008544	0,013037	0,001831	0,041744	0,029574	0,012994	0,000902	0,055713	0,004364	0,021761	0,0052	0,017527	0,033448	0,016405	0,030561	0,004244	0,031829	0,006671
Colletotrichum aenigma	0,000508	0	0,000615	0	0	0,002794	0,000874	0	0	0,002778	0	0	0	0,001269	0	0	0	0	0	0	0	0,001332	0	0,000426	0	0	0,00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00073	0
Colletotrichum asianum	0,001267	0,000992	0,001602	0,000425	0	0,003482	0,001525	0	0,001008	0,003033	0	0	0,00046	0,001483	0	0	0	0,000821	0	0,001271	0	0,001653	0,000945	0,001041	0	0	0,002075	0	0,001516	0	0	0	0	0,001548	0	0,00132	0	0	0	0,000544	0	0	0	0,000569	0	0	0	0	0	0
Colletotrichum camelliae	0,003012	0,001516	0,004243	0,00192	0,001622	0,008763	0,004244	0,000992	0,001605	0,007888	0,000963	0,000567	0,001075	0,003668	0	0	0	0,003483	0	0,002365	0	0,003742	0,001561	0,003423	0,002525	0,000711	0,003895	0,000607	0,003311	0	0,001698	0,000473	0,001308	0,000898	0,00044	0,002582	0,00156	0	0	0,001555	0,001084	0	0,000958	0,002415	0,001181	0,000423	0,000379	0,000739	0,000964	0
Colletotrichum chlorophyti	0,009766	0,005098	0,005035	0,006178	0,006069	0,024028	0,010027	0,003077	0,004411	0,021041	0,001965	0,002515	0,00466	0,012819	0,000391	0,001606	0,000542	0,001845	0,000573	0,00817	0	0,012774	0,005095	0,009273	0,000416	0,002184	0,009868	0,003488	0,002922	0,002041	0,003636	0,000597	0,003113	0,004454	0,000757	0,006364	0,00378	0,001041	0,000496	0,006235	0,002795	0,002136	0,001849	0,007137	0,003814	0,002761	0,00162	0,001998	0,002911	0,001194
Colletotrichum fioriniae	0,009465	0,001416	0,001139	0,000676	0,003792	0,005584	0,024204	0	0,001882	0,004796	0,000416	0	0,000817	0,00557	0,000391	0	0	0,003363	0,000984	0,000869	0	0,047114	0,001433	0,001372	0	0	0,003787	0,001371	0,023733	0,003245	0,001031	0	0,000442	0,000758	0	0,002032	0,001026	0	0	0,000547	0,003249	0	0	0,002271	0,000424	0	0	0,001066	0	0
Colletotrichum fructicola	0,001537	0,001644	0,002987	0,001492	0,001021	0,006742	0,003736	0	0,001494	0,007052	0,000812	0,000684	0,001346	0,002225	0	0	0	0,001225	0	0,001768	0	0,003232	0,001663	0,001463	0	0,000474	0,002688	0,000405	0,0019	0	0,001142	0	0,001642	0,001194	0	0,000799	0,000817	0	0	0,001439	0,00101	0,000566	0,000512	0,001852	0,000559	0,000401	0	0,000376	0,001043	0
Colletotrichum gloeosporioides	0,002791	0,001543	0,002092	0,001416	0,001194	0,008133	0,003246	0,000417	0,001598	0,006933	0,000926	0	0,000945	0,003207	0	0	0	0,000996	0	0,001936	0	0,002936	0,001313	0,002844	0	0,000574	0,003095	0,000613	0,001831	0,000476	0,001256	0	0,001083	0,000842	0	0,001007	0,001114	0	0	0,00163	0,001078	0,000584	0,000534	0,001807	0,000569	0,000891	0,000537	0,000434	0,000902	0
Colletotrichum graminicola	0,005276	0,003182	0,003799	0,003727	0,00308	0,013782	0,008276	0,001913	0,003509	0,017107	0,002258	0,001733	0,002568	0,00712	0	0,001482	0	0,001369	0,000394	0,004762	0	0,010134	0,003714	0,006623	0	0,001526	0,008846	0,001751	0,001682	0,001148	0,002933	0	0,002902	0,00295	0,000402	0,005568	0,002629	0,000393	0	0,003724	0,001802	0,000893	0,001018	0,00474	0,002509	0,00127	0,000948	0,001642	0,002131	0,000441
Colletotrichum higginsianum	0,007429	0,003363	0,003357	0,004586	0,004004	0,010164	0,007244	0,002182	0,002555	0,014952	0,002043	0,001734	0,002145	0,008086	0	0,001374	0	0,002049	0	0,003745	0,000393	0,011172	0,003341	0,004234	0	0,002123	0,006528	0,007124	0,002536	0,002584	0,002988	0,001549	0,00242	0,002662	0	0,004536	0,004222	0,000761	0	0,003605	0,001457	0,001408	0,001043	0,003793	0,002638	0,001181	0,001815	0,001429	0,002123	0,001691
Colletotrichum incanum	0,003159	0,001989	0,002637	0,002586	0,001991	0,016145	0,004526	0,001121	0,002904	0,010198	0,000793	0,001446	0,002035	0,006703	0,000506	0,000501	0	0,001369	0	0,002917	0	0,01619	0,002572	0,004946	0	0,000914	0,006953	0,001868	0,002683	0	0,002128	0	0,001703	0,001952	0,000507	0,004997	0,00184	0	0	0,002366	0,00168	0,000463	0,001153	0,003617	0,001499	0,001181	0,000537	0,000846	0,00119	0
Colletotrichum karsti	0,012621	0,005443	0,006062	0,007597	0,004449	0,029522	0,011442	0,00377	0,005464	0,02508	0,002832	0,002635	0,005132	0,013328	0,000846	0,002437	0,000524	0,002453	0,001438	0,007372	0,001164	0,01154	0,005727	0,011116	0,000796	0,002819	0,013183	0,003672	0,005116	0,003913	0,004428	0,001059	0,003988	0,005035	0,000817	0,008443	0,005395	0,001339	0,000676	0,006836	0,00319	0,002127	0,001946	0,008373	0,004308	0,003121	0,002864	0,002908	0,004001	0,00114
Colletotrichum lindemuthianum	0	0	0	0	0	0,000963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000414	0	0	0	0,000728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colletotrichum musicola	0,001202	0,001008	0,001739	0,001278	0,001168	0,005702	0,002405	0	0,001239	0,005333	0,000529	0,000584	0,001121	0,00192	0	0	0	0	0	0,001321	0	0,003165	0,000914	0,001727	0	0,00054	0,002439	0,000443	0,00061	0,00042	0,000897	0	0,000624	0,000646	0	0,00148	0,00052	0	0	0,00073	0,000438	0	0	0,00129	0,000482	0,000468	0	0	0,001975	0
Colletotrichum nymphaeae	0,001027	0	0,000401	0	0	0,003489	0,002569	0	0	0,002638	0	0	0,000395	0,001359	0	0	0	0,000924	0	0	0	0,004555	0	0,000804	0	0	0,000994	0,000746	0,005289	0	0	0	0	0	0	0,001034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colletotrichum orbiculare	0	0	0	0	0	0,002081	0,00085	0	0	0,001637	0	0	0	0	0	0	0	0	0	0	0	0,000623	0	0,000804	0	0	0,000518	0	0	0	0	0	0	0	0	0	0	0	0	0,000463	0	0	0	0,000433	0	0	0	0	0	0
Colletotrichum orchidophilum	0,005373	0,002691	0,003251	0,003747	0,004169	0,014098	0,007294	0,001422	0,003663	0,014223	0,001379	0,00131	0,002875	0,007061	0,001207	0,00055	0	0,001577	0	0,003478	0	0,018071	0,003109	0,005333	0	0,001715	0,008471	0,001757	0,007327	0,000839	0,002207	0	0,002196	0,002746	0,000446	0,006031	0,002465	0	0,000421	0,003348	0,001729	0,000549	0,000771	0,003893	0,00197	0,001092	0,000474	0,001439	0,001361	0
Colletotrichum plurivorum	0,002998	0,001415	0,002404	0,001359	0,000705	0,004462	0,002537	0,000496	0,001461	0,005003	0,000529	0,0008	0,000856	0,002608	0	0,000505	0	0,000672	0	0,001419	0	0,002554	0,000978	0,001751	0	0,000484	0,002231	0,000538	0,001261	0,00042	0,000987	0	0,000436	0,001341	0	0,00137	0,000966	0	0	0,001273	0	0,001053	0,000397	0,001773	0,00047	0,000624	0,000552	0	0,000787	0
Colletotrichum salicis	0,004881	0,001963	0,004267	0,001982	0,001686	0,007516	0,015872	0,000868	0,002551	0,008799	0,001913	0,000934	0,009882	0,005167	0,039258	0	0	0,010154	0	0,002328	0	0,01109	0,002536	0,003736	0,000708	0,000845	0,004521	0,002767	0,068664	0,003306	0,001926	0	0,001249	0,001854	0	0,003638	0,008674	0,002507	0	0,001948	0,002153	0,000378	0,001327	0,002444	0,001132	0,000668	0,002139	0,000587	0,001099	0,000886
Colletotrichum scovillei	0,001497	0	0	0	0,00047	0,001864	0,001985	0	0	0,002024	0	0	0	0,000979	0	0	0	0	0	0,000486	0	0,004705	0	0,000497	0	0	0,000922	0	0,003933	0,000392	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000408	0	0	0	0	0	0
Colletotrichum shisoi	0,001746	0,000489	0,000688	0,001381	0,000386	0,004065	0,002279	0	0,001228	0,004477	0,000453	0,000383	0,000402	0,002071	0	0	0	0	0	0,001623	0	0,003367	0,001303	0,00142	0	0,000402	0,002546	0,000508	0	0	0,001258	0	0,000563	0,000786	0	0,001362	0,001028	0	0	0,000788	0	0	0	0,000873	0	0,000379	0	0	0,000481	0
Colletotrichum siamense	0,002025	0,000956	0,00156	0,001172	0,001384	0,007173	0,002564	0	0,000589	0,005351	0,000831	0,000417	0,001086	0,002012	0	0	0	0,000701	0	0,000869	0	0,002557	0,001169	0,001727	0	0,000415	0,002564	0,000554	0,001509	0	0,001179	0	0,000515	0,000758	0	0,001095	0,000557	0	0	0,000965	0,000382	0	0	0,001349	0,000464	0,000624	0	0,000493	0,000427	0
Colletotrichum sidae	0	0	0	0	0	0,00113	0	0	0	0,000803	0	0	0	0	0	0	0	0	0	0	0	0,00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colletotrichum simmondsii	0,002148	0,000402	0,000411	0,000631	0,000504	0,003147	0,003204	0	0,000981	0,00333	0	0	0	0,002198	0	0	0	0,00042	0	0,000695	0	0,005746	0,000523	0,001112	0	0	0,001765	0	0,004408	0,000811	0,000777	0	0	0,000617	0	0,001409	0,000483	0	0	0,000508	0	0	0	0,000957	0	0	0,000379	0	0	0
