species	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Kalmanozyma brasiliensis	0	0,00125	0	0	0	0	0,000377	0	0	0,000878	0	0	0	0	0,003164	0	0	0	0	0	0	0,000435	0	0	0,000783	0	0	0	0,000658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00043	0	0	0
Karstenula rhodostoma	0,009862	0,003883	0,002828	0,002985	0,00231	0,004435	0,006252	0,001208	0,001825	0,008123	0,001209	0,00496	0,003052	0,003957	0,001651	0,002107	0,001021	0,005425	0,00177	0,003521	0,002138	0,00478	0,002774	0,004859	0,00126	0,001604	0,004793	0,005843	0,006133	0,00416	0,003531	0,003588	0,00182	0,002196	0,001074	0,002362	0,018091	0,002093	0,003169	0,002464	0,002864	0,001908	0,002626	0,001696	0,001353	0,001069	0,001864	0,001636	0,006179	0,001491
Kluyveromyces marxianus	0	0	0	0	0,000401	0,003623	0	0	0	0	0	0	0	0,001144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kockovaella imperatae	0,001362	0,003181	0,002208	0,000457	0,000772	0	0,009115	0,000387	0	0,002189	0,000416	0,000734	0	0	0,011443	0,001674	0,000524	0,007204	0	0,001571	0	0,002092	0,001844	0,00092	0,001401	0,001929	0,001716	0,002332	0,002991	0	0,000471	0,004946	0	0,001132	0,001377	0	0	0	0,000834	0	0,000982	0	0,007497	0	0,00043	0,000579	0,000399	0,00092	0	0
Komagataella phaffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kwoniella bestiolae	0,000481	0,000957	0,00039	0	0	0	0,00065	0	0	0,000459	0	0	0	0	0,003587	0,000791	0	0,002065	0	0,000811	0	0,000484	0	0	0	0	0,000541	0,000489	0,000994	0	0	0,001198	0	0,000477	0	0	0	0	0	0	0	0	0,002806	0	0	0	0	0	0	0
Kwoniella dejecticola	0,000828	0,000879	0,000448	0	0	0	0,000545	0	0	0	0	0	0	0	0,003694	0,000581	0	0,001321	0	0,000448	0	0,000578	0,000472	0	0	0	0,000538	0,000538	0,000497	0	0	0,001251	0	0,000507	0	0	0	0	0	0	0	0	0,002976	0	0	0	0	0	0	0
Kwoniella heveanensis	0,002147	0,002418	0,001761	0,000438	0,000478	0	0,002627	0,000658	0	0,002167	0	0	0	0,000379	0,009553	0,002488	0	0,005043	0	0,001982	0	0,001536	0,001452	0,000376	0	0,001633	0,001411	0,00158	0,00251	0	0	0,003377	0	0,001877	0,000427	0,000474	0	0	0,000563	0	0,000391	0	0,008223	0	0,000601	0	0	0,001047	0	0
Kwoniella mangrovensis	0	0,001047	0,000387	0	0	0	0,000984	0	0	0,000871	0	0	0	0	0,003797	0,00086	0	0,001441	0	0	0	0,000539	0	0	0	0	0,000525	0,000424	0,000384	0	0	0,001279	0	0,000596	0	0	0	0	0	0	0	0	0,002781	0	0	0	0	0	0	0
Kwoniella pini	0,000561	0,000891	0	0	0	0	0,000583	0	0	0,000426	0	0	0	0	0,003653	0,001023	0	0,001321	0	0,000468	0	0,000493	0	0	0	0	0,000604	0,000473	0	0	0	0,001241	0	0,000477	0	0	0	0	0	0	0	0	0,002944	0	0	0	0	0	0	0
Kwoniella shandongensis	0,002116	0,004298	0,002351	0,000546	0,000895	0	0,003716	0,000879	0	0,00213	0	0,0006	0	0	0,011693	0,003488	0	0,006044	0	0,002476	0	0,002229	0,001885	0,001036	0,00038	0,001851	0,001729	0,001758	0,003773	0	0,000436	0,004656	0	0,003273	0,00064	0,000444	0	0	0,000563	0	0,000501	0	0,011298	0,000382	0,000715	0	0	0,001302	0	0
Laccaria amethystina	0,000427	0	0	0	0	0	0	0	0	0	0	0	0	0,00041	0,001832	0	0,000424	0	0	0,000799	0	0,000531	0	0,000952	0	0	0,000604	0	0,000487	0	0	0	0	0,000505	0	0,000491	0	0	0	0,000415	0	0	0,000562	0	0	0	0,000411	0	0	0
Laccaria bicolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000419	0	0	0	0	0	0	0	0,000385	0	0	0	0	0	0	0	0	0	0,000387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachancea nothofagi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000417	0	0	0	0	0	0	0	0	0,000529	0	0	0	0	0	0	0
Lachnellula arida	0,034968	0,011825	0,015932	0,016425	0,012673	0,004979	0,00972	0,007721	0,00768	0,002112	0,00081	0,008103	0,011177	0,02883	0	0,004928	0,002714	0,002389	0,003629	0,011705	0,005519	0,020415	0,018355	0,010544	0,00092	0,002324	0,013222	0,000427	0,003071	0,007717	0,001443	0,001208	0,003687	0,00317	0	0,016533	0,008341	0,003731	0,000383	0,022847	0,000649	0,010534	0,002358	0,006054	0,006396	0,004857	0,010825	0,000557	0,011565	0,002208
Lachnellula cervina	0,070328	0,01752	0,02668	0,0333	0,023579	0,011702	0,017196	0,016217	0,011706	0,004313	0,002097	0,01123	0,019537	0,05659	0,000961	0,009927	0,003955	0,005053	0,007275	0,018405	0,009084	0,026311	0,026268	0,017591	0,002413	0,005816	0,020131	0,000956	0,007243	0,018202	0,003537	0,002827	0,004814	0,00694	0,000688	0,022941	0,019281	0,008526	0,000496	0,028608	0,001286	0,016489	0,003814	0,012287	0,013833	0,010901	0,019672	0,001508	0,019792	0,00451
Lachnellula hyalina	0,078913	0,019084	0,024303	0,036821	0,022917	0,008374	0,01823	0,017685	0,01331	0,003934	0,001839	0,01277	0,019805	0,064747	0,000984	0,01086	0,004307	0,006002	0,006433	0,021334	0,009314	0,027024	0,029622	0,01595	0,002611	0,005695	0,020793	0,000381	0,007056	0,020692	0,003841	0,002929	0,005683	0,00871	0,000654	0,027465	0,019099	0,009889	0,000699	0,032329	0,001414	0,017416	0,003567	0,012181	0,015218	0,013116	0,024054	0,001659	0,021758	0,004575
Lachnellula occidentalis	0,093795	0,025542	0,035179	0,04534	0,032641	0,012423	0,024616	0,022755	0,016984	0,010283	0,002447	0,017685	0,029215	0,081542	0,001244	0,014406	0,005986	0,007802	0,008392	0,027883	0,012496	0,036322	0,036512	0,023415	0,003319	0,008276	0,028913	0,001337	0,009271	0,025284	0,005755	0,003749	0,008108	0,011085	0,001612	0,034684	0,026048	0,013033	0,000879	0,039649	0,001955	0,021738	0,005375	0,016335	0,01972	0,014738	0,028205	0,002483	0,026219	0,005909
Lachnellula subtilissima	0,06922	0,016816	0,020461	0,033227	0,021382	0,007351	0,016646	0,016372	0,010352	0,003844	0,001918	0,010963	0,017743	0,056158	0,000506	0,009207	0,003443	0,00529	0,006254	0,017628	0,007709	0,025042	0,02695	0,014179	0,003233	0,00572	0,019499	0	0,006392	0,019914	0,003608	0,002501	0,004731	0,007533	0,000722	0,021288	0,019007	0,009469	0,000518	0,03154	0,0008	0,014128	0,004876	0,011278	0,014554	0,012092	0,022716	0,001949	0,019692	0,004594
Lachnellula suecica	0,374549	0,089132	0,148897	0,178806	0,12891	0,037413	0,093984	0,086885	0,059285	0,031248	0,009406	0,063576	0,095645	0,312078	0,005769	0,054697	0,022777	0,026083	0,035816	0,097128	0,047931	0,117601	0,148129	0,077902	0,013054	0,027836	0,107559	0,003811	0,037974	0,098284	0,01828	0,015315	0,026315	0,039398	0,005401	0,137261	0,098702	0,047731	0,00367	0,148433	0,006146	0,078639	0,020165	0,060529	0,075919	0,060162	0,10961	0,007788	0,104554	0,023144
Lachnellula willkommii	0,02244	0,005774	0,010499	0,010324	0,007978	0,003491	0,006119	0,005278	0,004613	0,002371	0,000403	0,00414	0,006857	0,01946	0	0,003617	0,001272	0,001852	0,00224	0,007201	0,0031	0,010487	0,010057	0,006369	0,00101	0,001928	0,008051	0	0,002704	0,005798	0,001641	0,00099	0,002155	0,002917	0	0,009827	0,005969	0,003389	0	0,010061	0	0,005898	0,001595	0,004035	0,004545	0,00332	0,007519	0,000418	0,008148	0,001368
Lactarius quietus	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001407	0	0,000674	0	0	0	0	0	0	0	0,000376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000633	0	0	0	0	0
Laetiporus sulphureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000437	0	0,001046	0	0	0	0	0	0	0	0,000508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lasallia pustulata	0,026739	0,008202	0,012393	0,013929	0,010459	0,010807	0,0107	0,006269	0,006848	0,008685	0,001865	0,005632	0,013862	0,022337	0,001872	0,006037	0,00204	0,003949	0,002435	0,008973	0,003367	0,016273	0,012108	0,019908	0,001683	0,004281	0,016506	0,003729	0,005813	0,006824	0,007833	0,002466	0,004797	0,003647	0,001579	0,009347	0,011796	0,003432	0,000834	0,015598	0,002067	0,007173	0,005361	0,006149	0,006195	0,006008	0,006586	0,001851	0,011882	0,002106
Lasiodiplodia theobromae	0,009783	0,003978	0,005646	0,005488	0,003428	0,014737	0,007653	0,002159	0,004804	0,016041	0,001887	0,002328	0,005037	0,008128	0,001338	0,003713	0,000767	0,002453	0,001479	0,004878	0,001314	0,016911	0,005119	0,009621	0,001028	0,003513	0,010274	0,004843	0,00306	0,001799	0,003764	0,002015	0,002845	0,003856	0,001215	0,005064	0,004956	0,000706	0,000879	0,0057	0,002304	0,00268	0,003114	0,004049	0,002405	0,002198	0,002406	0,002415	0,005708	0,001582
Lecanicillium fungicola	0	0	0	0	0	0,000409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000392	0
Lecanora cinereofusca	0	0	0	0	0	0,001381	0,000421	0	0	0	0	0	0	0,001231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lecanora saxigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000427	0
Lecanora strobilina	0	0	0	0	0	0,001567	0	0	0	0	0	0	0	0,001171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentinula edodes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000907	0,000603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentinus tigrinus	0	0	0	0	0	0	0	0	0	0,000926	0	0	0	0,000382	0	0,000674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentithecium fluviatile	0,01411	0,005179	0,005511	0,005391	0,003096	0,007829	0,005861	0,001933	0,002935	0,009463	0,002402	0,014571	0,009189	0,005994	0,003484	0,004132	0,007843	0,008623	0,004386	0,004021	0,006841	0,006001	0,004226	0,009367	0,002904	0,003094	0,007742	0,010141	0,007111	0,00511	0,004454	0,003016	0,003033	0,003012	0,001911	0,003877	0,009295	0,004696	0,00278	0,004191	0,01159	0,004793	0,005372	0,003053	0,001993	0,002351	0,002141	0,001546	0,006231	0,001826
Lenzites gibbosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lepidopterella palustris	0,021648	0,006947	0,011967	0,011394	0,007426	0,020515	0,008119	0,004909	0,006947	0,008411	0,001993	0,011256	0,011083	0,015165	0,001511	0,006607	0,002005	0,006126	0,003693	0,005796	0,004177	0,012852	0,011807	0,017083	0,002073	0,003038	0,013107	0,00414	0,00479	0,004476	0,004193	0,002611	0,00458	0,003366	0,001687	0,007152	0,007484	0,002561	0,001572	0,013585	0,004622	0,007378	0,004278	0,005069	0,00405	0,005433	0,007266	0,001731	0,023109	0,002076
Lepista nuda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000581	0,000448	0	0	0	0	0	0	0,000382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptogium hirsutum	0	0	0	0,000438	0,000403	0,001745	0	0	0,000405	0	0	0,0004	0,001449	0,001126	0	0	0	0	0	0	0	0	0,000785	0	0	0	0,000417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00089	0
Leptosphaeria maculans	0,004503	0,002019	0,002548	0,00185	0,001823	0,004704	0,004011	0,000598	0,001524	0,007262	0,000586	0,003589	0,002911	0,002962	0,002192	0,00126	0,000482	0,004354	0,001284	0,001679	0,001576	0,003223	0,00181	0,003537	0,001216	0,001445	0,006848	0,0124	0,002629	0,003137	0,00261	0,003609	0,001531	0,001976	0,002548	0,003112	0,003299	0,00146	0,003123	0,002263	0,003718	0,001472	0,002893	0,001756	0,000787	0,000936	0,00153	0,00099	0,002511	0
Letharia columbiana	0,001372	0,000979	0,000793	0,001423	0,000854	0,000969	0,00101	0	0,000466	0,001228	0	0,000717	0,00068	0,000728	0	0	0	0	0	0,000486	0	0,004475	0,000419	0,001448	0	0	0,001365	0	0	0	0,000447	0	0	0	0	0	0,000594	0	0	0,001422	0	0	0	0	0	0,00049	0	0	0,000694	0
Letharia lupina	0,001819	0,001119	0,000895	0,000746	0,000463	0,001026	0,001156	0	0,000513	0,002011	0	0,000734	0,000877	0,001249	0	0	0	0	0	0,00039	0	0,004463	0,001205	0,001521	0	0	0,001671	0,000393	0,000487	0,00042	0,000406	0	0,000444	0,000477	0	0,000867	0,00078	0	0	0,001447	0	0	0	0	0	0,000624	0,000442	0	0,000445	0
Leucoagaricus leucothites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucosporidium creatinivorum	0,002228	0,001611	0,002531	0,001739	0,000504	0	0,00221	0	0,000737	0,004569	0	0	0	0,000941	0,001988	0,001	0	0,001052	0	0,001394	0	0,007066	0,004766	0,004292	0	0,000504	0,005049	0,000659	0,000601	0	0,001965	0,00124	0	0,001515	0	0,000829	0,000483	0	0	0,002173	0,0012	0	0,002968	0,00088	0,000815	0	0,000384	0,001411	0,001213	0
Lichtheimia corymbifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,001041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00041	0
Lichtheimia ramosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,00042	0	0	0	0	0	0	0	0,000392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linderina pennispora	0	0	0,001097	0,000592	0,00054	0	0	0	0	0	0	0,000943	0,000389	0	0	0	0,000841	0,00102	0	0	0	0	0	0	0,000483	0,000476	0,000381	0	0,000898	0	0	0	0,000975	0,000685	0	0,001224	0	0	0	0	0	0,000463	0,000661	0,000386	0	0,000986	0,000675	0,000541	0,000427	0
Lindgomyces ingoldianus	0,023755	0,006005	0,006193	0,00732	0,003711	0,012771	0,007472	0,003227	0,004073	0,011404	0,001981	0,020541	0,012822	0,011792	0,002983	0,004338	0,011084	0,013056	0,007203	0,005269	0,010227	0,007335	0,005065	0,008826	0,002759	0,003994	0,007966	0,005522	0,006144	0,005925	0,004375	0,002495	0,003185	0,003833	0,002137	0,004421	0,008712	0,004481	0,001681	0,005611	0,006235	0,007381	0,004512	0,003943	0,00305	0,003641	0,003826	0,001955	0,013218	0,001859
Lineolata rhizophorae	0,008765	0,00347	0,005441	0,00583	0,003678	0,01131	0,004928	0,001637	0,003339	0,007427	0,001476	0,002974	0,005393	0,007237	0,001221	0,003923	0	0,002489	0,001342	0,003746	0,001243	0,007672	0,004032	0,010799	0,000397	0,001981	0,007442	0,004042	0,002621	0,001064	0,002483	0,001855	0,002589	0,002617	0,001038	0,002589	0,004265	0,001109	0,000987	0,004771	0,003674	0,002581	0,003203	0,002613	0,002075	0,00225	0,002374	0,001478	0,010127	0,000546
Linnemannia elongata	0	0	0	0	0	0	0,000583	0,000625	0	0,001296	0	0	0	0	0	0	0,00093	0	0	0	0	0	0,001434	0	0	0	0	0	0,000452	0	0	0	0	0	0	0,000444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Linnemannia gamsii	0,000406	0	0	0,000476	0	0	0	0,001634	0	0	0,00114	0	0,00086	0	0	0	0	0	0	0,000625	0	0,000588	0,000592	0	0	0,001044	0,000873	0	0	0	0,000444	0	0,000454	0	0	0	0	0,000546	0	0,000519	0	0	0	0	0,00172	0,000423	0	0,000577	0,001749	0,000846
Linnemannia zychae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipomyces starkeyi	0,006833	0,002093	0,002666	0,003263	0,002458	0,002552	0,002268	0,00183	0,001335	0,002117	0,000912	0,002055	0,002082	0,005267	0,001101	0,001814	0,001677	0,002765	0,003159	0,002319	0,002284	0,00387	0,002946	0,005237	0	0,002252	0,00437	0,001652	0,001591	0,002852	0,001192	0,002497	0,001758	0,001838	0,002067	0,002486	0,00266	0,001468	0,001782	0,003398	0,001593	0,001537	0,00197	0,001405	0,001838	0,001721	0,00374	0,001808	0,002274	0,001525
Lizonia empirigonia	0,018094	0,006506	0,017822	0,008926	0,004901	0,01208	0,010545	0,003886	0,004887	0,02807	0,002168	0,010396	0,005793	0,011418	0,003914	0,005621	0,002314	0,012196	0,004443	0,007084	0,005102	0,011818	0,020672	0,014289	0,00417	0,004676	0,052203	0,041346	0,005913	0,00717	0,006578	0,012312	0,005086	0,009365	0,001687	0,025824	0,010227	0,002539	0,02337	0,007283	0,006646	0,005354	0,009047	0,005094	0,003512	0,002928	0,006058	0,003004	0,005543	0,002172
Lobosporangium transversale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000393	0	0	0	0	0,000473	0	0	0	0	0	0	0	0	0	0	0
Lomentospora prolificans	0,009132	0,005561	0,005578	0,006499	0,005529	0,02723	0,010402	0,002953	0,005061	0,020773	0,002286	0,002574	0,004927	0,011746	0	0,002028	0	0,001921	0,000995	0,007958	0,001023	0,007927	0,00538	0,012882	0,000445	0,00289	0,011015	0,003103	0,002995	0,001842	0,004772	0,000584	0,003376	0,004707	0,00151	0,007199	0,004307	0,001287	0,000428	0,006606	0,004158	0,002413	0,001948	0,007364	0,003883	0,003386	0,001515	0,002411	0,003198	0,001174
Lophiostoma macrostomum	0,044066	0,008041	0,015814	0,013441	0,004102	0,014635	0,011594	0,003256	0,004932	0,034336	0,002946	0,01458	0,009752	0,013648	0,003705	0,006127	0,004927	0,012128	0,005788	0,005286	0,012634	0,007728	0,008914	0,01219	0,002877	0,005712	0,013588	0,008933	0,00931	0,005861	0,019099	0,005345	0,003745	0,003994	0,003325	0,004956	0,015246	0,00399	0,002449	0,006054	0,007633	0,005206	0,006126	0,009457	0,003477	0,004769	0,002914	0,005744	0,008186	0,0058
Lophiotrema nucula	0,025167	0,009488	0,0082	0,010498	0,005937	0,012128	0,010574	0,003351	0,004538	0,020826	0,004025	0,01641	0,010556	0,012522	0,004085	0,00522	0,007372	0,011816	0,005337	0,005595	0,010463	0,010038	0,007457	0,011967	0,002952	0,00383	0,012895	0,007982	0,011578	0,005046	0,008264	0,003103	0,003745	0,004054	0,002399	0,00507	0,010904	0,004285	0,001979	0,007561	0,00641	0,007009	0,005893	0,005176	0,003344	0,005215	0,004665	0,002602	0,009795	0,00212
Lophium mytilinum	0,012073	0,004172	0,006679	0,006785	0,003855	0,01197	0,006148	0,002524	0,004108	0,008039	0,001303	0,004156	0,006176	0,009713	0,001348	0,003604	0,000748	0,002945	0,001912	0,003243	0,002156	0,008566	0,007016	0,009957	0,001201	0,00201	0,008742	0,003147	0,002972	0,002737	0,003046	0,001638	0,003108	0,002926	0,001058	0,005573	0,004464	0,001514	0,000609	0,006873	0,002317	0,002928	0,002404	0,002945	0,002734	0,002633	0,00327	0,001352	0,011365	0,001072
Lyophyllum atratum	0	0	0	0	0	0	0	0	0	0,000393	0	0	0	0	0	0,000581	0,000409	0	0	0	0	0	0	0,000434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrolepiota fuliginosa	0	0	0	0,000387	0	0	0	0	0	0	0	0	0	0,000511	0	0,000512	0,00056	0	0	0	0	0	0	0,000376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrophomina phaseolina	0,00931	0,00376	0,00732	0,00617	0,004282	0,00959	0,006422	0,002424	0,004807	0,015299	0,001209	0,003587	0,005135	0,008059	0,001209	0,00312	0,000486	0,003229	0,001196	0,00394	0,001438	0,016192	0,005044	0,008806	0,001153	0,002047	0,010164	0,004198	0,002778	0,00218	0,002964	0,00175	0,003137	0,002702	0,001061	0,005263	0,005035	0,000798	0,000654	0,00598	0,002317	0,003228	0,002847	0,003798	0,002368	0,002809	0,003239	0,001929	0,007056	0,001214
Macroventuria anomochaeta	0,008236	0,001706	0,006929	0,002993	0,002229	0,002401	0,003496	0,001043	0,001458	0,016272	0,001042	0,004269	0,002004	0,002605	0,001588	0,001688	0,000953	0,01041	0,004629	0,001761	0,003455	0,005451	0,00887	0,007791	0,002	0,00223	0,02672	0,033817	0,004678	0,00492	0,003954	0,009258	0,002276	0,00442	0,000507	0,013511	0,005507	0,001074	0,028749	0,001904	0,004693	0,001175	0,005151	0,001737	0,000897	0,001187	0,003101	0,001634	0,002553	0,000423
Madurella mycetomatis	0,027359	0,015059	0,007012	0,021518	0,029497	0,062717	0,022585	0,011597	0,008894	0,039552	0,004551	0,003546	0,00703	0,043499	0,000483	0,002794	0,000524	0,003261	0,002598	0,030664	0,001515	0,011135	0,009645	0,015337	0,001776	0,007159	0,021234	0,001905	0,007375	0,004393	0,007254	0,000877	0,005673	0,006369	0,001536	0,016064	0,009773	0,001327	0,001234	0,020304	0,004435	0,00314	0,002793	0,0308	0,014624	0,005588	0,004381	0,003239	0,008682	0,002063
Magnaporthiopsis poae	0,009502	0,005345	0,004166	0,00673	0,005709	0,014476	0,011745	0,003138	0,004889	0,025192	0,002531	0,002026	0,003398	0,010207	0	0,001659	0	0,001408	0,000394	0,009237	0,000468	0,006187	0,005089	0,00893	0,001217	0,002835	0,010409	0,000922	0,002578	0,002238	0,003926	0	0,003186	0,004337	0,001013	0,006289	0,003531	0,001243	0	0,005869	0,004821	0,00158	0,001277	0,008378	0,004084	0,001716	0,001957	0,001812	0,002453	0,000994
Magnusiomyces magnusii	0	0	0	0	0	0,002679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia globosa	0	0,000717	0	0	0	0	0	0	0	0	0	0	0	0	0,000391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia pachydermatis	0,000561	0,000938	0	0	0	0	0	0	0	0	0	0	0	0	0,000391	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000379	0	0	0
Malassezia restricta	0	0,000639	0	0,000499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia sympodialis	0	0,00077	0	0	0	0	0	0	0	0	0	0	0	0	0,000529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia vespertilionis	0	0,000957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marasmius fiardii	0,000775	0	0	0	0	0	0	0	0,000486	0,000393	0	0	0	0,001099	0	0,001628	0,000597	0	0	0	0	0	0,000392	0,0013	0	0	0,000666	0	0	0	0	0	0	0	0	0	0	0	0	0,000402	0	0	0	0,000433	0,000412	0	0	0	0	0
Marssonina brunnea	0,329561	0,081479	0,107084	0,178041	0,16289	0,034418	0,078289	0,073232	0,046405	0,018128	0,007113	0,074612	0,106363	0,270468	0,00354	0,044823	0,017756	1,045779	0,040912	0,076283	0,177632	0,090183	0,13516	0,050791	0,011161	0,015104	0,06981	0,003301	0,029824	0,084343	0,014173	0,01148	0,016038	0,044762	0,004675	0,099907	0,08185	0,041905	0,002164	0,120402	0,002708	0,070624	2,648114	0,051097	0,062593	0,046173	0,967581	1,242785	0,08733	0,181857
Marssonina coronariae	0,180956	0,048652	0,043018	0,091738	0,059729	0,017246	0,044168	0,041925	0,02781	0,005541	0,003462	0,038209	0,052397	0,15708	0,001764	0,026072	0,009908	0,01398	0,019544	0,049541	0,020584	0,052007	0,070396	0,028344	0,00679	0,00875	0,038483	0,001668	0,017603	0,049195	0,007212	0,00652	0,009248	0,021779	0,002441	0,055369	0,048769	0,023427	0,001082	0,066768	0,001433	0,042921	0,008407	0,029313	0,036593	0,028552	0,054295	0,004108	0,051696	0,011055
Massarina eburnea	0,012673	0,00458	0,009278	0,00592	0,003538	0,009293	0,006693	0,002493	0,003372	0,012297	0,001796	0,008976	0,005294	0,007011	0,00289	0,003706	0,002647	0,00639	0,00273	0,003964	0,003719	0,006971	0,004887	0,015237	0,003846	0,002867	0,008858	0,006482	0,004209	0,003261	0,003482	0,003548	0,002981	0,004347	0,001513	0,00557	0,006955	0,01079	0,002376	0,004619	0,003153	0,00367	0,004519	0,00314	0,002354	0,002367	0,003289	0,001814	0,005074	0,001306
Massariosphaeria phaeospora	0,01272	0,003878	0,003928	0,004112	0,002452	0,005506	0,004469	0,001554	0,002155	0,008289	0,001081	0,0114	0,00787	0,005072	0,002915	0,002455	0,001747	0,009171	0,004049	0,003324	0,005507	0,005234	0,003885	0,007266	0,002019	0,002118	0,007086	0,006932	0,004058	0,003397	0,003638	0,002138	0,001906	0,00342	0,001485	0,002855	0,004878	0,002853	0,00175	0,003308	0,003937	0,003419	0,004101	0,002328	0,001654	0,001727	0,002109	0,001487	0,004488	0,000851
