species	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Abditibacterium utsteinense	40	0	234	35	0	0	0	257	0	0	0	0	0	0	0	507	332	0	77	0	299	0	0	771	24	219	0	737	48	0	479	1711	0	0	232	0	0	306	759	0	1141	0	0	0	0	34	0	0	48	0
Abyssibacter profundi	38	0	0	395	0	0	0	631	364	0	687	0	0	0	0	471	297	0	36	0	239	0	305	0	0	305	0	256	0	0	301	283	386	0	0	0	0	21	0	402	0	267	0	0	814	61	0	253	409	276
Acaryochloris marina	0	0	251	0	0	0	446	0	0	0	0	0	0	904	0	0	3547	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Acerihabitans arboris	66	291	0	313	0	793	0	0	31	0	560	0	0	73	0	0	60	0	0	40	259	975	529	0	0	415	583	0	0	0	366	0	401	0	217	0	22	673	0	784	176	0	0	0	1067	36	0	550	355	177
Acetobacter aceti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	227	0
Acetobacter cibinongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter conturbans	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	901	0	0	0	260	0
Acetobacter estunensis	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	531	0	0	0	0	0
Acetobacter fallax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	265	278	0
Acetobacter farinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter ghanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter indonesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter malorum	507	9803	16638	988	3678	1062	7366	5379	1507	1175	534	3084	5947	541	1079	6592	513	1904	1078	374	4315	4797	3798	1563	2029	916	3351	2613	1743	5168	798	1605	1247	146	7875	2363	4643	4239	986	1459	1652	5447	2959	9278	1170	1307	2403	3555	331	3533
Acetobacter musti	0	237	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	247	0	0	25	0	818	0	0	213	263	0
Acetobacter nitrogenifigens	0	0	235	0	0	0	0	285	0	0	240	0	0	0	0	0	0	0	0	0	0	352	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	954	0	0	221	303	0
Acetobacter oeni	0	370	242	253	0	0	0	0	0	0	242	0	0	0	0	38	0	0	0	0	0	382	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	693	0	0	0	362	0
Acetobacter okinawensis	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0
Acetobacter orleanensis	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter peroxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	31	0	0	0	228
Acetobacter syzygii	0	0	0	28	0	371	0	0	0	0	0	0	447	0	237	0	44	0	0	0	0	230	0	272	0	0	269	0	0	0	0	0	301	0	0	0	0	0	0	0	239	0	219	0	399	0	0	0	0	0
Acetobacteraceae bacterium	274	5577	1800	910	178	1239	1221	3315	1084	596	2179	3515	4889	631	3235	2771	1282	1982	1069	552	21363	1187	747	4421	1765	3649	1243	31982	700	15833	2595	22127	2132	190	20473	78	21168	39359	18573	2677	33787	1615	12326	1877	3797	430	92	5046	1152	4174
Acetobacteroides hydrogenigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetonema longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter aestuarii	132	1409	428	876	107	2225	489	1205	687	412	1527	184	355	1003	431	763	666	36	122	779	747	2168	1109	522	99	735	1460	2962	119	324	17062	65124	974	96	818	68	1192	590	2725	2378	1066	685	248	1704	1543	130	66	1159	1467	393
Achromobacter aloeverae	72	407	315	519	0	1105	64	896	402	37	1123	0	0	44	0	452	56	0	38	35	244	1466	760	264	33	523	911	253	0	0	867	407	816	33	274	0	301	268	46	1518	294	0	0	995	1242	97	26	430	773	94
Achromobacter anxifer	0	0	0	0	0	0	0	289	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0
Achromobacter arsenitoxydans	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter deleyi	0	0	0	219	0	757	0	589	0	0	589	0	264	0	0	0	0	0	0	0	0	254	323	0	0	247	510	0	0	0	504	342	437	0	0	0	0	0	31	580	0	0	0	665	705	0	0	278	246	47
Achromobacter denitrificans	46	0	0	292	0	362	60	590	308	24	774	0	0	48	0	0	40	0	0	43	224	535	462	0	23	312	491	0	0	0	481	335	476	27	0	0	20	0	44	1085	239	0	0	725	847	73	0	366	345	79
Achromobacter insolitus	0	0	0	372	0	847	106	2909	0	0	790	0	271	110	0	0	46	0	0	0	0	282	233	0	0	0	215	0	0	0	41	391	281	30	0	0	0	0	44	517	0	0	0	1053	3588	94	22	371	292	0
Achromobacter insuavis	0	0	0	0	0	0	65	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0
Achromobacter kerstersii	47	0	0	293	0	333	66	634	325	0	835	0	0	45	0	0	0	0	0	83	0	242	599	1005	0	445	776	0	0	0	510	383	578	30	0	29	0	0	42	840	0	0	0	610	818	39	25	328	408	77
Achromobacter marplatensis	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
Achromobacter pestifer	0	0	0	37	0	0	0	0	42	0	409	0	0	60	0	0	0	0	0	0	0	231	316	36	0	0	260	228	0	0	347	0	303	0	0	0	0	0	0	212	0	0	0	502	237	0	0	0	305	42
Achromobacter piechaudii	0	0	0	0	0	0	0	620	0	0	586	0	0	42	0	0	52	0	0	36	0	0	260	0	0	272	0	0	0	0	382	266	395	27	0	0	236	0	541	634	0	0	0	635	662	43	0	274	221	51
Achromobacter pulmonis	46	0	0	256	0	731	61	825	263	0	769	0	0	0	0	0	0	0	0	101	0	489	345	0	0	468	535	0	0	0	391	382	508	36	0	0	0	0	0	651	0	0	0	898	812	0	0	404	275	61
Achromobacter ruhlandii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	245	0	0
Achromobacter spanius	0	0	0	24	0	0	0	0	35	0	420	0	0	0	0	0	0	0	0	26	0	267	347	0	0	0	548	0	0	0	0	0	435	0	0	0	0	0	36	549	0	0	0	328	0	0	0	252	256	0
Achromobacter veterisilvae	0	0	0	0	0	330	0	377	28	0	408	0	0	0	0	0	0	0	0	0	0	0	320	0	0	223	0	0	0	0	251	0	233	0	324	0	0	0	0	572	0	0	0	0	356	0	0	236	256	0
Achromobacter xylosoxidans	93	979	690	795	88	1469	615	1605	898	385	1657	76	691	387	718	892	521	134	132	144	908	1750	1487	493	159	837	1547	959	76	394	1151	1100	1500	106	1159	40	735	564	467	1943	839	470	563	1957	2030	130	120	1411	852	444
Acidibrevibacterium fodinaquatile	132	434	4630	1152	332	1506	390	2102	610	302	719	107	0	360	360	1049	1273	45	51	84	354	681	868	10435	89	409	1567	727	102	243	608	778	1491	100	442	140	560	899	418	4099	410	334	552	803	7579	191	53	909	1102	245
Acidiferrobacter thiooxydans	0	0	0	29	0	1301	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0
Acidihalobacter aeolianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0
Acidihalobacter ferrooxydans	0	0	0	290	0	0	0	1072	339	23	648	0	0	0	0	35	294	0	0	0	0	0	288	0	0	265	0	278	0	0	261	0	36	0	251	0	321	21	0	562	0	42	0	322	1332	83	0	222	317	247
Acidihalobacter prosperus	0	0	282	355	30	352	0	642	368	0	424	0	41	0	227	478	394	0	0	0	539	0	332	224	53	0	0	413	0	0	255	0	369	0	0	0	271	30	0	753	78	47	0	308	793	79	0	240	384	232
Acidimangrovimonas indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidimangrovimonas sediminis	51	1000	0	267	29	0	495	1020	334	0	629	201	511	58	442	863	479	47	108	113	707	227	0	254	224	436	0	1334	138	493	502	909	567	74	3757	0	1168	750	344	722	583	613	531	567	1015	109	25	1294	415	358
Acidimicrobiaceae bacterium	1121	4067	0	719	82	353	900	14245	3722	869	9069	3618	6516	2742	5217	39232	11513	190	1056	918	16213	864	386	1036	6164	4296	475	45119	1100	11536	5898	20117	10014	1079	11802	54	8095	16206	10912	1600	10200	9267	885	4682	16525	1653	598	11773	3502	9660
Acidimicrobiales bacterium	505	2242	431	1162	191	1032	472	6833	2067	597	4287	1708	1996	1076	2230	9143	4823	340	529	471	7473	1099	740	2038	1682	2594	857	20120	394	7030	2456	11618	3345	463	10870	84	3455	5734	5141	5774	4380	3561	1046	3106	5539	708	294	6525	2903	3926
Acidimicrobiia bacterium	724	1614	0	763	131	864	352	5548	1030	375	2840	946	975	1074	977	4613	3655	541	322	273	3903	762	469	1749	1221	1734	855	7576	262	4414	2009	7812	1949	373	2066	24	3037	4964	9284	3308	4464	2542	1397	2226	4451	788	117	3635	1585	3003
Acidimicrobium ferrooxidans	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	43	0
Acidiphilium multivorum	0	336	353	0	0	0	0	0	0	0	42	0	0	0	0	41	282	0	0	0	0	0	0	682	0	0	207	0	0	0	0	357	0	0	0	0	0	0	36	287	0	0	0	0	441	0	0	214	225	0
Acidipila dinghuensis	43	338	2201	547	82	63098	114	761	450	0	524	0	0	1954	0	467	850	0	0	21	0	686	569	1806	0	0	648	0	0	0	1033	0	494	0	0	27	0	16907	0	6107	0	0	0	808	15444	692	0	0	723	0
Acidipila rosea	0	0	2520	434	26	49068	103	822	446	0	482	0	0	1681	0	36	904	0	0	0	0	377	623	2173	0	0	348	0	0	0	760	0	585	0	0	46	0	12627	0	4622	0	41	0	704	13679	549	0	0	517	0
Acidipropionibacterium acidipropionici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium jensenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium thoenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409	0	0	0	0	0	0	0	0	0	0	0
Acidisarcina polymorpha	47	527	4778	788	120	47874	207	1141	662	278	795	45	0	1517	0	645	1469	0	0	0	241	1314	805	8821	29	0	1067	0	0	0	1127	0	641	35	0	89	0	10995	264	5815	0	54	0	1359	11205	555	23	222	884	0
Acidisphaera rubrifaciens	180	973	6176	1309	421	1207	423	2458	680	367	863	112	46	384	354	1259	1302	62	49	75	669	1451	1009	15814	95	661	2056	796	98	328	818	1064	2085	156	731	162	483	654	529	4923	428	441	546	868	9116	214	67	1194	1550	398
Acidithiobacillus caldus	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	39	0
Acidithiobacillus ferrivorans	0	0	0	299	0	1282	0	246	303	0	493	0	0	0	0	0	294	38	0	0	0	0	311	240	0	240	0	230	0	0	278	297	532	0	0	0	239	243	0	803	0	0	0	293	712	0	0	254	254	40
Acidithiobacillus ferrooxidans	0	0	0	0	0	376	0	0	0	0	298	0	0	0	0	0	40	0	0	21	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	60
Acidobacteria bacterium	12300	38478	117240	63133	9461	309638	13747	148319	75256	20643	62228	12649	18610	30068	46120	147887	174699	7126	11343	4383	112582	46053	53930	127029	14626	56509	48811	202886	7685	49109	53254	146914	69746	4499	101158	6619	27706	118324	90710	143449	80194	44677	35462	52740	162498	15301	6282	89463	79429	89820
Acidobacteriales bacterium	59	0	1555	1172	170	2001	0	1042	829	0	525	0	0	251	0	758	1406	0	0	0	233	0	309	1069	25	0	0	283	0	0	0	332	509	0	0	97	0	326	282	1935	73	0	0	340	1076	61	32	214	1217	243
Acidobacteriia bacterium	305	872	6898	4595	565	9155	560	5859	4457	661	2799	193	43	1133	729	4864	6167	77	141	135	1932	1183	1852	5081	299	1147	1688	2620	208	407	1653	2557	2865	133	878	402	442	1507	1455	9017	578	1256	468	1900	5129	371	269	1933	4552	1337
Acidobacterium ailaaui	0	0	1371	261	0	56583	0	353	320	0	0	0	0	1783	0	0	729	0	41	0	0	241	257	1332	0	0	0	0	0	0	738	0	55	0	0	28	0	13058	0	4788	0	0	0	430	15075	532	0	0	348	0
Acidobacterium capsulatum	0	0	1399	393	0	48822	0	400	297	0	260	0	0	1705	0	42	763	0	0	0	0	260	296	1155	0	0	0	0	0	0	634	0	350	0	0	0	0	14383	0	4316	0	0	0	483	13272	518	0	0	422	212
Acidocella aminolytica	39	277	931	627	84	824	0	837	365	0	483	0	0	0	0	503	513	0	0	45	241	400	486	1444	0	295	582	224	29	0	474	0	627	31	228	33	358	432	0	2403	256	40	0	306	3358	43	0	415	764	0
Acidocella aromatica	40	0	970	469	96	1096	0	645	454	0	341	0	0	0	0	51	449	0	0	38	0	235	450	1814	0	233	467	0	0	0	235	0	553	30	316	0	317	315	0	4185	0	0	0	246	3462	61	0	315	555	0
Acidocella facilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0
Acidomonas methanolica	0	257	382	219	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	431	237	909	0	0	232	0	47	0	0	0	299	0	0	0	0	0	0	593	0	0	255	0	1183	0	0	306	252	0
Acidothermus cellulolyticus	64	0	0	0	0	0	0	453	40	0	353	0	0	0	0	579	487	0	0	0	270	0	0	336	57	0	0	839	0	0	270	766	533	67	456	0	459	26	632	0	264	59	0	251	415	76	0	302	68	236
Acidovorax anthurii	314	2297	1171	1888	200	5057	1380	4419	1919	965	5557	429	1328	822	2283	1790	827	238	373	520	2398	2052	3684	628	427	3040	3438	3032	177	897	2864	3302	4141	270	2609	180	1750	846	1792	5516	2020	1173	1142	4164	4977	295	348	4054	1793	1466
Acidovorax avenae	240	1748	1049	1554	168	4484	1581	3583	2355	744	3230	387	1187	717	1916	1350	676	226	239	388	1958	1911	2743	509	560	1693	3148	2379	146	756	1862	2357	2803	209	1862	188	1654	862	1589	4269	1639	1232	1098	3864	3962	210	315	2549	1647	976
Acidovorax caeni	56	817	568	814	63	2175	677	1599	889	262	1393	189	709	450	1187	600	87	710	69	147	1079	960	1647	295	287	708	1259	1428	90	399	735	864	1509	123	2178	100	1784	973	601	2590	1436	408	1653	1766	1982	137	173	2791	865	590
Acidovorax carolinensis	141	1463	692	933	111	2966	838	2168	1004	445	2588	281	1015	550	2138	1009	419	269	165	355	1628	1521	1487	446	341	1266	1832	2176	123	551	1341	1667	2048	181	2873	63	1285	753	990	3778	1888	805	1331	2396	2640	143	182	2647	795	855
Acidovorax cattleyae	62	905	341	653	46	2039	517	1243	920	347	1353	102	405	367	660	467	287	41	81	184	569	1014	1379	271	120	785	1380	841	43	306	820	779	1059	54	895	55	461	254	648	2371	754	373	312	1344	1494	71	78	946	889	425
Acidovorax cavernicola	38	668	237	349	0	1123	370	1003	439	40	1268	66	49	75	0	446	50	0	104	107	317	748	651	278	81	559	793	308	59	0	700	527	738	35	455	33	337	304	496	1001	537	56	0	936	1262	52	28	739	439	86
Acidovorax citrulli	54	769	0	275	58	364	488	1677	499	30	698	77	486	322	825	38	58	92	68	99	520	743	714	0	151	495	941	1036	67	293	603	609	800	54	615	48	1288	358	677	1062	990	406	456	1066	2052	103	62	1080	389	431
Acidovorax delafieldii	257	2070	804	1363	181	3965	1219	3155	1657	657	2540	643	1564	727	5467	1341	590	764	237	444	3443	2022	2520	443	750	2051	2688	4616	194	1871	1415	3137	3033	194	3401	155	1976	1790	2995	3254	4900	1401	4040	2792	4370	241	287	4364	1326	1717
Acidovorax ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax facilis	0	282	0	27	33	0	56	687	39	0	260	71	39	0	844	0	0	61	0	71	387	0	0	0	153	265	0	766	0	0	0	316	459	0	887	0	477	269	301	387	557	41	404	302	326	31	66	463	0	52
Acidovorax kalamii	0	731	0	258	0	455	60	514	294	24	624	145	33	43	2635	36	0	299	0	98	1010	256	448	0	216	498	237	1634	0	547	327	785	576	0	1004	0	384	433	539	800	1791	499	1836	622	267	21	37	1067	223	532
Acidovorax konjaci	305	2825	1271	1835	243	5700	1647	4180	2193	947	4365	479	1311	960	2210	1618	741	283	314	555	2257	2858	3509	845	479	2361	4344	3566	270	961	2480	3342	4027	261	2755	193	1741	1067	2475	5545	2571	1396	1238	3741	4713	256	333	3615	2048	1417
Acidovorax monticola	166	952	380	617	73	1715	564	1489	801	297	1479	146	510	375	1195	710	290	132	143	169	1164	819	1162	304	298	1013	1298	1653	44	457	814	1289	1296	90	1183	47	914	665	672	2046	1460	531	705	1355	1975	98	128	1928	673	708
Acidovorax oryzae	47	0	0	221	21	713	413	221	408	25	542	41	0	55	384	0	0	0	51	96	370	289	669	0	71	449	976	440	0	0	500	400	579	28	227	40	312	0	315	1159	486	0	219	902	366	0	35	401	354	104
Acidovorax radicis	50	2359	232	588	0	2079	349	794	526	346	1359	191	405	65	1906	526	49	152	150	185	1220	2845	975	34	241	1209	898	1352	105	479	1717	3672	1009	30	1458	25	470	275	927	1645	1866	1072	1259	1000	1105	69	140	1148	603	594
Acidovorax soli	367	7682	1341	1784	254	4243	1646	4580	2360	1105	4215	831	1661	931	5180	1658	744	696	445	600	3242	8755	2830	725	760	4250	3659	5173	364	2171	4607	16215	3642	268	5563	175	2170	1406	3969	5279	6576	5079	4697	4610	5530	276	425	4680	1750	1679
Acidovorax temperans	157	2106	249	447	94	1364	541	1187	530	43	943	605	737	87	16122	663	55	1650	113	337	6334	596	687	0	953	2002	1068	5904	171	1949	596	3287	1045	93	4449	76	2169	1717	2944	1299	10569	2069	8845	1085	1315	97	173	4386	456	3243
Acidovorax valerianellae	254	2684	1226	1818	221	5417	1424	3210	1816	862	3977	355	1225	852	3296	1448	747	182	311	496	2493	2857	3574	839	462	2312	4022	4070	189	907	3522	6421	3590	260	2506	195	1745	1210	3132	5379	2305	1311	1254	4192	3749	227	362	3249	1819	1181
Acidovorax wautersii	587	4779	2267	4189	460	10212	3071	9713	4392	2102	10424	705	2455	1898	3253	3669	1584	359	600	997	3729	5193	7972	1436	744	5134	8003	4779	372	1416	5335	7037	8531	551	4279	416	3309	1659	4323	12209	3820	2217	1821	9586	11373	581	682	6878	4299	2308
Acinetobacter baumannii	3170	47323	49572	11661	11429	13940	32468	23881	12518	17154	3258	9758	36354	9036	11288	25641	2647	10173	5916	3472	19964	23914	8116	6879	7685	8900	19052	18729	6730	16435	3990	19177	10180	3304	27234	7465	18873	15194	10096	9045	11110	20606	19779	42689	13891	5243	10738	41283	2672	14034
Acinetobacter baylyi	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter bereziniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	562	0	0	313	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	301	0	0	0	0	0	0
Acinetobacter bouvetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0
Acinetobacter brisouii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	0	0	37	0	481	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0
Acinetobacter gerneri	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0
Acinetobacter haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter indicus	319	5882	5163	812	1302	2427	3483	3550	976	2650	63	1424	3395	1357	1656	2698	340	1093	468	501	1999	2926	1067	631	985	746	1721	4511	693	1738	276	2441	1029	318	2644	800	2057	1274	2358	929	2388	2534	1751	5025	1506	462	1183	4522	170	1509
Acinetobacter johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	297	0	0
Acinetobacter junii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	417	0	0
Acinetobacter nosocomialis	26	1018	0	409	0	0	216	286	40	355	0	43	954	269	539	448	0	48	0	83	0	0	347	0	0	0	0	0	36	0	0	318	383	127	0	0	0	0	0	0	0	259	71	0	492	0	0	347	0	0
Acinetobacter parvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0
Acinetobacter pittii	0	0	0	0	22	1537	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	48	0	0	0	0	0	37	0	339	33	0	31	0	0	0	0	0	0	23	0	231	0	45	0	0	0
Acinetobacter qingfengensis	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	27	0	0	253	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0
Acinetobacter tjernbergiae	46	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	21	0	0	0	0	0	233	0	0	0	0	0	623	0	0	0	0	547	38	0	0	0	0	2057	461	0	0	0	232	0	0
Acinetobacter towneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter ursingii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter venetianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrocarpospora corrugata	0	0	0	0	0	0	0	0	0	0	0	56	0	0	288	35	72	0	81	0	623	0	0	0	0	0	0	0	0	388	0	321	51	0	1568	0	0	0	307	0	0	44	0	0	0	0	0	0	0	274
Acrocarpospora macrocephala	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	149	0	212	0	0	0	0	223	0	0	0	254	0	276	42	0	981	0	0	0	0	0	0	54	0	0	0	0	0	0	0	314
Acrocarpospora phusangensis	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	47	0	0	275	39	1296	0	0	0	0	0	0	0	0	801	0	399	0	0	1505	0	0	23	310	0	0	303	0	0	258	0	0	0	0	501
Acrocarpospora pleiomorpha	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	152	0	825	0	0	0	0	0	0	0	32	688	0	326	0	0	730	0	0	0	256	0	0	275	0	0	0	0	0	0	0	326
