genus	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Lindgomyces	1003	2182	1971	1513	177	5859	1476	1071	993	1706	293	1306	2150	2405	487	1978	1983	582	379	203	3233	2492	809	1294	131	642	2441	1779	235	1081	1066	935	470	132	682	168	1097	1107	243	1829	1609	821	1177	1257	1301	151	170	598	1501	390
Lineolata	392	1235	1726	1070	176	5188	945	543	832	1071	58	191	910	1540	212	1338	0	113	68	135	399	2582	581	1304	0	348	2278	1304	105	171	586	695	351	90	331	95	307	246	184	1567	791	362	719	833	914	95	106	451	1117	31
Linnemannia	38	182	440	282	57	533	90	968	206	327	343	101	469	161	168	374	527	51	0	58	137	513	716	287	32	288	509	140	31	0	229	191	319	42	142	54	152	269	270	429	44	0	196	365	955	49	17	489	476	189
Lipomyces	284	767	850	800	104	1180	526	619	325	312	28	150	311	1021	158	678	238	128	160	90	733	1325	475	609	0	227	1356	533	64	433	232	941	255	63	661	100	422	306	445	1097	392	237	305	450	787	69	176	553	432	277
Lizonia	759	2330	5718	1737	240	5540	1746	1283	1330	3617	330	674	1161	2174	853	1302	381	550	221	293	1639	3994	4815	1783	194	725	15935	13318	228	864	1196	4653	904	319	537	1014	1626	733	3251	2369	1588	669	2006	1624	1552	119	253	916	924	344
Lobosporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
Lomentospora	377	1973	1768	1078	263	12491	1451	973	1142	3917	121	173	879	2314	0	786	0	88	50	294	329	2699	890	1071	15	759	3382	999	120	247	921	217	768	165	477	256	401	243	19	2149	739	265	461	2348	1657	140	67	738	563	213
Lophiostoma	1980	2791	5101	1378	207	6704	1926	1044	1073	5197	667	932	1771	3308	588	1834	572	546	299	214	4061	2612	1925	1305	122	1089	4162	2878	365	819	5813	2007	599	137	1060	184	1284	1055	367	1971	1992	658	1473	3013	1520	192	119	1761	959	939
Lophiotrema	1078	3365	2618	1518	300	5562	2087	1100	1235	3549	1019	1041	1947	2494	705	1831	742	528	278	226	3350	3399	1343	1728	130	701	3948	2571	448	797	1817	1165	549	140	765	192	1247	1093	325	2479	1675	902	1418	1650	1478	218	195	795	1246	413
Lophium	512	1514	2120	1415	184	5489	1201	839	1013	1385	69	267	988	1912	233	1218	40	132	98	128	691	2918	929	1309	53	389	2678	1015	119	337	559	613	433	101	337	216	522	386	27	2223	529	379	607	939	1176	109	139	413	1344	199
Lyophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	136	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrolepiota	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	22	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrophomina	395	1353	2322	1230	214	4402	1152	788	1055	2045	64	235	937	1606	184	1016	26	145	61	152	464	5578	844	922	56	353	3117	1353	108	293	680	657	515	93	338	192	507	278	29	1933	480	407	605	1211	1029	116	137	590	907	203
Macroventuria	349	605	2232	564	108	1101	543	341	327	1918	184	274	430	510	337	410	175	452	219	77	1116	1822	2097	943	100	268	8155	10885	175	465	896	3506	367	150	160	529	1133	223	4397	625	1311	188	950	554	376	45	127	499	309	24
Madurella	1092	5541	2228	2944	1367	28855	3787	3807	1896	7370	546	244	1452	10500	21	1100	28	148	138	1127	485	3816	1740	1463	47	2167	6525	613	306	605	1524	185	1348	224	485	564	892	257	284	6827	897	393	674	9822	6148	237	203	988	1531	310
Magnaporthiopsis	387	1900	1319	1089	277	6654	1535	1034	1083	4474	134	138	752	2377	0	613	0	63	0	340	146	2108	919	702	41	789	3196	298	105	254	851	0	815	153	320	222	324	260	0	1931	745	69	409	2671	1749	77	81	553	460	188
Magnusiomyces	0	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia	99	1721	409	450	75	189	217	419	376	210	26	78	218	222	588	356	222	82	0	35	140	629	237	229	29	238	672	458	96	0	0	389	257	65	0	58	242	15	161	330	0	229	383	408	625	53	53	551	43	0
Marasmius	29	0	0	0	0	0	0	0	18	0	0	0	0	213	0	70	197	0	0	0	0	0	0	231	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	206	0	0	0	0	0
Marssonina	21087	50363	47868	66835	11136	23851	36410	39166	21544	4153	2616	7587	30236	83372	804	36347	2653	52856	3013	5101	62473	49794	27908	15431	705	5437	33563	1607	1939	14598	4307	6764	3176	2351	2300	6170	18463	16001	145	60741	1012	9703	85131	25934	42926	3292	54415	376121	33331	16496
Massarina	540	1622	2981	1169	161	4259	1108	817	934	2015	240	575	1171	1389	489	1056	667	286	143	158	1183	2360	735	3274	145	472	2720	2089	163	503	787	1334	526	150	483	201	853	3616	295	1501	800	474	1016	1001	1018	98	154	553	772	209
Massariosphaeria	552	1383	1254	758	113	2524	815	514	558	1283	36	724	1291	1059	454	956	287	409	213	129	1744	1765	578	888	86	376	2170	2234	155	606	858	803	325	118	474	105	683	767	254	1076	1042	423	1026	742	713	60	93	455	571	144
Meira	597	33123	214	4180	0	624	924	890	2445	1060	556	243	578	468	9268	586	0	451	0	84	604	4362	532	32	85	2881	2294	702	748	277	280	415	167	130	0	32	1778	0	0	1271	244	2236	746	682	2152	113	79	2676	0	915
Melampsora	1547	40883	33771	3830	18250	196	55215	16416	2346	206	0	10245	313152	0	93217	635	0	1069	0	7698	78277	15721	2800	2708	49284	35	3413	174	8498	19443	0	207683	113	4390	23330	15475	6862	391	170	6464	3350	18094	38560	55655	7217	639	24535	13933	2530	1105
Melampsoridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melanogaster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melanomma	7515	8755	2418	1533	208	5764	2247	1629	1223	1849	707	19708	21984	2138	4124	8065	513	7933	4546	685	40956	3059	1671	1768	1528	2964	3404	3798	823	11916	3154	2364	1263	642	5444	255	9848	9916	400	2408	8132	3936	9764	1462	1777	665	238	2472	1203	1345
Melanopsichium	0	466	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metarhizium	1037	4533	4851	2957	595	51789	3531	2589	2541	8514	605	396	2252	5912	413	2094	362	359	192	592	1331	7687	2168	2403	132	1731	7374	4124	309	697	1951	1303	1969	339	973	604	1086	819	393	5155	1350	915	1549	5537	3910	350	348	3145	1703	541
Metschnikowia	51	362	156	211	0	0	47	0	0	192	0	31	22	136	225	18	139	47	0	59	0	328	167	166	0	16	522	0	0	0	0	0	0	19	0	23	16	15	227	184	0	0	202	0	226	0	0	150	36	0
Meyerozyma	0	0	0	0	0	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbotryum	97	912	1205	337	151	0	504	338	303	834	0	105	410	437	429	426	0	107	21	51	191	1928	887	440	86	50	1595	300	135	209	219	575	188	44	278	118	253	190	0	626	70	228	854	580	406	44	89	555	220	185
Microdochium	776	3839	3416	2036	430	12160	3233	1824	1818	8638	499	242	1585	3878	210	1322	347	277	104	560	527	5251	1609	5896	55	1584	7484	2058	223	423	2181	691	1702	313	790	497	872	470	241	6084	3891	406	957	3911	2993	446	164	1253	1361	339
Microsporum	90	245	325	261	43	816	253	0	192	213	0	25	240	356	0	0	0	0	0	39	0	642	179	209	0	0	448	173	0	0	0	0	22	0	0	47	26	0	0	253	0	0	0	194	0	0	15	0	189	0
Microthyrium	1181	3062	5012	18444	1394	37706	2734	2572	5838	2167	1858	1573	5372	28504	253	34665	904	192	433	895	1438	4866	2325	12879	60	718	5804	1264	233	1413	3478	1008	662	154	479	215	579	1226	3396	13628	12329	3980	1815	4625	4754	523	1092	550	11846	597
Mitosporidium	74	369	580	244	121	0	251	527	193	162	196	152	307	0	300	350	308	182	19	23	348	150	208	23	76	251	157	430	78	255	24	340	705	95	243	99	253	190	314	158	75	222	303	386	954	84	98	625	56	235
Mixia	43	760	248	16	67	0	278	211	275	263	23	0	335	0	935	126	0	82	0	78	0	443	238	38	85	35	1071	273	64	0	142	537	208	74	0	48	0	0	20	359	0	171	1232	300	281	35	54	524	24	0
Modicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	50	0	0	0	133	0	0	0	0	0	0	0
Moelleriella	191	923	887	664	143	11082	829	590	613	2253	57	45	564	1282	0	406	0	51	0	161	0	1457	528	501	0	371	1925	961	90	182	450	0	431	93	134	156	222	157	0	1281	234	42	275	1393	1003	74	63	708	421	0
Moesziomyces	0	851	0	0	0	0	54	0	0	0	0	0	0	0	503	0	0	0	0	0	0	176	0	239	31	0	0	600	0	0	0	908	0	0	0	0	0	0	430	0	0	0	14	0	0	0	0	0	0	0
Monascus	242	697	951	657	92	1999	505	453	330	439	0	52	433	1010	0	534	26	58	19	73	0	1463	459	349	0	186	1066	598	20	36	254	154	46	44	0	59	221	156	0	1084	0	54	292	488	680	57	76	195	374	0
Monilinia	4010	10316	9314	11495	1129	7910	6948	7857	5371	2780	634	1325	4908	15073	228	7263	628	457	455	1187	3678	14597	5730	4323	173	1516	11554	1042	428	2743	1262	1902	1150	416	551	1290	3712	2973	44	13923	463	2176	1711	5625	9347	631	1143	1070	6178	1381
Moniliophthora	26	381	255	285	73	205	221	0	198	157	0	64	251	447	21	213	783	45	0	25	0	350	22	387	44	15	412	0	31	16	19	167	0	22	0	54	15	0	0	161	46	25	0	165	361	0	66	0	0	0
Monoblepharella	0	0	0	288	0	0	0	0	0	0	179	0	0	0	127	0	214	0	0	0	580	0	0	0	0	445	0	0	0	0	0	0	26	0	836	0	0	0	0	0	0	0	0	0	0	26	19	129	0	724
Monosporascus	2087	9071	9075	5925	1223	42074	7112	4934	5657	17099	1171	652	3686	10662	457	3539	603	637	332	1224	1765	15357	5022	7061	138	3195	20731	2733	583	1394	4542	1303	3556	647	2738	1338	2398	1324	403	16468	9196	1120	2076	10966	7368	1215	441	3438	3605	903
Morchella	192	806	1288	574	99	1396	705	457	405	2145	71	109	598	877	0	665	0	62	0	86	0	6321	301	456	0	362	1005	289	57	165	467	183	425	82	0	103	200	0	0	873	0	232	306	518	783	43	64	157	318	28
Mortierella	79	625	805	382	105	512	308	543	304	334	247	163	382	239	297	487	435	117	65	63	451	559	356	391	59	263	689	521	77	268	246	439	479	102	235	115	234	292	518	492	66	216	767	451	692	93	94	640	245	232
Mucidula	0	0	0	0	0	0	0	0	0	171	0	0	0	148	0	79	185	0	0	0	0	0	0	228	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucor	53	790	975	327	142	419	421	475	207	319	38	171	449	199	347	452	353	146	33	58	389	482	267	360	106	212	500	577	118	359	190	173	343	73	333	129	268	302	632	380	244	298	307	553	631	78	109	560	69	242
Mycena	219	1305	1180	18514	220	2230	943	767	9768	2433	87	165	731	1601	339	1043	71641	139	63	172	417	1763	731	1628	74	521	2657	295	132	311	1089	480	639	201	235	268	345	269	0	1241	304	309	611	1368	1995	74	146	737	421	236
Mycocalicium	47	0	0	203	13	0	0	0	0	0	0	0	19	233	0	0	0	20	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	206	0	0	0	0	0	0	0	0	0	0
Myriangium	435	7082	3184	1401	343	7495	2967	1174	1373	3238	379	287	1117	1201	566	1772	24	339	26	153	236	3987	1484	945	66	964	4903	2832	345	242	1310	2650	777	318	1083	259	657	315	31	2070	437	567	3428	1669	1883	166	142	1508	680	217
Mytilinidion	583	1337	2250	1536	171	5265	1272	978	1150	1212	58	483	1253	2023	202	1371	192	154	94	150	928	3113	904	1278	28	382	2868	1083	122	392	583	584	349	94	377	174	553	433	25	2268	567	596	634	963	1218	142	196	374	1393	194
Nadsonia	22	0	133	0	27	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	14	0	0	0	0
Naematelia	82	1341	1111	217	68	200	996	179	169	332	0	61	0	0	1271	112	0	407	0	88	0	1134	623	285	48	575	1008	971	159	0	214	2561	0	44	387	0	0	0	46	0	256	136	2792	0	298	0	0	428	0	0
Naganishia	19	678	678	192	38	0	224	0	0	217	0	36	28	0	518	59	0	214	0	0	0	322	772	337	0	19	740	567	19	0	0	1290	0	46	0	0	0	0	77	0	0	0	792	0	0	0	0	137	0	0
Nannizzia	66	0	210	142	0	755	208	0	0	317	0	0	25	296	0	0	0	0	0	0	0	431	25	164	0	0	352	0	0	0	0	0	0	0	0	27	15	0	0	238	0	0	0	0	0	0	0	0	64	0
Nectria	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemania	0	0	0	0	0	951	0	0	0	141	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
Neocallimastix	30	644	754	243	127	0	357	391	0	273	0	156	438	153	224	341	23	116	27	43	192	195	199	43	92	47	171	0	85	250	44	166	294	72	293	110	264	216	0	0	96	277	252	516	262	55	136	380	0	167
Neofusicoccum	437	1618	1586	1241	177	4839	1359	773	965	2342	259	191	927	1716	262	1161	28	97	78	197	430	6022	909	922	33	516	2666	1379	115	294	834	560	622	121	313	208	453	325	25	1763	423	320	680	1259	1279	98	110	1682	914	178
Neohortaea	405	5658	4519	1505	434	15591	5633	1071	1406	3283	762	436	2376	1988	2339	2080	231	577	109	264	896	10462	1928	1220	297	1190	7922	11872	1030	438	1953	3536	1017	304	2535	371	671	242	535	5497	907	1376	4292	1672	2642	356	336	2933	1662	479
Neolecta	0	0	344	14	45	0	43	0	0	15	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	16	162	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neolentinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	182	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neonectria	1625	3897	2474	3113	390	827341	4166	4672	2000	7067	520	479	1616	18303	337	1623	196	1597	304	697	852	8486	1634	1666	436	1510	6444	5175	342	1099	1702	784	1551	260	966	414	1896	3943	221	5319	1041	439	1263	26899	8857	931	228	3124	3091	1968
Neopestalotiopsis	1784	3996	6280	4510	765	16279	9010	2497	2285	10112	608	320	1616	4708	180	1586	375	1633	227	867	681	24169	2711	3362	68	1785	27280	1791	740	749	6468	633	2047	351	2839	794	2812	1337	262	11361	35740	516	1878	8698	3691	564	207	1915	1768	599
Neurospora	730	4112	7183	1797	737	23732	2974	2392	1652	7025	499	269	1180	5761	687	894	268	151	85	771	426	3709	1443	1213	34	1683	5712	798	263	511	1500	217	1412	282	367	437	873	249	276	4552	1179	538	934	6339	3838	189	163	1067	933	254
Nodulisporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
Nosema	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	15	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0
Obba	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	52	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogataea	17	0	344	187	37	0	57	495	0	259	190	103	20	0	168	0	0	26	0	39	0	172	28	21	0	24	174	0	25	204	155	0	466	80	0	39	28	17	0	0	0	0	164	0	885	44	0	247	0	0
Oidiodendron	10147	25676	22567	28843	2969	16344	16717	19917	11828	3765	1579	3021	9481	39673	653	17659	1629	923	1243	2930	8296	34788	14933	11416	392	3210	22267	1419	1010	6950	2736	4035	2311	1012	1331	3362	9437	7753	307	37012	1473	5177	3356	13539	22342	1701	2970	2193	16067	3692
Oidium	633	1772	1254	1726	161	850	1144	1208	756	903	44	174	567	2415	0	1157	42	36	63	187	537	1945	740	601	0	280	1197	0	66	416	269	250	220	91	0	153	642	481	0	1866	261	394	244	942	1599	104	170	193	906	231
Ophiobolus	371	1088	1179	726	119	2301	2307	805	521	1420	36	557	786	901	3469	722	562	661	212	157	1578	2688	622	1299	101	371	4189	21100	269	714	1595	4056	318	60	881	143	2272	641	1133	991	1433	480	2370	744	617	48	100	386	511	315
Ophiocordyceps	1060	4973	4873	3358	662	51455	4081	2934	2993	10777	692	443	2555	6385	520	2196	362	363	167	713	855	7578	2672	2287	120	1893	9016	4509	305	830	2400	1368	2312	468	1225	593	1165	814	373	6170	1255	712	1675	6800	4869	374	307	3813	1776	604
Ophiognomonia	91	4722	2099	2671	143	10493	6106	1707	4352	35252	1547	132	3509	647	0	2405	0	184	0	802	0	3416	1587	736	0	4247	16474	0	481	152	6286	0	5636	1328	0	1419	228	0	0	0	0	566	2658	3285	5526	0	0	3391	0	194
Ophiostoma	472	2688	2106	1539	396	11661	2241	1450	1663	6717	398	155	1205	3541	0	961	0	103	69	411	327	3284	1228	1085	29	1169	5041	486	168	286	1317	235	1290	246	310	389	506	237	0	2989	559	302	685	3649	2667	129	122	878	728	210
Orbilia	59	0	237	213	0	1013	133	0	0	186	0	0	0	275	0	0	0	0	0	12	0	474	0	40	0	0	390	0	0	0	0	0	0	0	0	0	15	0	0	202	0	0	0	0	0	0	0	0	26	0
Pachysolen	93	267	367	315	47	894	172	308	0	14	0	41	27	453	0	0	0	0	0	43	0	414	182	23	0	0	357	162	22	15	0	0	0	14	0	30	13	0	0	419	0	51	0	211	0	27	56	0	166	0
Paecilomyces	0	224	0	147	51	1710	0	0	0	0	0	0	0	587	0	0	0	0	0	14	0	243	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	150	0	0	0	0	0	0
Panaeolus	22	169	408	188	83	0	186	0	0	14	0	43	26	221	20	72	247	29	0	0	0	163	0	258	35	0	281	0	21	0	0	0	0	0	0	52	18	0	0	0	0	0	0	154	0	17	28	0	0	0
Paracoccidioides	141	443	780	404	64	1408	367	185	282	470	0	40	349	586	0	335	0	0	0	20	0	1002	242	389	0	16	819	289	0	15	220	0	32	35	0	57	49	0	0	746	49	35	207	311	302	23	18	0	268	0
Paramicrosporidium	59	202	346	28	60	0	0	414	0	14	0	135	227	0	260	283	424	662	0	19	151	0	0	129	47	0	0	504	63	302	0	160	0	35	0	48	0	176	385	0	246	0	1350	0	503	76	52	358	51	166
Paraphaeosphaeria	877	2933	2421	1319	233	4441	2425	891	948	2343	302	712	1328	1837	660	1443	349	553	191	351	1545	3521	957	1419	132	638	3341	5967	434	1275	1234	3526	626	122	824	247	2483	1480	2520	1961	1671	664	1351	1241	1363	132	202	1080	1220	529
Parasitella	25	0	0	0	0	0	0	0	0	184	0	0	22	149	0	0	0	23	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	19	0	0	0	0	0	0	18	0	0	0	0	0	0	0
Parastagonospora	407	1199	1633	697	196	2681	1809	772	537	1637	177	524	882	931	2998	720	478	2280	158	124	1473	2090	639	1904	125	484	4171	27202	340	820	1712	3975	520	120	943	190	2860	879	1093	1018	1516	435	3011	799	631	70	149	525	518	326
Parengyodontium	0	0	0	0	16	1750	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parmotrema	0	0	161	0	0	1853	86	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0
Passalora	0	0	720	0	0	4339	0	0	0	15	0	0	0	140	0	0	0	0	0	0	0	182	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0
Patellaria	512	1699	2017	1665	209	6087	1232	824	1373	1275	232	323	1578	1846	268	1822	34	139	81	141	586	3600	811	1722	46	459	3295	2165	159	294	753	1042	384	113	400	157	423	340	284	2057	989	475	891	1000	1276	127	153	646	1524	165
Paxillus	75	303	272	278	0	1118	344	139	160	0	0	54	172	475	234	54	197	18	0	44	0	268	0	286	0	0	453	0	0	0	57	0	26	0	0	14	0	0	0	454	410	162	185	312	246	19	17	0	0	0
Peltaster	475	6406	7710	7187	5391	29112	4615	1068	12095	5319	693	440	2164	3572	1730	1199	255	661	133	380	1106	22840	40476	1459	461	1086	25887	20173	537	621	2081	4613	1073	255	2847	576	563	164	762	7921	1064	698	4306	4270	1568	210	344	3032	2772	331
Peltigera	63	473	376	188	13	2372	257	128	0	0	0	25	406	358	0	317	0	0	0	38	0	660	165	24	0	0	340	0	0	0	0	216	0	0	0	45	24	0	0	608	0	44	17	194	0	0	0	0	36	0
Penicilliopsis	232	1077	1478	677	86	3179	623	473	501	903	32	111	602	915	0	587	22	73	0	109	0	1835	460	524	0	231	1358	634	52	164	403	181	349	73	131	89	244	160	0	1306	257	244	386	700	902	67	72	320	466	25
Penicillium	3231	11082	17058	9272	1376	40184	8223	7022	6366	13010	1560	1297	6283	13067	2068	7227	1095	765	507	1271	3167	66898	6755	8603	373	3700	22927	83122	781	2272	5198	3839	6280	778	2257	2101	3244	2384	2436	14818	2974	2470	4314	8484	29418	798	926	36944	5786	1644
Peniophora	19	249	196	399	0	429	84	0	208	472	0	0	0	6776	23	151	220	21	0	0	0	400	175	505	0	0	634	0	0	0	0	0	158	25	0	49	18	0	0	144	0	0	162	0	5778	0	0	0	0	0
Periconia	584	1632	2487	1233	201	4893	1276	911	1009	2082	224	563	1301	1723	876	1256	774	432	170	165	1342	3013	886	2372	170	624	3809	5035	197	583	1095	2981	594	128	595	235	1984	1984	559	1730	1348	402	1742	1164	1174	135	128	762	905	267
Pertusaria	0	0	258	0	0	2998	0	0	0	0	0	47	198	0	0	0	0	23	0	0	0	151	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	58	0	0	0	0	180	80	0
Pestalotiopsis	1713	4400	5836	4577	975	20531	5873	2234	2016	8455	594	302	1703	5488	194	1429	263	1909	267	882	614	26347	2569	3277	67	1558	28602	1962	717	722	7007	673	1740	324	1209	756	2731	1323	344	11654	41699	466	1870	8988	4035	578	185	1695	1729	563
Phaeoacremonium	1747	10251	6145	5393	1468	40301	8619	5481	6672	31467	1540	538	4132	11400	209	3024	379	387	261	1726	891	10351	5481	3138	114	5111	20138	1186	632	1080	5792	662	5782	1098	1302	1509	1529	756	23	10246	2160	907	2209	16021	9994	472	361	3660	2218	836
Phaeomoniella	442	2282	3477	1378	241	5507	1285	890	1134	2081	85	201	965	1726	207	1409	56	113	161	204	513	3578	1049	1567	28	608	4271	659	164	258	2871	558	4714	474	346	201	474	273	26	3019	424	593	825	1447	2492	131	118	1546	833	191
Phaffia	0	234	161	135	0	0	0	0	0	15	0	0	0	25	182	63	0	65	0	26	0	403	173	191	0	46	464	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	271	0	0	0	0	129	25	0
Phakopsora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
Phanerochaete	19	0	167	0	44	0	0	0	0	0	0	0	0	217	0	70	0	47	0	0	0	0	0	189	0	18	133	0	20	0	0	0	0	0	0	25	0	0	0	0	0	0	13	0	0	0	31	130	0	0
Phellinidium	16	0	0	0	0	0	0	0	0	0	0	0	0	167	0	63	0	0	0	0	0	0	0	263	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phialemoniopsis	1433	7799	5147	3974	1201	38714	5944	4210	4142	17430	1038	438	2864	10032	241	2148	386	261	197	1352	911	7455	3310	2908	105	3150	12488	1618	468	901	3448	816	3294	628	1497	875	1353	669	228	8093	1857	723	1464	10908	7162	398	309	2526	1941	565
Phialocephala	61067	126893	200622	167485	18282	67121	106627	111965	54040	9970	10143	14457	28694	238148	2349	104460	10574	5037	7003	13485	50647	144511	87460	56539	2025	15579	97657	2772	5133	39441	12360	18657	9712	4988	5710	18606	52240	45421	611	175261	3012	24920	13945	73931	122781	9257	17523	7757	96541	20624
Phialophora	564	2368	2765	1514	270	5517	4386	1210	1102	3023	636	255	1071	2084	1429	1424	372	199	105	262	1970	4338	1598	2753	53	2240	3660	2755	568	413	1219	1350	648	158	2292	248	562	307	1252	2543	1041	640	1733	1339	1827	196	217	1063	984	302
Phlebia	0	0	0	0	0	0	0	0	0	0	0	0	0	306	21	56	157	0	0	0	0	0	0	224	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	218	0	0	0	0	0
Phlebiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	71	0	0	0	0	0	0	0	209	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlyctis	34	0	342	226	16	1928	0	0	0	14	0	0	301	286	0	0	0	0	0	18	0	346	0	0	0	0	135	0	0	20	0	0	0	0	0	22	34	0	0	285	0	0	0	0	0	0	0	0	56	0
Phomopsis	0	0	0	0	0	0	35	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycomyces	0	0	132	22	33	0	0	0	0	0	0	33	0	0	0	18	162	48	0	16	0	0	0	24	30	27	0	0	20	17	0	0	167	16	0	22	0	0	0	0	0	0	15	0	0	0	30	144	0	0
Phyllopsora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
Pichia	0	0	1019	18	51	0	149	0	0	20	0	0	188	145	0	0	0	55	0	0	0	158	21	173	0	17	175	135	25	0	24	0	23	39	0	56	0	0	180	0	0	0	16	0	0	19	29	0	34	0
Piedraia	157	1257	1301	473	126	6697	970	407	367	663	36	120	597	644	420	534	0	174	25	69	145	2281	405	361	92	269	1780	2871	176	17	507	887	292	83	631	94	189	0	22	1492	278	280	1003	494	379	43	65	527	640	25
