genus	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Dothistroma	1049	10204	63190	4886	1201	21053	13943	2433	4361	4763	707	817	9150	20386	4198	1852	521	901	161	373	1364	34241	4390	1939	419	1732	19346	13574	1098	1057	5470	5906	3047	379	3956	565	1699	974	572	8191	934	4076	8099	2064	2254	449	555	3315	3078	634
Drechmeria	261	1067	939	552	145	15206	858	576	579	2287	75	100	534	1389	0	450	0	76	0	166	0	1627	478	593	0	402	1799	982	60	32	513	0	450	82	170	112	262	147	0	1189	299	44	335	1556	962	44	48	969	342	0
Drechslerella	113	932	1049	357	85	1356	1109	494	396	4441	345	52	449	618	0	660	0	58	66	121	0	1378	307	431	0	649	1575	162	100	19	884	215	778	153	0	129	207	15	0	669	0	162	612	672	957	27	15	622	225	44
Elaphomyces	241	729	1021	801	128	1459	557	515	468	405	33	101	507	1237	0	802	244	64	72	73	670	1336	564	581	24	158	1108	388	57	49	274	208	230	34	0	86	317	268	19	1508	0	234	406	432	695	52	59	139	590	0
Elsinoe	1245	19590	30830	3321	1667	13101	146103	15200	13302	12522	1161	1014	3707	3652	2833	24207	229	12190	440	565	1379	15971	3805	2585	206	2576	21965	8243	1435	2460	4322	7002	2723	1050	21455	701	5856	3773	575	4755	1126	1402	167963	5680	5307	1525	399	4495	1978	916
Emergomyces	57	168	247	177	0	586	0	0	0	255	0	25	29	282	0	0	0	0	0	0	0	413	0	42	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	195	0	26	0	0	0	0	15	0	32	0
Emmonsia	138	551	698	443	89	1385	397	341	341	405	0	33	446	732	0	424	0	21	0	71	0	1035	314	418	0	0	918	265	21	0	229	0	34	35	0	71	30	0	0	826	0	50	197	361	336	30	60	0	271	0
Endocarpon	578	1898	2973	1794	322	5219	1733	1320	1289	1490	283	284	1476	2705	263	1432	272	157	109	192	879	4136	1332	2458	42	827	3293	1050	211	384	1022	752	786	127	616	317	589	435	158	3060	572	524	1036	1462	1948	170	235	639	1274	261
Endogone	0	0	166	22	33	0	0	0	0	0	0	34	0	0	0	0	148	27	0	0	0	0	0	321	0	21	284	0	22	0	0	0	186	33	0	67	0	0	0	0	0	0	0	0	0	0	36	136	0	0
Enterospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	241	0	0	0	0	0
Entomophthora	29	190	432	182	65	0	0	281	16	16	0	27	235	0	19	0	229	88	0	12	0	0	0	175	44	22	331	0	44	0	16	0	234	26	132	55	17	19	25	0	0	0	154	134	0	23	79	167	36	0
Entomortierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	38	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
Entyloma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epichloe	121	572	587	406	53	7617	555	303	388	1906	64	36	321	760	0	281	0	79	0	96	0	1019	360	336	0	373	1063	539	22	29	379	0	397	61	0	59	38	0	0	663	0	0	336	924	717	34	28	429	208	0
Epicoccum	1454	1617	2275	614	153	1896	975	726	1258	3458	611	737	973	1171	1549	1066	138	1511	347	616	1532	5194	1372	1366	1347	1292	8414	113990	257	669	1380	13552	2987	163	1372	980	1941	530	5119	815	2880	534	4170	848	1150	86	399	3687	444	370
Eremomyces	436	1536	1906	1876	203	6873	1151	889	1179	1394	253	285	1192	2420	213	2142	31	106	82	142	535	3073	1026	1484	61	434	2742	1326	125	315	810	723	371	96	408	159	362	362	208	2472	996	520	837	1104	1245	135	173	467	1720	226
Erysiphe	1707	6206	4412	4820	566	4514	4916	4662	2287	10938	936	622	2040	7215	350	3757	334	269	206	672	1756	6405	2697	1797	159	1755	4544	3584	335	1150	2320	1056	2202	527	460	491	1570	1254	51	6135	876	1199	2074	3485	5255	269	551	2223	2818	757
Escovopsis	260	1113	984	815	152	12463	898	667	632	2022	48	99	509	1579	0	482	0	65	0	144	0	1607	485	466	22	367	1626	844	59	39	443	0	402	105	197	145	296	223	0	1287	225	76	203	1399	1097	102	58	712	407	0
Esteya	0	0	148	0	0	871	122	0	0	688	23	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eutypa	664	3149	3095	1914	412	13968	2622	1657	2021	6794	432	237	1540	3420	170	1082	31	230	75	456	469	5426	1718	2446	43	1263	7487	824	182	427	1862	260	1463	254	517	501	709	362	0	6060	3186	355	783	3908	2656	383	144	1228	1077	264
Exidia	0	142	146	152	0	0	0	0	0	14	0	0	0	156	23	5084	185	0	0	0	0	312	16	3812	0	88	1642	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	134	0	0	20	0	0	0	162
Exophiala	2285	10486	11016	6081	1091	24923	7807	5401	4748	9030	1329	888	4632	8286	1544	5559	1531	729	426	785	4735	17157	5458	9178	198	5740	13187	6321	1023	1330	4178	4140	2799	553	3572	941	1977	1431	1788	12754	2880	2245	6123	5343	7959	631	707	4080	4001	1038
Exserohilum	160	710	864	464	59	3053	608	355	329	989	38	253	527	570	311	453	0	185	63	64	431	1204	321	556	52	253	1823	4796	115	324	479	1444	264	52	197	58	306	334	393	766	638	190	709	454	299	42	22	278	489	0
Fibroporia	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	38	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibularhizoctonia	64	0	205	264	13	0	0	0	191	19	0	0	25	414	0	60	220	0	0	23	0	381	171	359	0	0	248	164	0	18	0	0	0	0	0	23	15	0	0	193	0	0	0	0	292	0	0	0	134	0
Fistulina	122	1757	2075	398	563	400	1585	760	573	528	0	420	1106	320	157	1543	184	593	367	83	1275	670	353	368	367	380	847	450	276	685	59	620	102	18	1388	301	727	652	359	407	181	852	1001	1760	0	200	541	1940	0	650
Flammulina	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fomitiporia	0	0	0	14	0	0	0	0	0	0	0	0	0	196	0	75	0	0	0	0	0	0	0	282	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	218	0	0	0	0	0
Fomitopsis	0	0	217	0	27	0	0	0	0	0	0	0	0	353	0	65	158	0	0	0	0	137	0	272	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0
Fonsecaea	490	1982	2459	1444	269	6958	1810	1086	1083	1961	314	236	998	1847	366	1372	333	137	106	191	933	3600	1272	2454	29	991	3052	1178	176	338	764	800	685	145	649	233	487	384	241	2559	596	513	1048	1273	1643	120	185	719	988	361
Friedmanniomyces	1597	15604	30218	4891	1404	90607	11659	3896	3778	10766	1576	1115	6812	5503	6613	5147	539	1715	397	1207	2161	25396	6287	4493	821	4432	24613	31192	1843	1281	10532	15021	3125	2056	6002	1226	1779	657	1291	20154	1835	2592	13764	5453	4753	633	910	8854	7985	1100
Fusarium	7873	28773	28501	19768	3600	1447391	24884	19537	21134	54142	4467	3036	13592	54491	3778	13242	2716	5896	1378	4127	8765	88360	13454	14336	1535	10928	49189	145913	2300	6471	13414	10344	11647	2485	7408	3685	9778	10722	6856	32914	13190	4468	9784	66089	40052	2909	1790	20972	13743	6033
Gaeumannomyces	389	2300	1643	1355	335	8751	2020	1300	1421	6188	383	167	935	2819	0	738	146	87	48	414	280	2308	1091	902	30	1074	4193	568	151	308	1313	0	1092	182	353	348	444	264	0	2658	940	244	561	3293	2099	123	96	868	554	283
Galerina	37	0	0	310	0	0	35	0	33	15	0	0	0	275	0	147	315	0	0	0	0	0	0	356	0	0	184	0	0	18	0	0	0	0	0	0	0	0	0	132	0	0	0	0	217	0	0	0	0	0
Gamarada	130	1006	270	454	66	1128	182	360	217	0	0	43	392	603	0	543	0	0	0	97	0	757	202	227	0	15	675	0	40	255	0	176	0	14	0	96	201	0	0	576	0	90	0	259	340	0	21	0	41	0
Gamsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
Ganoderma	0	0	0	0	0	991	0	0	0	183	0	0	160	310	0	186	189	0	0	0	0	0	0	365	0	20	166	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	14	0	310	0	0	0	0	0
Gautieria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	100	0	0	0	0	0	0	0	420	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelasinospora	0	0	0	0	0	0	85	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelatoporia	512	8456	7868	456	2543	1429	5786	2541	894	1397	36	1502	2245	906	1343	5895	181	2478	1301	511	4519	2768	244	851	1779	1862	2188	976	1422	2884	307	3267	1224	222	5750	1256	3542	2958	1300	953	944	3874	4451	6957	1460	1166	2529	7650	232	2849
Geosmithia	296	1351	1378	965	199	17239	1075	827	765	3080	153	104	729	1789	269	630	336	119	47	181	0	2331	678	707	0	567	2662	2635	85	206	685	434	663	129	290	204	342	203	221	1720	377	66	395	1935	1335	81	72	1424	511	131
Geotrichum	48	195	169	18	58	198	130	0	0	0	0	25	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	19	0	22	13	0	799	0	0	0	136	0	0	0	0	0	0	0
Gigaspora	51	474	769	284	132	0	295	407	154	203	0	132	476	137	254	363	345	118	0	43	209	184	276	279	75	45	385	362	91	220	34	172	335	68	232	89	229	226	231	0	76	163	240	456	489	67	121	317	47	153
Glarea	12089	29833	28720	34467	3290	17006	20010	23592	28816	3572	3294	3984	10712	48113	623	21915	2374	1098	1601	3486	16951	36015	17512	33689	453	3928	25001	1520	1241	8647	3162	4696	2495	1175	1472	4177	10933	9006	397	39245	2218	6382	7722	16271	26084	1962	4390	2243	19128	4440
Gliocephalotrichum	0	0	0	0	0	642	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	48	172	0	0	0	0	0	0	245	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0
Glomus	405	5287	9527	393	1745	830	4716	2185	864	1200	32	1266	2279	503	660	3049	322	1149	529	171	2667	1796	435	721	1382	689	2004	1632	934	1884	259	1675	646	101	4300	993	2792	2299	332	937	917	2725	2205	4654	392	835	1449	3274	242	1894
Glonium	1197	2991	3390	2925	348	7724	2070	1993	1853	1811	312	535	2134	3910	414	2525	311	271	193	376	1232	6272	1778	2113	86	692	4698	2276	216	790	970	1257	612	189	561	341	1077	783	229	4167	899	815	1285	1928	2502	213	336	680	2396	449
Golovinomyces	2483	8786	6709	7432	943	10458	6156	5612	3364	8645	742	1240	5352	10352	616	5590	485	852	659	845	3200	8616	3939	2731	375	1777	6670	6522	431	2124	1725	3048	1567	525	1000	929	2979	2074	7510	8687	631	2247	2320	6932	6429	493	1580	5635	3855	1250
Gonapodya	656	850	1624	33465	788	2161	919	2908	586	1553	15595	644	842	626	14432	5257	7620	170	90	80	40846	214	598	376	131	58327	544	6253	598	1204	1392	1594	4454	251	52718	285	3742	3464	625	2841	1381	1863	1918	623	5671	4883	1750	12874	13665	76559
Graphis	0	0	140	0	0	458	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	177	16	27	0	0	160	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	25	0
Grifola	0	185	0	0	0	1719	34	0	25	209	0	0	0	317	19	230	202	0	0	0	0	147	19	301	0	0	344	265	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	318	0	0	0	0	0
Grosmannia	534	2729	2112	1606	393	11385	2065	1615	1646	6370	426	185	1150	3528	21	979	23	120	59	400	361	3084	1253	988	20	1192	4562	275	185	375	1317	176	1219	225	300	352	602	333	0	3037	557	291	602	3477	2699	158	130	897	769	203
Gymnopilus	18	0	0	154	0	0	0	0	0	185	0	0	0	253	0	81	251	0	0	0	0	0	0	438	0	0	250	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0
Gymnopus	69	570	562	368	98	1005	373	274	304	419	23	79	413	520	217	397	831	51	0	78	0	747	294	622	85	29	805	138	21	173	16	0	318	57	0	97	25	0	0	516	0	28	229	401	780	42	50	131	201	0
Gyrodon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamiltosporidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hanseniaspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haplosporangium	17	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harpochytrium	0	0	0	272	30	600	0	0	0	0	147	0	0	229	0	0	189	0	0	0	418	0	0	0	0	338	0	0	0	0	0	0	0	0	550	0	377	0	0	0	0	0	0	0	0	13	0	0	0	411
Hebeloma	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	49	190	0	0	0	0	0	0	186	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicocarpus	232	742	1027	618	81	2126	569	442	487	788	26	125	667	919	0	549	0	31	45	97	143	1440	443	540	0	187	1409	525	58	23	350	155	254	42	0	104	202	0	0	1034	52	71	299	581	617	43	75	128	398	0
Heliocybe	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	45	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hericium	0	0	0	0	29	0	0	0	0	0	0	27	0	594	18	64	0	0	0	0	0	0	0	166	27	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	456	0	40	0	0	0
Hesseltinella	0	165	209	19	66	0	130	0	0	21	0	0	20	0	0	0	0	64	0	0	0	0	0	0	15	0	0	0	24	15	0	0	143	15	0	48	0	0	0	0	0	0	0	138	0	0	39	169	0	0
Heterobasidion	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	70	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0
Heterodermia	0	219	387	143	0	1590	288	0	171	1572	46	57	203	27	0	0	0	0	0	32	0	0	0	0	0	208	310	0	20	0	241	0	214	50	0	0	0	0	0	0	0	147	147	144	240	0	0	143	0	26
Hirsutella	229	1292	1866	906	201	16595	1048	770	1132	2892	91	158	787	1699	0	593	0	105	20	184	387	2365	782	673	0	502	3218	1227	96	213	512	192	702	87	319	213	325	186	0	1602	470	284	780	1862	1142	91	76	1089	451	39
Histoplasma	142	568	888	504	70	2518	448	342	462	455	31	71	497	549	0	390	0	57	24	45	155	921	311	320	0	135	1212	233	60	0	273	179	52	46	0	87	27	0	0	857	0	187	243	394	288	44	50	0	330	0
Hortaea	1430	16367	15806	4522	1518	127313	13286	4500	4282	8913	1805	1492	8388	6322	7239	5527	635	2097	416	792	2181	34103	5161	3538	1221	3930	25659	51536	2404	1635	7889	14724	3808	1459	8909	1393	2176	740	1918	23306	2988	3284	16142	3962	4757	790	843	8810	9792	1367
Hyaloscypha	58826	127768	98022	165192	13664	65128	97844	111942	62794	7928	7375	14470	30633	230712	2391	101310	9298	4321	6794	13509	47141	144442	78869	50924	1989	15211	95350	3265	5379	39253	12201	19152	9776	4969	5608	18415	51045	45174	812	177733	4825	25595	14190	69918	122213	9493	16787	7750	94398	20212
Hydnum	18	388	639	0	103	0	322	126	21	0	0	93	338	0	0	43	0	72	0	0	0	149	0	214	65	27	278	0	67	23	24	0	46	19	226	77	24	0	0	0	0	0	24	182	477	55	83	193	26	0
Hyphodiscus	13681	31199	24951	37869	3359	13522	22258	26345	14184	2660	1803	3833	11551	53030	609	23902	1990	1064	1568	5677	11326	38807	18628	12838	434	3761	26190	1210	1433	9307	3040	17614	2293	1184	1402	4204	11930	10233	102	44238	968	6383	3692	16345	28716	2219	3881	1891	21474	4637
Hypholoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	141	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphopichia	0	0	0	0	0	0	45	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypocrella	20	0	0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypomyces	0	0	0	0	0	0	97	0	0	634	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypoxylon	1558	7540	6781	4201	880	28352	6275	4029	4220	17775	1059	489	3000	8270	264	2468	347	557	182	1079	1055	11587	3751	5859	93	3230	16899	1733	518	890	4922	821	3625	584	1772	1000	1926	808	306	14939	9457	955	1757	9572	6414	1056	330	2591	2421	632
Hypsizygus	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	53	280	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hysterangium	0	0	0	0	0	0	0	0	0	0	0	0	0	129	20	102	0	0	0	0	0	0	0	444	0	0	222	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilyonectria	0	0	0	0	14	13604	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	184	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	430	247	0	0	0	40	0
Imshaugia	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infundibulicybe	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	25	162	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jaapia	0	0	0	0	0	0	35	0	24	0	0	0	0	255	340	88	208	0	0	42	0	0	0	397	0	0	221	0	0	0	0	292	0	14	0	0	0	0	0	0	0	0	181	0	287	0	0	0	0	0
Jaminaea	277	2536	145	634	27	0	203	291	1397	485	30	64	294	0	725	84	0	120	0	53	0	866	315	32	96	326	912	269	149	0	287	715	398	78	0	125	15	0	0	194	0	353	800	2147	1050	19	0	1220	0	0
Jimgerdemannia	16	236	514	187	86	0	151	309	0	160	0	89	191	0	148	19	250	71	0	29	146	193	192	570	0	22	2240	0	19	0	19	0	340	36	169	64	158	14	26	135	49	30	205	181	431	52	50	230	35	0
Juglanconis	669	8696	5893	2369	401	13485	12842	2876	5825	70937	3017	167	3487	1699	247	4097	0	194	0	1509	0	5490	3709	728	0	7686	19385	0	856	347	11129	524	11096	2404	0	1616	516	0	0	1413	0	865	4623	8160	9993	34	35	6524	0	382
Kalaharituber	132	245	351	315	63	705	259	157	181	321	0	0	240	507	0	291	0	0	0	47	0	643	231	230	0	0	600	0	0	19	164	0	0	17	0	57	21	0	0	554	0	26	0	0	257	21	0	0	226	0
Kalmanozyma	0	401	0	0	0	0	0	0	0	150	0	0	0	0	306	0	0	0	0	0	0	142	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
Karstenula	440	1356	904	526	98	2034	1273	404	395	1489	64	330	566	817	308	709	192	235	91	147	682	1606	436	605	55	291	1469	1880	234	594	637	1350	340	76	343	87	1389	729	891	809	809	301	592	541	596	48	76	501	626	280
Kazachstania	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Kluyveromyces	18	0	130	0	47	1719	0	0	0	143	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Kockovaella	51	1049	712	144	50	0	2422	0	0	373	22	44	0	0	905	72	28	342	0	61	0	702	424	158	61	387	523	752	119	0	161	1862	0	38	438	0	0	0	37	0	60	0	1922	0	215	26	0	155	0	0
Komagataella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kwoniella	354	4853	2873	648	183	1075	2883	1104	324	1282	56	181	436	503	3641	1144	0	1132	21	378	230	2845	1645	663	122	1516	2533	2633	467	30	673	6504	318	332	1023	95	250	0	484	735	903	319	10107	835	1501	85	89	1471	239	330
Laccaria	60	167	0	168	0	0	38	0	21	0	0	0	0	260	262	50	323	0	0	45	0	392	160	505	24	0	279	0	17	0	0	0	0	38	0	30	0	0	0	165	0	0	17	0	218	0	17	0	0	0
Lachancea	0	171	199	176	45	482	0	0	0	155	0	0	30	248	0	0	0	52	0	0	0	151	30	0	0	0	146	0	0	15	0	0	0	29	0	20	14	0	0	132	0	24	23	0	0	13	16	0	0	0
Lachnellula	47709	111874	135475	135747	17044	59337	82347	91500	55157	14480	7305	13572	40771	187643	2221	83652	7681	3779	5573	12730	47450	138167	71008	49286	1613	14443	102441	4144	4689	32527	11071	17337	9611	4296	5328	16228	42472	37330	1042	154745	5259	22588	18011	61076	101720	8042	14252	8017	76116	16662
Lactarius	0	0	170	0	0	0	0	0	0	0	0	0	0	455	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0
Laetiporus	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	45	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lasallia	1102	3018	3926	3287	499	4957	2298	2088	1780	1344	286	373	2111	4446	303	2406	265	176	123	357	1083	5521	1863	2648	73	662	5056	1203	230	741	2135	922	584	126	503	356	1066	828	37	5022	442	758	1324	1961	2677	260	280	565	1953	404
Lasiodiplodia	425	1408	1794	1142	163	6756	1175	736	1031	2199	238	152	930	1590	231	1064	41	111	74	180	422	5823	841	1000	49	792	3155	1561	121	272	832	759	549	134	388	182	464	254	39	1862	500	321	729	1298	1055	91	105	741	804	219
Lecanicillium	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lecanora	22	217	164	182	54	1693	194	0	0	0	0	0	173	452	0	0	0	0	0	0	0	233	21	28	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	139	319	216	0	0	0	48	0
Lentinula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentinus	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentithecium	609	1832	1763	958	143	3591	1041	640	743	1577	345	938	1509	1173	587	1225	2077	387	229	157	2169	2031	790	1499	130	505	2371	3268	285	918	1014	1134	463	104	609	145	1440	1494	514	1358	2183	545	1107	973	859	88	93	473	766	317
Lenzites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lepidopterella	941	2550	3789	2506	326	9404	1842	1619	1880	1284	303	719	1949	3080	265	2608	310	274	191	223	1340	4365	1635	2324	92	519	4016	1335	189	616	837	977	477	116	538	275	823	676	52	4418	1000	1119	1006	1616	1738	225	318	529	2493	359
Lepista	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptogium	0	0	0	138	0	805	0	0	0	0	0	0	559	66	0	0	0	0	0	0	0	0	30	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
Leptosphaeria	191	706	815	399	86	2164	687	183	333	1106	31	240	534	616	504	475	161	197	65	65	509	1096	311	596	57	249	2095	4109	103	536	515	1382	293	68	812	120	456	367	428	741	697	207	695	560	394	42	69	303	336	0
Letharia	717	2995	3000	1986	387	4081	1818	1370	1447	1845	275	379	1520	2540	190	1556	49	130	110	234	655	10876	1287	2282	57	548	4087	932	185	418	1808	676	620	219	469	275	661	453	32	4053	371	482	1073	1471	1704	223	206	578	1262	268
Leucoagaricus	0	0	0	0	0	0	0	0	0	17	0	0	0	277	0	51	245	0	0	0	0	0	0	220	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0
Leucosporidium	94	404	857	404	42	0	302	0	267	1024	0	0	0	159	305	43	0	51	0	61	0	2408	1108	380	0	20	1596	219	21	0	281	334	0	55	0	28	13	0	0	722	413	0	718	284	424	0	0	442	265	0
Lichtheimia	42	201	486	178	69	0	130	0	17	14	0	33	199	0	156	21	301	93	0	41	0	204	306	191	42	27	160	0	54	17	0	0	261	29	134	58	26	15	239	308	0	25	23	132	134	53	76	245	199	0
Linderina	0	0	221	19	35	0	0	0	0	0	0	43	0	0	0	0	148	47	0	0	0	0	0	0	28	17	0	0	22	0	0	0	170	23	0	47	0	0	0	0	0	27	20	0	0	18	44	163	24	0
