genus	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Abditibacterium	40	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	771	0	0	0	418	48	0	445	1444	0	0	0	0	0	0	759	0	1141	0	0	0	0	0	0	0	0	0
Abyssibacter	0	0	0	364	0	0	0	392	42	0	642	0	0	0	0	0	72	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	444	0	0	0	409	0
Acaryochloris	0	0	2460	33	305	0	4500	1415	48	0	627	135	0	8521	0	820	34409	0	116	0	598	0	0	2586	0	0	0	797	0	767	0	629	0	0	335	739	0	466	522	423	0	0	0	0	537	69	0	0	1617	392
Acerihabitans	66	0	0	0	0	0	0	0	0	0	560	0	0	73	0	0	60	0	0	40	0	975	496	0	0	379	0	0	0	0	0	0	401	0	0	0	0	673	0	454	176	0	0	0	824	0	0	550	355	177
Acetoanaerobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0
Acetobacter	1081	15850	24073	6091	4270	9760	9154	14446	4634	2996	5927	3687	7962	2206	4877	11293	3837	2275	1626	1067	8107	12385	7963	14862	2566	5741	9754	5833	2435	6743	5130	6581	7116	828	11903	2684	7237	8067	2835	12074	4201	7529	7306	14029	23811	2148	2772	10636	6599	6597
Acetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetonema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromatium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter	1939	15297	9778	11698	1444	29466	8094	28197	12002	5756	27327	2125	7062	6519	7745	12152	7354	1275	1739	3161	12442	27069	18838	8161	1985	13201	24698	14529	1183	5470	34397	82369	19741	1533	13692	1048	9510	8287	12906	33568	12336	6778	5495	28487	35663	1995	1631	18652	16889	7370
Acidibrevibacterium	103	434	4630	1152	332	1506	100	2102	610	50	719	0	0	0	329	1049	1273	0	0	60	354	681	868	10435	41	409	1567	727	102	0	584	424	1491	70	442	140	560	899	418	4099	0	74	552	557	7579	191	0	909	1102	0
Acidiferrobacter	0	0	0	398	0	1582	0	1068	502	0	588	0	0	0	0	48	499	0	0	0	321	0	386	336	0	0	0	0	0	0	351	0	564	0	0	0	0	0	0	602	0	0	0	0	1802	40	0	0	371	59
Acidihalobacter	73	0	640	925	167	1643	102	2140	955	48	1391	84	549	435	443	1077	1005	0	160	103	1384	844	788	567	148	618	808	1350	39	407	709	534	867	51	1039	0	762	736	0	1716	746	548	0	1145	2858	209	125	628	976	775
Acidimangrovimonas	55	799	0	39	0	0	458	1129	50	0	665	230	567	61	467	964	502	55	86	123	836	0	0	0	245	473	0	1516	149	573	514	1071	598	56	4093	0	1263	896	50	438	700	660	593	346	574	120	0	1418	433	393
Acidimicrobium	216	578	0	53	0	0	0	2795	1075	0	2166	541	901	607	521	5242	2366	0	223	143	2928	0	0	561	671	1165	0	5502	238	1428	997	2909	1605	156	1513	0	1575	2135	2060	1044	1845	1715	0	1128	2506	235	169	1454	1255	1522
Acidiphilium	285	2405	7345	3002	673	3376	1037	4122	1944	693	2514	368	924	1031	1015	2605	3105	180	254	252	1915	2656	2478	13346	247	1852	3427	1907	263	944	1980	2283	3480	270	2009	326	1338	1999	1092	7902	1130	1118	1065	2386	12381	389	199	2468	2745	1120
Acidipila	203	1399	9688	1878	305	198902	922	2972	1729	591	2044	0	0	6360	385	1777	3327	0	197	114	1370	2957	2567	8140	41	888	2375	1069	135	39	3325	1201	2330	131	825	224	0	51884	714	19502	126	657	0	3278	51574	2075	160	901	2351	1052
Acidipropionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	3645	0	567	0	0	0	0	0	0	0	0	0
Acidisarcina	0	527	4778	788	120	47874	207	1141	662	46	795	0	0	1517	0	68	1469	0	0	0	0	992	805	8821	0	0	1067	0	0	0	1093	0	641	35	0	56	0	10995	0	5815	0	0	0	1097	11205	534	0	0	884	0
Acidisoma	181	1686	7003	1712	372	3619	681	2414	1063	532	1296	195	63	513	691	1576	2044	75	48	82	1078	3083	1564	11533	144	1035	2485	1074	177	453	1532	1336	1911	148	830	171	722	1063	778	4878	610	676	835	764	7859	283	51	1778	2777	540
Acidisphaera	1041	6186	55796	8748	2056	7349	2603	12991	4312	2294	4734	643	1066	1729	2070	8745	6683	446	422	494	3525	10153	6408	82544	497	3406	14142	4345	652	1551	5587	5666	11906	911	3467	922	2487	3218	3326	28286	2455	2590	2698	5934	42101	1374	453	6212	8296	2343
Acidithiobacillus	265	1333	1941	1855	279	4979	837	3151	2035	523	2719	322	1106	836	879	2194	1812	232	237	275	2171	1552	2087	1251	233	1946	1781	1873	136	688	1591	2005	2577	157	1939	167	1246	1598	642	4316	1285	906	706	2207	4022	336	250	2118	1883	1413
Acidithrix	0	0	0	0	0	0	0	376	47	0	483	0	0	0	0	807	607	0	0	0	561	0	0	360	0	0	0	347	0	0	0	0	74	0	0	0	0	402	476	1189	0	0	0	0	338	0	0	0	92	0
Acidobacterium	301	1202	8190	1907	304	179270	694	3773	1871	632	1586	562	614	6083	1091	3542	4087	153	270	60	2922	2182	1801	7861	380	1555	1872	5874	128	2302	3097	5093	2005	135	1617	212	711	47951	1597	16854	2028	1047	1036	2049	48259	2012	137	2309	2301	2062
Acidocella	294	2337	7108	3826	658	5006	1111	4811	2392	711	2558	324	801	1205	1089	2975	2968	176	292	322	2158	2957	2932	14041	283	1526	4334	2061	274	984	2308	2284	3966	310	2221	295	1750	2207	1236	17866	1418	1294	1080	2943	22058	430	263	2732	3907	1231
Acidomonas	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	431	0	870	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	318	0	0	33	0	1183	0	0	0	0	0
Acidothermus	64	0	0	0	0	0	0	453	40	0	76	0	0	0	0	83	487	0	0	0	0	0	0	336	0	0	0	841	0	0	0	422	533	42	456	0	459	0	636	0	0	60	0	0	416	41	0	0	68	0
Acidovorax	14157	236842	37473	57125	7599	153220	56236	130178	77776	30789	139298	53775	66490	29744	1432291	75089	24374	54171	14206	34959	596601	127417	106367	22844	85062	177203	114362	569632	16978	186346	97821	401443	121089	9035	365777	6170	110700	122289	180530	167363	727595	223784	757748	135685	150051	8876	19345	340192	57392	276899
Acinetobacter	4907	62787	58818	17334	13562	31325	40085	38919	18889	23042	11994	12890	49343	13751	16897	35200	7499	28702	7752	5406	30525	35790	15160	11196	10142	17818	28786	31957	8164	21932	9744	38328	18141	4325	36758	9247	32231	25031	21868	20000	19963	27437	60418	61252	31120	6666	12725	82274	8393	20454
Acrocarpospora	130	0	421	0	0	0	0	1098	546	0	985	529	48	0	772	1337	787	0	791	157	3780	0	0	762	171	717	0	1686	91	2507	607	2564	717	0	5730	0	732	781	1526	490	1043	1232	0	480	687	95	51	544	467	1754
Actibacterium	0	821	0	0	0	0	470	1118	451	0	567	231	766	69	553	1021	405	0	91	134	980	0	0	0	210	450	0	1656	165	547	392	942	430	41	5438	0	1413	898	0	0	721	756	624	0	543	65	37	1366	421	440
Actinoallomurus	76	0	374	0	0	0	0	378	70	0	622	133	0	0	0	726	456	0	293	0	1200	0	0	756	46	405	0	862	42	811	429	1323	562	0	2003	0	396	31	974	0	439	582	0	0	365	0	0	0	0	672
Actinoalloteichus	72	0	0	0	0	0	0	0	44	0	400	104	0	0	0	73	412	0	226	0	975	0	0	344	0	519	0	825	0	643	0	1289	133	0	2461	0	447	398	839	0	551	456	0	0	338	34	0	0	0	561
Actinobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91
Actinocatenispora	165	0	342	0	0	0	0	988	557	0	1056	246	50	0	334	1090	829	0	547	57	1709	0	0	579	136	554	0	1255	42	1116	563	2078	782	0	4214	0	769	645	1357	0	941	854	0	509	574	104	71	426	435	1037
Actinocorallia	170	0	0	0	0	0	0	1016	711	0	1174	358	0	0	360	1342	771	0	544	116	2639	0	0	628	150	1651	0	1507	63	1629	817	2172	839	106	4423	0	667	980	1391	649	878	1014	0	533	600	188	59	585	607	1834
Actinocrispum	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	58	0	193	0	390	0	0	330	0	0	0	0	0	436	0	398	62	0	1149	0	372	0	424	0	0	71	0	0	0	0	0	0	0	0
Actinokineospora	352	1090	608	420	0	0	0	1938	1168	40	2223	632	550	401	819	2457	1467	118	1030	266	4444	462	481	1163	340	1919	4719	3193	222	2858	1262	5090	1440	141	7986	0	1656	1401	3840	1344	2561	1853	493	888	1652	281	141	1417	997	2688
Actinomadura	1540	6565	5350	3204	584	6121	2323	11408	6763	2219	10113	3179	4654	2946	4445	13086	7927	849	4479	1160	22731	6827	3435	8073	1667	9059	4192	16939	1197	14917	6208	22224	8189	968	37835	474	8663	8116	20277	7722	11244	10153	2850	10750	11734	1529	1259	9895	5574	14455
Actinomarinicola	538	1622	0	1360	252	609	0	5884	1593	501	3689	1082	978	969	855	6759	5052	222	404	335	5525	1304	862	2908	931	1962	1048	7970	341	4388	2677	7589	3255	393	2204	41	2845	4786	8058	6030	4313	3467	882	2794	4922	692	240	3847	3400	2977
Actinomyces	455	1504	451	944	153	1688	370	4350	1724	394	3257	697	805	905	724	5181	3676	323	459	245	4307	1211	578	2004	780	1699	949	6362	316	2602	1984	5640	2237	290	6708	92	3471	3482	6763	3510	3939	2479	993	2108	3835	474	188	3133	2084	2638
Actinomycetospora	351	1717	1781	431	218	0	0	4614	667	809	1218	323	0	0	1137	2241	1646	149	336	594	1981	1381	700	4458	308	1295	934	17905	755	1190	1880	17591	1439	106	3518	138	1487	923	26156	1795	6785	1377	967	717	1534	335	49	2600	757	1635
Actinophytocola	132	0	394	0	0	0	0	1288	669	0	1044	297	0	0	0	1318	877	0	570	93	2041	0	0	710	138	749	311	1633	65	1403	642	2752	730	61	4628	0	983	819	1808	0	1293	979	0	445	632	136	41	483	399	1446
Actinoplanes	49768	110727	11568	2636	704	6212	14724	24958	88582	18220	248708	592681	55813	4947	561570	373896	31703	1583	687990	130019	3295912	15760	4221	19267	34626	329708	18419	281610	107539	3458946	73152	1811595	36743	1519	5548965	339	121990	272877	763655	7982	99278	1129723	84303	57212	34276	11274	19671	199738	12902	1626274
Actinopolymorpha	258	783	642	55	0	0	0	1788	908	0	1446	416	59	334	554	2188	1637	57	595	184	2488	401	459	1178	291	959	317	3158	139	1496	1113	3967	1380	164	4912	0	1897	1277	3158	1054	2437	1125	508	735	1182	218	135	1466	825	1617
Actinopolyspora	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	50	68	0	147	0	766	0	0	0	0	343	0	345	0	0	0	424	89	0	1391	0	0	31	626	0	368	0	0	0	0	0	0	0	0	358
Actinospica	72	0	620	0	0	0	0	801	418	0	590	0	0	0	0	144	502	0	211	0	395	0	347	598	0	0	0	464	0	342	0	997	654	40	1252	0	397	31	779	0	354	96	0	0	434	0	0	0	63	384
Actinosynnema	65	0	0	0	0	0	0	0	63	0	531	110	0	0	0	46	57	0	392	0	977	0	0	0	0	365	0	0	0	701	36	1134	69	0	2138	0	0	0	665	0	363	438	0	0	0	0	38	0	0	539
Actinotalea	180	0	0	0	0	0	0	1212	510	0	729	224	48	0	0	1210	1109	132	185	83	1288	0	0	461	256	451	0	2391	0	656	614	3065	746	93	5402	0	1734	1076	3532	0	2684	516	421	509	938	112	37	765	87	717
Acuticoccus	178	1386	1800	1309	301	1499	736	2388	1398	412	1775	316	697	812	538	2143	2389	0	253	174	1965	1314	1128	1885	276	1436	1254	2273	158	1289	1369	2176	1425	109	3452	130	1716	1650	1088	3252	1806	1001	490	1197	4105	277	62	1608	1709	1228
Adhaeribacter	528	2527	1476	1355	243	1584	1562	2940	2348	454	1484	936	1488	1957	1101	6107	6405	495	1544	281	8660	4463	906	2995	696	1482	2427	5787	287	3052	1650	11090	1093	167	2680	109	1888	2459	7043	3050	3715	2583	3946	1824	3127	303	254	2141	2823	2029
Advenella	226	1963	1433	1322	237	3484	926	3183	1608	523	2612	305	765	971	767	1575	1212	118	235	245	1757	3213	2311	932	266	1198	2876	1633	147	680	1922	1736	2032	165	1757	157	1297	1112	693	3896	1298	837	530	2783	4134	220	229	2223	2197	859
Aeoliella	98	0	0	0	0	0	0	975	440	0	571	130	0	0	345	1186	982	0	142	0	1029	0	0	447	162	518	0	1583	40	707	395	1294	62	0	1035	0	0	459	644	0	521	509	0	0	629	114	0	406	393	886
Aequorivita	0	0	0	0	0	0	346	0	0	0	56	0	49	0	0	907	955	53	163	0	951	545	0	0	124	0	0	808	0	55	0	1034	0	0	358	0	429	549	574	0	121	346	673	0	0	0	0	0	132	0
Aerococcus	76	816	687	610	41	0	117	1041	462	0	706	165	684	0	444	1178	619	111	47	93	470	0	46	465	102	419	0	446	0	0	36	407	530	55	446	92	484	534	0	544	140	414	65	0	1740	146	40	761	462	399
Aeromicrobium	545	9842	853	620	47	0	590	3516	1518	541	2468	1310	1048	598	2021	3966	2445	409	900	461	4818	1039	587	1398	847	4114	654	34312	523	3215	2959	50051	2151	336	8573	45	3600	2369	21500	1469	19150	2437	1504	1877	3063	476	204	4676	1142	2646
Aeromonas	884	4786	2826	3076	599	8540	2286	9415	3370	1540	4819	1022	3987	2266	3868	4523	2922	1556	649	710	11703	5481	3459	3117	872	3996	4489	6886	730	2242	3321	5982	4983	1068	21334	389	5111	7299	3214	6455	10988	2396	3051	8997	17142	783	497	18562	2972	7974
Aerosticca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	74	0	403	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aestuariibacter	0	356	0	358	0	0	88	359	65	0	0	0	722	0	60	0	0	0	0	0	0	0	48	0	0	0	0	344	0	0	0	0	0	38	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
Aestuariibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aestuariicella	277	724	0	600	0	1088	0	1486	1532	37	1606	82	51	443	651	2457	637	0	248	158	2587	470	437	359	36	1643	431	664	127	125	1030	1223	532	0	1288	0	165	1019	76	840	457	1277	0	662	1977	347	47	572	1282	2496
Aestuariimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	387	94	0	572	0	0	0	1872	0	906	0	0	0	0	0	0	0	0	0
Aestuariisphingobium	0	798	0	0	0	0	0	0	423	0	73	289	54	317	0	713	562	630	113	58	591	0	0	0	171	415	0	447	99	1706	0	956	0	0	1871	0	2580	5734	0	0	5934	432	3763	0	0	96	134	518	454	3667
Aestuariispira	0	0	0	633	0	0	0	465	394	0	681	0	0	0	0	55	431	0	0	0	0	0	476	395	0	462	427	0	0	0	412	0	619	0	0	0	383	357	0	974	0	60	0	0	2095	50	0	0	543	0
Aestuariivirga	17984	95636	21809	134159	42413	56989	71988	136228	194965	7686	122262	21879	28277	169353	14416	146031	418236	2995	20243	9939	83167	64921	41792	32287	18135	129761	55263	162075	11494	77242	33422	79757	22349	7063	48719	7178	155451	89757	49890	236647	100667	100794	9080	84387	105405	15100	23703	56561	294487	53650
Aestuariivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afifella	154	429	1065	912	233	1086	373	1615	915	0	968	265	505	623	324	1345	1714	0	134	100	1458	409	546	1041	180	974	723	1413	106	793	637	1159	657	52	2558	103	1392	1255	753	1994	1244	642	0	528	2809	239	62	564	1265	1204
Afipia	3009	7917	63071	41262	3891	19790	3298	28536	17521	3703	38936	3130	2192	5899	3813	48170	60561	2671	3509	1045	26457	9332	17271	51851	2305	11008	19264	17002	2369	11263	18956	22771	19430	959	14410	1654	21658	35875	17560	60367	19311	20538	14100	16773	50902	3675	1299	15509	39134	11198
Agaribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
Agaricicola	76	0	583	643	125	0	0	1077	550	0	647	104	0	0	0	1017	1123	0	114	40	809	0	376	632	0	478	0	1075	0	560	535	407	553	0	1050	76	1030	705	659	1353	851	414	0	394	1790	174	0	372	793	414
Agarilytica	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	58
Agarivorans	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	351	0	177
Aggregatilinea	82	0	342	0	0	519	0	402	0	0	466	109	0	0	0	1204	1559	0	117	32	2804	0	0	1124	90	444	0	460	0	518	0	1166	59	0	702	0	0	830	1227	0	192	391	0	0	416	51	0	0	0	576
Agitococcus	65	0	0	0	0	0	0	926	38	0	502	0	585	0	0	44	57	674	0	43	0	0	369	0	130	564	0	0	0	0	0	1890	434	0	0	0	652	43	0	0	0	0	396	0	482	99	0	549	60	0
Agreia	0	547	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	67	88	0	0	0	939	64	0	316	1297	51	0	427	1537	61	0	1710	0	0	0	930	403	730	0	393	0	0	0	0	0	78	0
Agrobacterium	1117	21906	9103	13933	1168	8673	9090	12414	6580	5337	13193	8226	15356	7140	96264	11252	65819	809	2413	2431	28896	40674	5881	8189	4398	13870	11837	59558	1961	24541	49950	101442	8634	1699	41377	688	21966	12110	43038	13869	39661	13021	4637	9211	23958	1910	1164	17883	9581	12706
Agrococcus	102	400	0	0	0	0	0	0	0	0	0	276	0	0	0	81	447	90	133	55	431	379	0	950	185	0	0	13753	197	397	5140	14411	116	0	1397	0	393	398	8488	0	3641	63	565	0	401	81	0	971	86	0
Agromyces	485	3095	2223	716	290	1224	805	2304	1360	537	1841	889	1746	555	1172	3141	2314	658	866	346	3743	2588	655	12444	1054	1554	2208	8314	383	2734	2561	9714	1681	213	7044	83	2178	1672	8970	3076	5417	2011	2500	1801	1965	308	597	5468	1352	2066
Ahniella	83	0	0	425	0	1109	0	1290	493	0	1022	151	0	0	0	1286	506	88	70	41	1508	0	370	0	146	648	0	1920	0	922	546	1213	489	0	832	0	800	1235	696	881	345	0	467	362	1613	115	0	688	524	653
Ahrensia	73	626	350	616	176	0	441	920	856	0	692	245	87	592	0	1051	1634	0	147	42	1384	0	50	523	144	606	0	1212	101	645	400	497	446	0	2224	51	1620	810	520	1332	976	592	0	341	1436	122	48	456	1110	577
Akkermansia	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Albibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	75	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Albidovulum	56	598	0	0	0	0	444	1033	412	0	542	200	523	0	387	891	432	145	66	75	440	0	0	0	224	479	0	1447	108	532	0	954	441	45	4126	0	2833	1373	47	0	921	672	1342	0	529	104	0	1305	0	418
Albimonas	0	517	440	480	38	0	356	1347	603	0	700	197	592	0	351	1134	803	0	120	0	972	0	403	698	166	566	322	1313	98	639	603	900	523	0	3137	0	894	819	499	1075	844	505	341	438	2055	152	0	1170	734	629
Alcaligenes	104	956	496	794	87	2397	544	1600	852	63	1429	168	443	553	535	817	645	67	152	192	912	1563	1153	442	180	874	1609	570	54	46	979	826	1415	61	1077	45	940	706	0	1752	897	415	427	1493	2088	141	148	1374	1072	148
Alcanivorax	538	2467	1850	2779	273	4426	1394	7107	2587	899	5190	612	2493	1226	2265	4212	2041	216	630	530	4814	2917	2509	1435	450	5319	2737	3079	311	1607	3465	3457	2947	182	4731	197	1699	2625	1115	5112	1981	2504	1187	3549	7024	813	312	3304	3439	4464
Aldersonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	403	0	0	0	0	0	0	0	0	0
Algibacter	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	764	679	0	212	0	1026	403	0	0	47	0	0	361	0	0	0	963	0	0	357	0	0	34	0	0	0	0	580	0	0	0	0	0	88	0
Algicoccus	0	0	0	357	0	0	0	1006	424	0	744	0	0	0	0	0	65	0	0	48	0	0	560	0	0	498	0	0	0	0	380	394	761	0	410	0	573	0	0	1075	371	0	0	771	1119	0	40	450	454	72
Algiphilus	53	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0
Algisphaera	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algoriphagus	567	2766	1473	1775	291	1981	1766	3969	2370	572	2062	938	1843	2451	1293	6608	7687	563	1297	312	7987	4711	1312	3148	773	2072	2393	6035	413	2753	1824	8121	1659	177	4274	92	2098	3438	3195	3658	2663	2943	3696	2325	4239	338	291	2294	3288	2413
Aliagarivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
Aliarcobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicycliphilus	694	4036	2083	3186	357	8223	2748	8414	3634	1563	7045	773	2562	1722	3646	3088	1747	2782	492	887	4409	3602	4814	1277	999	3937	4832	5429	376	1660	3956	5288	5995	459	5292	344	5251	4769	2691	9014	5719	2078	5102	7315	9791	603	626	19952	3360	2444
Alicyclobacillus	79	0	889	521	0	1719	0	1373	662	0	873	163	68	0	325	1121	1063	0	149	0	1380	0	418	974	119	858	316	995	43	550	544	1097	645	0	998	0	373	1041	607	1463	544	539	0	450	1665	127	0	394	887	1035
Alienimonas	54	0	0	35	0	0	0	464	0	0	0	101	0	0	0	793	724	0	0	0	902	0	0	605	75	651	0	824	0	565	0	925	0	0	903	0	0	414	401	0	0	0	0	0	441	81	0	0	441	790
Aliidiomarina	0	0	0	386	0	0	0	780	441	1346	583	0	0	453	321	78	485	0	130	0	902	0	0	0	46	671	0	436	0	0	467	0	361	0	374	0	0	414	0	0	138	0	0	0	1057	130	0	560	505	637
Aliidongia	294	1307	27882	4785	380	5412	791	4495	1800	860	3181	198	66	1063	545	2202	2390	53	218	180	1950	53893	3847	8069	200	1219	7384	1497	123	562	2088	1649	4482	141	1753	199	1009	1678	906	9484	892	1004	380	3160	17238	406	236	1537	10782	1115
Aliifodinibius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	110	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	64	0	0	0	0	0	0	0	0
Aliiglaciecola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
Aliihoeflea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	571	0	0	0	428	0	0	0	35	377	0	1164	0	418	0	861	0	0	606	0	646	451	772	445	599	0	0	0	338	0	0	0	430	0
Aliikangiella	0	0	0	43	0	0	0	380	0	0	533	0	0	0	0	692	472	0	77	33	400	0	0	0	0	446	0	368	0	0	0	0	409	0	0	0	0	411	0	0	0	0	0	0	400	0	0	0	402	550
Aliiroseovarius	0	701	0	0	0	0	499	1108	489	0	607	231	582	79	506	924	550	0	75	105	506	0	0	0	194	452	0	1568	114	531	0	866	524	52	6435	0	1347	913	46	0	688	628	580	0	473	0	0	1133	420	470
Aliishimia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aliivibrio	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	121
Alishewanella	0	0	0	0	0	0	0	0	424	0	538	0	0	0	0	45	0	0	0	31	0	0	0	0	0	534	0	0	0	0	0	0	0	0	479	0	0	0	0	362	0	0	0	0	0	49	0	0	0	0
Alistipes	133	0	0	53	0	0	324	1524	439	0	73	86	485	65	0	1148	1478	351	161	0	1978	473	53	593	170	356	0	976	119	406	434	1444	111	0	392	0	691	941	583	512	631	438	1024	0	1253	125	0	601	601	555
Aliterella	133	0	540	0	0	0	344	0	0	0	0	122	0	1774	0	0	3134	180	0	0	0	0	0	6376	95	218	0	645	0	495	0	467	0	0	0	72	0	0	0	0	0	0	465	0	0	56	0	2648	197	0
Alkalicaulis	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	44	0	0	58	0	351	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	445
Alkaliflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalihalobacillus	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	79	0	61	0	773	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	357	53	0	0	0	513
