genus	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Leekyejoonella	53	0	0	0	0	0	0	1281	0	0	438	0	0	0	0	59	80	0	0	0	0	0	0	0	0	0	0	727	0	0	0	836	89	0	963	0	427	0	957	0	795	0	0	344	1415	51	0	0	0	0
Leeuwenhoekiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	554	0	275	43	1105	663	0	0	50	0	0	347	0	0	386	1147	0	0	342	0	0	0	46	0	0	0	480	357	0	0	0	0	86	0
Legionella	1027	3410	4785	8124	897	11242	2620	14265	3778	1441	7677	1337	2488	2003	4571	8564	8462	2679	890	670	9586	6431	4102	4662	1561	4453	5407	8923	526	3405	4330	8921	7356	471	3868	495	3141	4841	4185	20011	9531	5197	8054	5454	25594	1411	577	9674	6186	5781
Leifsonia	647	4174	15340	877	280	3448	808	3698	1447	1028	1896	844	1450	636	1214	2769	5988	828	836	485	3440	3558	1227	17035	1494	2986	3340	7478	428	2478	3783	9499	2101	190	6055	107	1539	1487	12192	3557	5375	2067	4295	1051	2692	380	182	4313	2614	1692
Leisingera	53	663	0	0	33	0	372	1044	420	0	681	252	617	0	463	890	571	0	90	100	931	0	0	0	229	414	0	1404	112	650	431	929	388	48	3835	0	1278	937	50	794	744	539	425	419	1047	108	0	1211	598	539
Lelliottia	158	443	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	621	188	0	0	774	0	0	0	0	0	752	2982	0	1494	0	0	0	865	0	0	0	0	0
Leminorella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
Lentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentilitoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	477	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	508	0	476	34	0	0	0	0	0	0	0	0	0	0	62	0
Lentimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	530	0	0	0	393	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	60	0
Lentzea	340	988	775	489	0	1085	366	1905	1337	411	2116	1041	528	450	970	2584	1510	59	1410	244	5936	573	635	1211	353	2209	1002	3452	273	5259	1305	6467	1414	120	12423	39	1973	1759	3426	1682	2449	2242	511	1475	1945	235	194	1526	1233	3471
Leptolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	437	0	0	357	0	0	0	0	0	0	0	0	0
Leptolyngbya	653	2259	34285	2510	2003	5058	11708	14049	2885	2308	5126	2041	1999	32709	1574	7184	86838	525	774	459	5367	3706	2295	88564	468	3295	5841	4565	321	9061	2567	5779	2817	284	4208	2029	1912	3058	6476	5577	2295	2003	1406	5152	9801	720	458	6248	8090	3651
Leptonema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386
Leptospira	497	1456	1648	2046	280	3053	1127	4320	2730	580	3616	654	2760	1187	1317	4078	3412	172	856	306	6867	1763	1565	1642	421	4610	2020	3095	350	2018	1709	3825	2274	195	4445	144	1245	3468	1403	3529	1572	2124	1077	2055	5441	593	330	2153	2906	5250
Leptospirillum	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	356
Leptothrix	5712	37911	17396	35155	3635	115179	35261	115264	68445	18012	91508	9257	27211	17659	23458	46750	14466	12751	5632	8908	41424	31903	83933	8148	16078	41450	48257	50932	4052	17409	48842	81391	145505	10253	37249	5286	65776	24725	10292	135681	33734	20947	26362	114516	169698	9019	10336	221514	39494	25710
Leucobacter	260	538	470	48	0	0	0	1147	447	0	727	367	48	0	354	1430	872	876	218	51	1415	567	0	1573	317	491	439	2524	136	1355	900	3227	618	96	2552	0	1689	1287	4181	681	2052	703	1855	410	686	152	0	6181	579	870
Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucothrix	0	0	362	629	0	1148	0	924	812	0	1007	66	58	387	0	945	755	0	139	95	978	360	630	357	122	692	749	406	51	0	505	436	691	0	937	0	622	513	0	1214	503	464	0	899	1539	107	127	493	813	626
Levilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	495	0	0	0	0	0	0	0	0	0
Lewinella	258	1260	373	1317	146	1084	1045	2184	1807	43	953	379	1465	1062	575	3319	4377	232	426	196	2988	1529	765	1676	328	1189	1234	3396	180	1130	781	3179	848	49	4381	95	1329	1920	991	1918	1326	1153	974	1381	3213	182	190	1068	1461	1277
Liberibacter	0	1180	619	616	127	0	537	943	604	47	528	76	57	323	513	897	987	0	0	54	854	563	373	778	123	471	501	1223	85	49	693	2119	475	74	1063	39	639	403	723	1081	742	368	673	396	1920	54	45	1001	770	0
Lichenibacterium	3748	85996	121946	8763	22522	12446	33428	10645	20707	25916	6361	1027	1760	3535	37066	19303	5762	672	806	2001	18513	51775	14465	36398	289	43039	50779	2422	9335	1451	10093	4730	3021	2523	16841	2677	3616	1922	1911	32730	3072	10807	44513	23609	20406	4219	1611	56243	6040	2084
Lichenicoccus	221	3182	4137	992	269	1208	569	1565	730	1026	1147	0	68	63	3459	1325	770	210	61	313	393	2003	1035	8816	0	7345	1519	0	566	0	889	1627	1215	313	0	74	28	430	0	2696	0	112	4479	1110	4426	142	34	5376	1106	82
Lichenicola	555	12864	4681	1881	305	2918	974	2816	1000	4732	1386	0	93	409	15530	3560	795	956	0	1201	0	3622	1614	9295	0	9210	2698	382	2790	0	1383	6431	1450	1379	437	73	476	483	47	3488	0	832	24265	1955	5988	138	36	27047	1532	400
Lichenihabitans	337	5382	14839	2270	1073	2010	2434	2758	2044	1030	2473	263	103	1054	803	2049	4083	0	241	232	1595	3730	2704	8964	182	1800	4519	1489	459	901	1847	1627	2010	145	1988	621	1568	1232	1176	7675	1373	1172	832	2047	5400	391	209	1636	3367	776
Ligilactobacillus	0	926	0	337	113	0	106	0	0	0	0	375	836	185	72	0	0	194	79	167	0	2703	80	391	150	64	0	0	154	0	0	1004	95	88	0	0	33	37	3631	0	974	0	72	3793	1160	62	233	800	89	0
Lignipirellula	213	401	0	543	42	0	0	2480	834	36	1134	488	66	0	656	2968	2343	153	203	0	2114	0	57	1313	403	809	0	3921	110	1878	1032	3071	654	55	1824	0	365	1076	1722	1071	1202	1036	568	646	2234	277	0	1686	833	1562
Limibacillus	0	0	0	596	0	0	0	538	38	0	63	0	0	0	0	55	586	0	0	0	0	0	331	490	0	0	352	0	0	0	0	0	588	0	327	0	376	440	0	566	0	64	0	0	2005	0	0	0	494	0
Limibaculum	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	90	451	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1162	0	579	532	0	364	0	0	0	0	380	0	0	0	82	545
Limimaricola	58	1146	0	0	41	0	560	1427	596	0	845	296	772	83	560	1001	747	54	82	133	1022	0	0	444	210	583	0	1653	122	850	575	1137	647	54	6283	0	1316	989	509	890	1070	670	670	763	1426	107	34	1515	590	725
Limimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0
Limnobacter	74	892	429	708	133	2646	618	1854	901	59	1637	336	868	650	799	932	715	68	80	246	1141	1112	1178	419	197	781	1354	1255	0	1234	962	753	1985	73	1080	101	756	607	529	1792	718	683	339	1702	2256	146	62	7393	1124	600
Limnoglobus	796	2465	4372	3921	1177	4672	1441	9468	5831	1147	5520	1687	912	4136	1303	10642	19570	448	1183	224	10553	2762	1494	13557	1356	2429	3875	9606	577	6825	3912	11782	1982	189	2266	567	1579	5137	6730	4105	1858	3999	2391	2780	10243	846	296	4621	10986	4024
Limnohabitans	4906	36778	16041	26998	4103	61704	24992	63964	34550	12687	55337	7811	35109	22305	18561	29932	14228	5547	4803	7292	36633	37249	41062	13262	6997	35442	47124	42239	3863	12180	27994	39738	61005	7011	53604	3248	48236	24977	11722	72522	30275	16918	18954	57826	74175	4048	6022	59066	27701	16921
Limnoraphis	0	0	0	0	0	0	0	0	0	0	0	124	0	1198	0	0	1369	0	0	0	0	0	0	1264	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
Limnothrix	0	0	0	0	0	0	375	0	0	0	0	1167	0	1359	0	0	2778	0	0	0	0	0	0	1057	101	0	0	1460	0	6413	0	0	0	0	0	54	0	2009	1611	0	0	0	0	0	0	0	0	0	158	0
Limoniibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	426	0	0	0	0	0	0	0	0	0	0	384	0	0	672	0	0	0	499	0	501	31	48	0	543	0	0	0	0	0	0	0	0	0
Limosilactobacillus	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0
Lishizhenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria	58	680	2195	51	212	1139	697	432	0	0	0	1204	754	310	77	779	351	191	162	103	356	5561	86	113	811	76	0	0	131	427	48	0	56	55	479	138	376	532	7210	467	445	433	56	7948	2016	154	174	616	0	408
Litoreibacter	110	1425	0	503	128	0	715	1493	866	0	943	321	988	494	740	1470	1216	67	201	166	1407	0	458	448	336	746	0	1990	222	908	734	1516	730	112	6646	0	1746	1212	541	1394	1058	916	835	1025	1533	143	52	1519	855	768
Litorilinea	239	0	0	0	0	0	0	1764	42	0	85	152	0	0	0	1930	1036	80	0	0	676	0	0	473	338	43	0	2144	0	673	0	1621	77	0	497	0	0	725	1058	0	1143	0	368	0	0	138	0	943	0	757
Litorimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0
Litorimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	329	0
Litorivivens	194	352	0	1006	0	0	0	1891	413	0	1108	0	82	0	1685	2166	0	0	60	296	1485	0	0	0	0	2577	0	0	50	0	1538	617	55	0	581	0	81	103	0	368	0	1404	445	335	1673	505	0	919	1009	1388
Loktanella	163	2399	369	538	135	0	1289	2821	1009	32	1604	586	1809	674	1225	2057	1344	205	286	288	2164	348	416	680	459	1007	436	3915	317	1667	999	2265	1109	172	22256	0	2686	2096	813	1319	1683	1534	1132	1510	2216	186	136	2867	995	897
Longilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	369	0	0	0	0	0	0	0	0	0
Longimicrobium	55	0	0	43	0	0	0	436	57	0	702	87	0	0	0	588	750	0	148	0	926	0	0	536	0	622	0	827	0	483	417	1395	0	0	380	0	0	0	641	518	0	60	450	369	401	102	0	0	477	429
Longimycelium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longispora	95	0	0	0	0	0	0	396	533	0	730	185	0	0	0	891	656	0	501	58	1696	0	0	350	0	366	0	998	59	1345	38	1777	609	0	2925	0	638	435	1108	0	611	727	0	327	375	39	55	354	0	899
Lonsdalea	0	0	0	0	0	0	0	0	0	0	361	0	63	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	38	0	0	462	0	0	0	0	608	0	0	143	0	0	0	827	0	0	426	0	487
Lucifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0
Luminiphilus	0	0	0	357	0	0	0	420	0	0	662	0	0	0	0	0	62	0	0	45	0	0	0	0	0	536	0	0	0	0	359	0	0	0	0	0	0	0	0	324	0	0	0	0	411	63	0	0	365	0
Lunatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
Lunatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lusitaniella	0	0	366	0	113	0	423	346	0	0	0	148	639	1901	0	766	1995	128	59	0	0	0	0	1103	62	67	0	0	0	615	0	0	0	0	0	105	0	36	501	0	0	0	43	0	0	0	227	843	188	354
Luteibacter	2205	333792	7259	38034	571	16773	2337	7862	3773	5487	7595	470	1274	2392	17997	7602	4717	98	4175	2264	3711	1049625	11402	149547	400	21837	255832	2834	11667	1290	616255	14604	11474	300	4015	365	3916	7181	3050	11040	2063	37214	1019	11096	13972	574	364	23096	12532	2787
Luteimicrobium	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	76	0	59	0	0	0	0	0	0	0	0	384	0	0	0	439	91	0	1692	0	522	0	692	0	479	0	0	0	0	0	0	0	0	0
Luteimonas	764	7120	3442	4507	531	9174	1920	8825	4097	1543	8819	1182	1846	1935	1932	5576	3311	405	839	869	9609	7592	5457	2779	711	5367	5633	10672	380	5556	18882	9300	5589	344	10919	292	6829	8288	20764	10379	7059	2699	2493	6474	11185	898	462	7458	4919	5141
Luteipulveratus	62	0	0	0	0	0	0	0	452	0	70	0	0	0	0	71	138	0	64	0	437	0	0	0	105	0	0	1090	0	44	0	1607	139	0	1752	0	826	0	1505	0	1664	0	0	0	0	0	0	317	0	336
Luteitalea	170	0	448	525	102	1583	0	1491	703	0	814	163	0	0	559	1560	1015	139	142	0	1326	0	61	740	209	947	313	2928	84	938	594	2505	671	0	1185	0	0	1239	1448	1024	1223	511	613	492	1526	164	0	1459	674	1301
Luteithermobacter	0	0	0	471	0	0	0	0	0	0	361	0	0	0	0	47	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	492	0	0	0	0	1181	0	0	0	360	0
Luteococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4754	0	0	0	0	0	0	0	0	0	0	0
Luteolibacter	840	5247	1094	1022	159	576	416	3379	1294	498	5907	1689	918	344	8803	30729	1885	729	2169	1041	10690	1411	715	1412	1503	7976	1383	42000	566	6270	9615	23350	1517	244	5327	0	849	3484	6839	1848	2763	6852	5339	1284	3348	864	164	6737	1508	6931
Luteovulum	418	6350	352	801	66	0	2928	7225	1684	953	3591	2223	4144	1087	3038	5312	2252	690	700	791	5188	881	466	653	1355	3051	331	11169	815	8020	2642	6971	2460	404	10816	0	7860	5701	2878	1245	4475	3897	3434	2858	5141	613	172	8423	1196	2216
Lutibacter	159	4896	0	879	0	0	453	947	564	0	830	201	629	565	537	1545	1712	148	357	128	1994	15053	445	2136	234	994	3527	1485	126	512	5851	1794	589	0	1220	0	907	1123	803	512	726	1118	1199	354	1187	93	0	921	825	959
Lutibaculum	62	0	503	582	117	0	0	1001	550	0	728	90	0	369	0	1001	1040	0	0	36	445	0	43	632	47	518	0	868	0	459	445	889	608	0	672	56	985	716	0	1243	689	70	0	366	1524	120	0	372	704	70
Lutimaribacter	0	503	0	0	0	0	0	386	0	0	366	76	471	0	0	101	354	0	0	30	377	0	0	0	154	0	0	948	0	442	0	0	0	0	3530	0	930	668	52	0	536	427	337	0	0	0	0	558	0	76
Lyngbya	0	0	416	0	0	0	0	0	0	0	0	154	0	1504	0	0	2060	0	0	0	0	0	0	1474	0	0	0	0	0	910	0	0	0	0	0	52	0	0	451	0	0	0	0	0	0	0	0	0	140	0
Lysinibacillus	87	2182	1932	763	414	2026	1143	1434	658	2195	80	507	1789	5257	630	1401	818	420	178	81	1212	81331	1552	514	286	506	571	1003	231	889	99	1001	608	158	951	287	831	760	111478	3847	1444	924	673	123849	28752	1310	413	1546	447	809
Lysinimonas	118	440	1106	0	0	0	0	0	0	0	0	373	0	0	0	74	1121	727	130	37	353	387	77	2020	1568	455	833	9318	91	2113	977	6769	82	0	500	0	0	33	5185	1086	4451	494	1908	0	0	0	0	3355	126	0
Lysobacter	2212	19437	9482	11396	1324	22921	5167	22217	11330	31848	20248	3537	5645	10160	5600	15867	8696	1523	2144	1978	30667	17511	15101	7617	2095	12217	16371	19363	1008	16459	32157	21665	13000	861	30364	928	26276	32234	43044	25839	48659	7079	10222	16543	25544	2210	1364	20558	13186	14576
Macellibacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0
Macrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macromonas	388	2545	1384	2506	330	6443	2238	6927	2938	1128	6198	574	1924	1490	1443	2177	1064	651	406	604	2683	2759	4415	826	544	3345	4092	2746	235	1015	2691	2974	5438	416	7775	253	4343	1692	743	6710	4190	1191	2099	6132	8451	378	521	5303	2375	1548
Magnetococcus	0	0	0	386	0	557	0	437	0	0	585	0	0	0	0	0	85	0	0	0	0	0	494	0	0	549	0	0	0	0	0	0	519	0	0	0	0	0	0	855	0	0	0	356	1194	32	0	0	326	448
Magnetofaba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	369	0	0	0	0	0
Magnetospira	0	0	374	748	0	0	0	637	0	0	360	0	0	0	0	0	59	0	0	0	0	0	482	331	0	0	0	0	0	0	0	0	734	0	0	0	0	394	0	834	0	0	0	0	2653	46	0	0	385	0
Magnetospirillum	756	3950	13462	29155	926	24325	2747	26269	5089	2076	12235	971	2309	3418	3071	9124	7120	340	846	649	9139	5226	16255	6688	841	4719	10514	6751	516	2613	9538	6649	32601	823	13175	640	4960	15802	3086	38640	5169	3612	2045	11227	111629	2162	648	7661	10642	4124
Magnetovibrio	0	0	0	562	0	0	0	435	0	0	0	0	0	0	0	0	57	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	757	0	0	0	0	1860	48	0	0	0	0
Maioricimonas	102	0	0	412	40	0	0	1538	591	0	582	195	0	0	319	1564	1392	0	139	0	1183	0	46	1024	232	501	0	1823	46	879	568	1664	426	0	1161	0	0	687	685	714	632	543	353	385	1602	168	0	850	573	682
Malaciobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malikia	399	2429	1860	2808	320	6443	2678	5603	3591	1232	5487	576	2356	1431	1607	2397	1072	559	372	569	2740	2882	5060	697	655	3284	4883	2985	259	1095	3039	3267	6174	444	4708	299	4496	1676	772	7259	3116	1318	1849	6871	7410	369	591	5482	2352	1634
Maliponia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	2065	0	512	39	0	0	0	0	0	0	0	0	0	0	0	0
Mameliella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mammaliicoccus	565	9787	10444	1682	3327	1737	7400	2708	2112	2071	0	2434	5592	663	896	5257	0	2666	1173	406	4916	4770	793	986	2267	1387	3589	0	1487	3449	396	3259	696	222	7670	1648	4291	3646	1818	648	2195	4075	4623	8418	0	1431	2667	8130	62	3368
Mangrovibacter	0	0	0	0	0	0	0	1181	0	0	571	0	0	760	0	0	0	0	0	0	456	0	0	0	0	339	0	343	0	58	39	0	363	0	573	0	0	35266	533	0	2739	0	0	0	26619	592	0	625	0	175
Mangrovibacterium	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	825	960	0	218	0	1659	340	0	0	0	0	0	343	0	0	0	1005	77	0	1725	0	0	645	0	0	186	0	403	0	344	0	0	0	108	380
Mangrovicella	0	372	398	388	0	0	0	390	0	0	357	0	0	0	0	65	578	0	0	0	0	385	0	443	0	0	0	988	0	0	372	1056	0	0	816	0	574	471	532	424	816	0	0	0	1191	47	0	0	480	0
Mangrovicoccus	0	514	0	431	0	0	333	988	525	0	550	207	1171	83	439	792	597	51	58	97	742	0	418	342	157	454	333	1169	114	500	553	518	675	57	6047	0	869	740	446	572	806	544	404	0	1165	67	0	1282	541	350
Mangrovihabitans	842	387	0	0	0	0	0	0	1689	0	5824	1368	0	0	1470	2652	620	0	5677	433	8682	0	0	454	165	1606	0	989	304	7896	662	8425	662	0	24029	0	1372	909	2070	0	1085	4276	0	1290	351	109	487	531	319	4782
Mangrovitalea	71	0	0	471	0	0	0	969	0	0	652	0	49	0	360	741	57	0	0	55	432	0	366	0	0	749	0	0	0	0	540	0	445	0	0	0	0	0	0	775	0	387	0	0	1199	144	0	340	445	553
Mannheimia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0
Maribacter	193	1163	355	663	52	463	639	1265	984	39	697	289	750	697	567	2176	2698	194	378	118	2449	1955	532	851	252	811	799	2109	122	751	738	2323	631	0	1756	0	935	1163	1027	1220	972	997	1554	799	1323	127	59	566	1084	883
Maribellus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	699	0	0	0	911	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	188	0	0	0	0	46	0	0	74	0
Maribius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	37	0	0	747	0	0	0	0	0	0	1839	0	460	437	0	0	0	0	0	0	0	0	0	321	0	0
Maricaulis	134	826	519	926	125	0	414	1685	1074	35	1374	210	75	424	382	2307	1245	0	232	95	1879	372	488	948	178	736	479	1264	135	671	760	1138	684	45	1582	0	1128	1331	646	1578	810	944	335	541	2806	195	50	1071	1284	1021
Marichromatium	0	0	0	0	0	0	0	519	0	0	576	0	0	0	0	57	74	0	0	0	351	0	0	0	0	545	0	327	0	0	415	0	503	0	402	0	0	355	0	439	0	0	0	0	1075	103	0	415	369	86
Marihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	419	0	0	0	672	0	396	0	0	0	0	0	0	0	0	0
Marimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	1031	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinagarivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
Marinibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mariniblastus	0	0	0	0	0	0	0	436	0	0	465	111	0	0	0	808	936	0	0	0	563	0	0	371	134	0	0	909	0	641	0	388	0	0	1381	0	0	0	0	0	551	0	0	0	408	0	0	0	0	357
Marinicauda	63	0	0	664	33	0	0	1219	649	0	1096	84	57	0	0	1504	719	0	137	45	1183	0	443	670	44	706	0	464	39	480	634	470	557	0	1116	0	597	765	0	1360	473	580	0	408	1966	152	0	506	742	802
Marinicaulis	0	0	0	512	0	0	0	1073	653	0	895	70	0	0	0	1074	760	0	73	0	954	0	357	508	55	342	0	369	38	50	443	0	450	0	907	0	599	697	47	1054	416	530	0	450	1503	120	0	453	662	328
Marinicella	0	0	0	0	0	0	0	403	0	0	68	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	62	0
Marinifilum	41	753	1575	0	200	0	558	0	448	472	68	330	1233	411	120	792	163	556	312	69	1660	398	50	0	244	273	423	1730	89	506	50	2037	79	0	417	138	723	110	1644	0	144	726	941	1324	0	0	927	3166	100	122
Mariniflexile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0
Marinilabilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	179	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0
Marinimicrobium	136	0	0	644	0	0	0	1291	504	0	1061	72	67	0	910	1410	1632	57	180	149	1357	0	365	0	134	1535	0	1311	40	0	1078	1263	508	0	1167	0	56	438	0	1074	0	798	537	439	1483	213	45	656	751	843
Mariniphaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Mariniradius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
Marinitenerispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter	945	4629	3795	4996	697	9472	2547	10964	4857	1464	8212	1129	4483	2284	4398	8149	4378	507	1024	964	9341	4933	4026	2782	881	9304	4876	5900	524	3095	6172	6252	5511	447	8990	398	3719	5129	2309	8949	4000	4490	2344	6596	13212	1444	666	6558	5704	7829
