order	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Bifidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6192	0	0	0	0	0	3922	0	0	0	0	0	0	0
Blastocatellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2838	0	0	0	4975	0	3866	0	0	0	0	0	0	0	0	0
Bradymonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2602	0	0	0	0	3899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4896
Bryobacterales	2047	0	58072	57815	7688	73734	5647	37166	33610	3940	23540	2008	413	10589	5209	32024	52688	1435	1742	456	22240	4925	14856	38817	2814	6550	12717	19494	1303	5255	9756	21889	25035	926	3989	3983	7314	20683	12308	85758	8649	9660	5679	13652	45461	2615	3217	16151	56627	9491
Burkholderiales	659538	7178236	3338246	3810610	509598	11690167	4038573	9183677	5488172	2163888	8663374	1083729	3940688	2271166	6125769	4070184	1931765	863932	724301	1242380	5702239	8850751	7361227	2393455	993898	4671494	10667882	5455484	500453	2561268	5656103	7890119	8805959	767569	5715183	474184	3807958	2836837	2644798	10942843	6972792	3153679	4101332	10782715	10477444	598537	875524	8223659	4378098	2717399
Caldilineales	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	615	0	0	3386	0	0	0	0	0	0	0	0	0	0	0	0	1256	0	0	0	0	0	0	0	0	0
Campylobacterales	379	0	0	3682	0	9128	866	7007	4257	0	3383	0	4632	0	3567	5612	3930	933	473	774	6724	4170	3057	0	0	3646	0	8408	0	0	0	7211	5176	785	121279	0	3345	5714	5641	5934	7085	0	452	3133	9700	455	0	11952	597	4676
Capsulimonadales	1505	0	10683	428	0	0	0	0	354	0	0	0	0	0	0	0	4666	0	0	0	4275	3032	9492	20537	0	0	8586	0	0	0	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0
Catenulisporales	0	0	6956	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	857	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	3372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacterales	26781	192582	179910	221442	16570	170734	102499	427005	126391	84354	371692	63017	126253	61081	757010	359924	128886	21532	55219	49098	725171	411551	122034	241404	106617	162177	193383	488658	34604	199906	333800	1193662	310787	26658	840600	8810	133351	495634	707987	389248	766701	431298	443534	267615	654375	65192	16169	479759	153019	566145
Cellvibrionales	11579	47310	18631	39878	3203	44031	15011	76136	32616	9239	57655	11418	34712	12841	62898	85850	65602	9358	13744	11241	81903	27857	28170	14556	11629	86713	26193	92124	5208	20496	60538	88633	32507	2794	114228	1760	21710	32069	18978	50223	27183	51302	54313	38226	80374	14497	5785	54568	46211	53851
Chitinophagales	55614	240684	189295	116710	22020	126409	211884	233196	256461	38076	171446	115612	95777	335505	114637	1297681	751903	57025	580885	23281	2079078	456325	83695	163808	117184	154190	661952	519358	52202	459020	133670	1658159	85333	11870	247074	6361	364503	272160	367880	547190	211052	464865	463186	139236	259010	39519	17724	174929	514362	406765
Chlamydiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2837	0	0	0	0	0	0	0
Chlorobiales	0	0	0	0	0	4762	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	3927	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexales	780	0	0	0	0	0	0	3423	0	0	0	776	0	0	0	29542	4343	0	489	0	12280	0	0	4371	4453	0	0	26268	1321	4049	0	13312	535	0	7109	0	0	5827	13037	0	4623	560	0	0	0	500	0	5582	0	4145
Chromatiales	5435	22311	31875	34874	5898	57460	14093	62458	35433	7922	53687	6791	20029	15869	17193	44950	37304	4023	6664	4151	58241	24388	27403	20950	5770	38507	27491	51818	3354	19197	29637	39777	36873	2892	52882	2918	22955	32495	15248	63491	33549	21922	14224	35731	82747	7689	4606	39380	36439	37267
Chroococcales	344	0	7934	274	1398	0	6227	11145	0	0	3662	3192	0	24786	0	7596	49078	1371	0	0	6467	0	0	37847	0	341	0	7308	0	16215	0	4154	3354	0	0	1618	0	3531	7550	2938	0	0	0	0	10074	667	0	10106	6226	0
Chroococcidiopsidales	0	0	0	0	0	0	0	0	0	0	0	0	0	4420	0	0	8579	0	0	0	0	0	0	14385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0
Chthoniobacterales	829	0	0	362	0	3742	0	10850	4026	0	5729	1024	0	0	3167	14278	8724	451	1344	447	10229	0	402	9211	2279	4442	0	17496	0	5417	7204	26931	4514	0	0	0	0	4427	8701	4054	4090	4501	2815	2645	6599	1570	0	7334	586	6343
Chthonomonadales	0	0	5255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales	3374	19302	26765	13314	4455	41704	13259	27813	15691	6771	16845	5933	15671	10074	10461	31165	28109	11904	5240	2196	48379	15314	9619	18258	4776	17216	14507	34539	2967	16076	12118	33170	17041	1988	31661	2439	29028	39830	26899	27015	20122	14141	23279	21673	41779	4321	4373	36473	17483	20022
Corynebacteriales	40123	73335	136398	46906	8915	61812	20568	152182	55262	23188	97395	28662	39257	23655	35591	121260	86598	41063	20799	12650	137259	71481	40523	152176	32126	77232	66409	317486	12742	100066	102743	350840	76559	15467	165350	7334	136963	113945	377758	137610	243811	100089	115953	85319	143637	23920	8524	222278	70609	107317
Cryptosporangiales	1003	0	0	0	0	0	0	0	326	0	4019	1137	0	0	0	0	4582	0	3540	0	14482	0	0	0	0	329	0	0	0	6822	3543	26251	573	0	57983	0	0	0	11721	0	4961	8854	0	0	0	339	0	0	0	7440
Cytophagales	47653	912445	176881	117281	34809	92236	311381	209500	235085	74586	106890	117295	365589	213344	194637	375972	360304	77824	97442	59281	458020	694593	144293	379342	80119	240915	297988	635048	63341	178897	180048	1095934	102157	24513	261981	15067	181880	196487	492499	278009	436569	194356	404638	267125	213314	20012	62694	211640	162487	129093
Deinococcales	1253	4672	9172	4481	803	9678	5849	9361	10386	6321	10327	1793	3901	5403	0	10864	19192	2597	3899	1040	13920	258043	7552	90539	1076	6494	14645	20163	2137	5755	6655	40379	7131	332	10321	433	4275	4923	43468	11070	123502	7838	5359	9202	10884	1008	293	12963	7416	5357
Desulfobacterales	1713	3436	5065	7470	1025	17955	2841	16118	9816	295	12503	2232	8011	4294	9640	15523	12803	1407	2330	1065	45309	6582	6241	7582	1767	14889	7316	16741	1064	6740	8552	16088	11082	944	16891	667	5802	21210	5896	15312	18927	6844	4454	9312	22746	2426	1090	16104	10533	15741
Desulfovibrionales	748	0	4043	4680	627	19038	0	11275	5641	32234	8645	1585	5234	8676	5580	9044	7952	1126	1481	682	28657	2709	4215	4475	1153	9089	0	10598	366	4539	8419	9143	6657	311	11328	0	4727	18680	8238	11169	8078	4470	3356	9642	17801	1687	1178	14961	6347	9036
Desulfuromonadales	1466	0	7441	7293	1024	22690	0	15889	8176	359	23385	2111	6894	3698	9487	18386	13377	2529	1882	930	23748	5889	6618	6944	1576	10978	7339	14565	857	5358	9388	15759	28975	1701	11803	395	5297	18342	4839	15701	9836	5750	5903	8416	22826	2403	992	14421	9213	13049
Enterobacterales	34230	575118	174532	156805	38531	253735	191219	172116	65642	84201	73062	41730	120529	101199	158893	119749	43419	76001	85064	32528	194311	2299862	179505	72614	28507	110126	216226	336859	31405	93675	103758	397195	146651	13795	165619	33399	129117	371018	708725	180659	812732	109165	118651	243743	417469	29268	65598	382258	72458	97953
Erysipelotrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0
Ferrovales	0	0	3037	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fimbriimonadales	0	0	4515	5841	627	0	0	0	0	0	3281	0	0	0	2951	429	10133	0	0	0	0	0	0	4247	0	0	0	0	0	0	0	0	3370	0	0	336	0	0	0	8906	0	0	0	0	8289	421	0	2778	5421	0
Flavobacteriales	21541	1020700	36587	42634	9569	42775	125656	124781	65703	84136	54095	48326	231505	91043	569209	190991	162353	77225	62342	43191	323134	637326	30369	48030	79111	181417	64838	772952	28379	127106	268779	1441414	44571	6889	386383	4707	192979	195618	681716	92577	250076	498612	1507759	90890	93388	10045	19069	274559	70205	153432
Frankiales	3615	36827	24810	14388	3744	29499	15514	25840	20305	11552	15947	9099	62748	11391	16634	33545	14062	8413	7598	4117	39411	14946	10698	12890	5270	21174	17643	42403	3221	21102	11965	46121	18356	3799	45834	2136	22444	13288	35383	18569	15663	28513	19656	27052	23352	3379	12936	63396	10650	22509
Gaiellales	712	0	0	0	0	0	0	8547	0	0	0	865	0	0	3348	10387	5242	0	0	0	4083	0	0	0	1433	422	0	29849	0	4887	5137	18154	4167	0	0	0	0	0	3375	0	0	4233	0	3924	3576	421	0	10776	0	4211
Gemmatales	5997	15432	48112	38013	7659	27466	10841	77127	32236	8630	29811	13278	7795	29289	11924	80487	117671	3835	5515	1779	82735	18771	13579	119215	8297	17697	30044	78473	4340	59956	27558	85659	18905	1783	16454	2506	12645	41528	58921	31594	13671	27999	16866	21733	76021	7233	2082	37981	50891	33210
