species	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Schizosaccharomyces pombe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scleroderma citrinum	0	0	0	0	0	0	0	0	0	169	0	0	0	125	0	34	0	36	28	0	0	0	0	153	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	52	281	0	0
Sclerotinia borealis	2774	7935	5649	8362	743	3665	4844	5674	3297	2261	469	935	3120	11538	169	5203	347	253	321	788	2458	9516	4264	2794	103	969	7102	471	333	2166	1033	1194	910	330	350	880	2617	2112	22	10158	280	1689	1076	3799	6798	462	824	647	4381	1043
Sclerotinia sclerotiorum	917	4191	3095	2757	324	2153	2929	2036	1663	5007	387	455	1165	4215	0	2101	222	92	132	489	1596	4678	2057	1337	34	936	2957	189	190	642	1157	340	1220	269	0	424	828	684	0	5224	131	760	1011	1784	2764	148	348	697	1892	334
Sclerotinia trifoliorum	820	1866	1793	2195	227	1064	1252	1460	956	369	0	231	647	3055	0	1466	43	61	115	194	613	2481	1114	850	24	229	1787	124	74	550	246	292	46	68	0	275	639	610	0	2481	0	403	263	1037	1605	121	226	0	1187	233
Sclerotium cepivorum	1198	2386	2428	3338	329	1678	1805	2323	1229	403	137	321	1073	4604	0	2032	72	79	138	275	924	3924	1601	1079	31	343	2467	199	110	723	293	408	273	111	0	375	1056	904	0	3753	0	526	379	1561	2513	177	342	147	1839	394
Scopulariopsis brevicaulis	0	162	0	0	19	1210	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scytalidium lignicola	7272	17065	17859	20742	2244	13135	12448	14028	8844	3104	1156	2140	9228	29174	406	13349	1065	605	968	2040	6165	27599	10751	8921	274	2263	18796	1096	716	4829	2152	2866	1573	701	941	2247	6807	5423	83	28515	1146	3376	2223	9932	15793	1135	2050	1301	11799	2677
Serendipita indica	0	161	0	0	0	0	45	0	0	164	0	0	0	0	267	75	601	0	0	22	0	0	0	634	0	0	281	0	0	0	0	0	0	0	0	0	0	0	2097	0	0	0	144	0	0	0	0	0	0	0
Serendipita vermifera	24	337	461	255	62	0	42	172	265	226	0	27	26	266	170	206	337	29	0	11	0	1172	162	1915	0	19	1155	221	49	0	0	0	0	38	0	43	16	0	141	160	0	0	222	132	342	23	14	142	24	0
Serpula lacrymans	0	121	0	127	0	0	0	0	0	0	0	0	0	221	161	55	0	0	0	0	0	0	0	206	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0
Setomelanomma holmii	379	1208	1400	662	122	2413	8667	800	544	1813	171	571	861	1069	11215	943	3212	786	489	116	1480	1835	619	1281	81	349	3399	18688	376	925	2124	5080	317	88	1775	139	2075	917	2631	1026	1907	947	3920	876	579	87	101	483	549	256
Shiraia bambusicola	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sistotremastrum niveocremeum	118	429	162	351	21	0	296	213	152	0	0	0	27	591	0	239	0	0	0	50	0	295	221	117	0	0	145	0	0	56	0	0	0	0	0	55	192	204	0	689	0	76	131	124	330	34	62	0	452	0
Smittium angustum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Smittium culicis	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	12	0	0	26	0
Smittium megazygosporum	0	0	0	20	27	0	0	0	0	0	0	0	0	0	0	0	124	16	0	0	0	0	0	0	22	0	0	0	17	0	0	0	0	23	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Smittium simulii	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	32	0	13	0	0	0	0	0	0	0	0	0	0	27	0	0	0
Sodiomyces alkalinus	430	2040	1816	1234	283	10922	1497	1200	1253	4071	256	236	854	2640	19	899	0	109	50	332	336	2400	975	974	14	725	3150	2294	141	361	874	638	920	148	394	239	591	277	266	2598	568	279	472	2616	1950	144	114	770	665	225
Sordaria macrospora	529	2422	1683	1481	456	11251	1909	1658	1175	4778	307	155	862	3988	0	757	0	85	43	503	309	2145	1027	740	23	1022	3842	251	187	316	859	0	879	174	266	288	491	211	0	2745	495	245	517	3844	2797	127	121	585	729	195
Sparassis crispa	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	89	125	0	0	0	0	0	0	155	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaceloma murrayae	288	3087	4879	874	359	2975	13571	1587	2283	2603	277	236	872	931	589	3264	0	1253	106	114	166	3159	1003	668	39	564	4792	1904	289	391	933	1837	616	273	2310	188	1040	616	35	1135	314	322	23122	1260	1265	265	102	991	476	196
Sphaerobolus stellatus	37	0	162	144	13	187	174	0	0	331	0	0	0	244	17	130	158	0	0	0	0	297	23	590	0	153	383	0	37	0	0	0	0	0	0	0	0	0	0	117	0	0	122	0	304	29	0	0	0	0
Sphaerosporella brunnea	266	860	1391	740	118	1181	578	516	593	408	23	115	732	1088	21	577	30	83	25	77	255	2134	561	538	0	241	1509	499	54	205	221	213	278	49	0	117	270	201	18	1269	46	191	366	475	783	53	104	334	421	0
Sphaerulina musiva	749	5003	4825	68904	5294	30053	6123	1283	86465	3035	501	12487	216939	9290	2970	1205	27	16168	473	206	900	7938	68241	3963	287	23230	52314	8050	4667	4371	25303	4991	1786	1335	2401	1262	2834	1420	331	2706	617	1539	30716	1956	1457	270	762	2440	1094	5062
Spizellomyces punctatus	0	0	138	218	0	0	0	144	0	0	145	0	0	0	0	0	291	0	0	0	0	0	289	0	0	27	0	0	0	0	0	0	539	37	0	34	14	0	39	161	0	0	0	0	169	22	0	118	0	0
Sporidiobolus salmonicolor	17	187	322	145	0	0	56	0	142	362	0	0	0	0	192	54	0	94	0	22	0	948	469	53	83	24	682	218	0	0	0	241	0	19	0	0	0	0	0	132	0	0	806	0	0	0	0	313	0	0
Sporisorium graminicola	0	301	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporisorium reilianum	0	266	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporisorium scitamineum	0	230	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Sporormia fimetaria	358	1018	1101	671	129	2649	671	349	515	873	43	306	791	997	274	829	173	177	92	83	804	1480	459	696	43	247	1541	1473	153	286	630	685	258	73	201	78	391	312	180	892	721	273	688	601	576	70	55	314	558	0
Sporothrix brasiliensis	43	349	312	206	55	1597	309	0	262	756	22	30	257	445	0	0	0	0	0	48	0	444	197	53	0	131	707	0	17	0	170	0	0	27	0	50	13	0	0	397	0	0	19	463	208	12	0	0	0	0
Sporothrix insectorum	618	2939	2191	1835	505	12663	2607	1673	1711	6916	461	202	1242	4024	117	1014	27	107	40	559	419	3327	1472	1170	19	1367	5203	497	176	347	1377	214	1372	242	398	377	507	292	0	3612	696	321	631	4131	3106	169	149	967	939	365
Sporothrix schenckii	127	647	494	483	104	3778	499	352	481	1265	29	35	337	925	0	258	0	27	0	105	0	777	323	265	0	243	1414	0	38	18	296	0	225	65	0	87	36	0	0	738	189	0	145	835	588	23	15	141	244	0
Stachybotrys chartarum	155	709	800	475	111	11465	703	417	425	1350	58	93	357	1078	0	316	0	71	0	106	0	1735	442	495	0	279	1631	1052	53	21	366	0	266	49	130	120	219	0	0	913	476	38	195	1117	617	62	21	704	293	0
Stachybotrys chlorohalonata	101	406	533	272	52	5848	312	120	300	862	24	24	213	473	0	0	0	23	0	62	0	891	247	330	0	143	1115	541	25	0	227	0	147	35	0	79	27	0	0	579	171	26	0	552	245	17	13	385	163	0
Steccherinum ochraceum	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	28	0	0	0	0	0	0	0	158	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stemphylium lycopersici	312	1022	1183	631	88	2453	890	956	890	1815	52	454	1058	809	788	683	155	1358	127	96	1015	1803	613	721	150	442	2873	15917	313	555	874	7109	750	189	1003	194	1057	748	1350	827	1037	328	1582	1158	652	63	114	934	724	312
Stereum hirsutum	28	0	0	13	0	0	0	0	0	166	0	0	18	812	0	96	125	0	0	0	0	146	0	334	0	0	386	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	681	0	0	0	0	0
Stylonectria norvegica	101	361	199	287	59	22545	329	143	187	946	27	0	24	784	0	0	0	55	0	41	0	717	193	202	0	152	637	445	0	24	226	0	178	35	0	43	19	144	0	523	0	0	0	992	394	38	0	443	185	0
Sugiyamaella lignohabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	12	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suhomyces tanzawaensis	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suillus lakei	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suillus plorans	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sydowia polyspora	121	680	409	57	15	3129	274	123	174	477	37	0	232	178	196	833	0	77	0	0	0	552	0	21	0	0	1507	0	46	0	190	339	27	116	277	43	34	0	0	465	0	26	376	0	671	0	0	162	0	52
Syncephalastrum racemosum	0	0	270	18	25	0	0	0	0	12	0	0	0	0	0	0	130	58	0	0	0	0	16	0	0	14	116	0	24	0	17	0	160	20	0	24	14	0	0	0	0	0	0	0	0	26	27	130	0	0
Syncephalis pseudoplumigaleata	21	0	489	173	63	0	124	251	14	18	21	66	0	0	0	234	244	77	0	20	0	0	151	159	39	0	120	0	25	143	17	0	212	38	0	47	0	165	186	129	44	0	167	132	358	59	0	149	23	0
Synchaetomella acerina	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Synchytrium endobioticum	29	359	1252	1135	168	414	238	659	258	443	1374	179	281	273	321	504	862	89	0	46	282	138	628	302	73	212	384	421	53	305	436	200	1309	130	156	471	216	185	270	673	95	173	208	614	1316	87	99	546	453	192
Synchytrium microbalum	97	438	4044	2868	384	1366	320	928	428	798	2851	208	344	642	351	995	1774	105	28	63	495	204	1204	702	81	692	939	610	87	358	848	418	2046	158	471	1033	606	314	461	4480	335	275	247	865	2396	153	123	714	1222	545
Taiwanofungus camphoratus	0	0	0	0	0	0	57	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Talaromyces amestolkiae	271	677	1173	672	102	2552	509	516	383	756	23	33	349	1041	24	456	0	44	0	83	0	2083	429	451	0	182	1176	294	42	31	322	0	201	42	0	136	222	135	0	1085	165	64	235	532	646	44	29	214	372	22
Talaromyces atroroseus	261	958	1531	891	149	3094	706	619	463	1089	50	102	521	1294	20	623	0	53	48	106	141	3018	548	534	0	241	1562	448	60	223	517	189	296	58	0	132	286	205	0	1428	217	71	336	708	932	56	85	320	565	0
Talaromyces cellulolyticus	40	156	0	0	0	926	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Talaromyces islandicus	199	648	1080	608	114	2539	512	439	438	666	0	91	425	834	0	401	0	48	30	96	140	1688	441	499	0	167	1258	383	56	34	399	158	205	42	0	99	251	141	0	1031	231	56	265	591	590	48	74	213	345	0
Talaromyces marneffei	233	1342	1884	833	239	5053	1116	681	893	2228	80	219	1558	1145	684	635	0	155	64	186	529	2680	852	664	194	554	2182	1773	144	231	696	682	589	118	397	207	403	204	27	2060	609	374	843	1399	1042	76	135	661	495	194
Talaromyces pinophilus	31	0	256	131	0	601	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	360	0	28	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	193	0	0	0	0	0	0	0	0	0	0
Talaromyces rugulosus	196	873	1377	633	90	3559	599	419	572	1092	41	123	547	937	0	556	0	66	18	108	131	2014	609	667	0	267	1680	528	47	24	425	0	281	64	131	170	350	173	0	1330	307	80	280	734	705	38	76	473	425	29
Talaromyces stipitatus	623	1125	1480	1978	220	2879	1132	1297	609	1673	50	133	673	2474	0	1205	0	78	77	122	575	1781	961	543	16	386	1919	331	80	403	579	380	431	106	154	163	612	466	0	2026	254	285	582	1054	1755	75	180	396	864	232
Talaromyces verruculosus	157	262	488	599	61	832	278	420	184	159	0	64	213	724	0	315	0	0	0	54	0	928	284	208	0	0	641	205	35	35	0	0	0	0	0	54	197	0	0	651	0	44	0	283	460	45	56	0	257	0
Taphrina deformans	409	4503	15845	6433	1233	5122	4276	1209	2373	3441	556	438	2662	866	999	1766	0	1764	101	224	566	3519	9232	462	27	1749	15158	150	812	239	1130	11101	1898	912	2269	394	202	223	19	2065	409	1556	4804	2791	2314	249	176	4624	244	309
Teratosphaeria destructans	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teratosphaeria gauchensis	0	0	0	0	0	3891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	118	0
Teratosphaeria nubilosa	431	5451	6157	1724	542	2168848	4971	1419	1661	3159	543	494	3233	2202	2424	1808	182	782	146	269	731	10515	1990	1337	373	1353	9023	14231	863	478	2772	4356	1345	434	2939	573	668	316	598	275192	904	1104	5263	1478	1739	295	289	2720	152998	427
Teratosphaeria pseudoeucalypti	0	0	0	0	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teratosphaeria zuluensis	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terfezia boudieri	18	0	128	124	0	501	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	290	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0
Terfezia claveryi	33	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Testicularia cyperi	25	1172	0	212	0	0	34	0	194	0	0	0	0	0	1244	18	0	29	0	0	0	330	0	0	0	144	146	294	45	0	0	0	0	0	0	0	0	0	0	0	490	0	0	126	0	0	0	0	0	0
Tetrapyrgos nigripes	21	0	126	198	0	0	0	0	0	14	0	0	0	306	0	69	314	0	0	0	0	304	0	222	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	218	0	0	0	0	0
Thamnocephalis sphaerospora	15	235	489	185	95	0	185	309	0	16	0	108	270	24	147	341	236	112	18	0	299	135	125	29	73	32	171	0	51	177	28	150	311	28	160	76	181	181	243	0	65	166	175	181	382	69	56	234	0	136
Thelephora ganbajun	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	47	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thelephora terrestris	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	46	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
Thermothelomyces thermophilus	781	4377	1783	2135	888	19209	2969	2710	1516	6685	427	202	1254	7184	0	995	28	128	98	877	413	2970	1483	1006	70	1657	4754	335	253	446	1392	168	1315	234	426	452	723	210	225	4983	567	314	606	6936	4313	201	179	815	1097	251
Thermothielavioides terrestris	1228	5616	2672	3052	1142	25770	4069	3554	2055	7525	560	344	1438	9685	18	1333	165	176	169	1039	638	3860	2090	1491	68	2023	6058	593	346	602	1605	219	1459	239	507	563	934	376	219	6670	805	449	800	9060	5605	255	237	1045	1691	360
Thielaviopsis punctulata	261	1069	954	699	135	4792	854	589	540	2432	86	101	494	1291	0	493	0	54	21	175	0	1276	424	475	0	402	1680	261	64	159	516	0	436	122	199	132	284	12	0	1186	230	61	270	1129	1004	47	55	363	319	0
Tilletia indica	0	0	170	0	40	0	0	0	22	12	0	0	0	0	0	0	0	0	0	0	0	146	0	0	38	0	0	0	23	0	0	0	0	0	0	33	11	0	0	0	0	0	0	0	0	0	33	0	0	0
Tilletiaria anomala	54	2091	0	339	12	0	70	120	263	15	0	0	0	0	707	34	0	57	0	0	0	289	0	290	36	220	276	266	76	0	0	169	0	31	0	20	0	0	0	0	0	183	220	141	216	0	0	332	0	0
Tilletiopsis washingtonensis	120	5277	0	769	0	0	161	184	459	266	28	38	18	0	1970	75	0	596	0	37	0	846	160	0	1057	555	455	308355	173	18	16	33782	0	33	0	15	0	0	1906	216	150	382	797	175	482	38	0	7131	0	0
Tirmania nivea	50	154	267	158	0	433	56	0	0	223	0	0	23	156	0	0	0	0	0	0	0	352	16	24	0	0	331	0	0	0	0	0	0	0	0	17	12	0	0	152	0	0	0	0	0	0	0	0	0	0
Tolypocladium capitatum	145	702	603	401	99	12456	521	412	417	1416	31	46	351	904	0	314	0	58	0	85	0	1211	323	375	0	208	1204	757	14	28	307	0	287	62	0	93	177	0	0	857	206	36	173	1135	686	44	23	804	271	0
Tolypocladium cylindrosporum	0	0	0	0	0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolypocladium guangdongense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Tolypocladium ophioglossoides	180	1345	907	554	88	18808	833	477	585	2086	73	68	468	1097	0	378	0	82	0	178	0	1700	386	436	0	357	1654	1002	76	24	467	0	396	78	158	118	213	133	0	990	276	246	223	1397	844	58	17	1162	288	0
Tolypocladium paradoxum	234	923	871	745	105	19752	779	583	552	1648	51	78	479	1344	0	419	0	77	18	131	0	1765	459	474	0	346	1513	1049	61	33	380	0	374	69	162	143	250	204	0	1042	291	56	208	1449	876	63	24	1183	420	0
Torrubiella hemipterigena	315	1490	1951	1043	219	16365	1244	793	918	2830	87	132	895	2051	162	656	21	113	52	241	205	2397	754	1224	18	462	2699	1323	92	235	649	336	614	135	262	240	361	224	0	1854	468	223	439	1939	1407	115	86	1183	510	173
Tortispora caseinolytica	0	0	118	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	16	0	0	0	0	0	0	0	0	16	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tothia fuscella	1162	3581	9268	4990	424	164075	4157	2739	9417	1935	1672	1511	4078	12838	439	12249	333	301	872	222	2157	7282	3874	7727	82	855	11280	1500	390	640	1804	2645	1857	183	1048	368	856	825	451	8894	4316	3211	2174	3037	7410	421	1328	866	42851	638
Trametes cinnabarina	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	90	132	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trametes coccinea	0	0	0	0	0	0	145	0	0	762	29	0	0	117	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	128	22	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Trametes hirsuta	0	0	0	0	0	0	82	0	0	508	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trametes pubescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trametes versicolor	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trematosphaeria pertusa	873	2047	2391	1160	155	6986	1288	770	905	1930	312	1096	1824	1773	758	1425	645	518	303	193	2709	2649	941	1537	161	583	3135	3408	268	920	1297	1296	563	99	807	206	1371	1396	450	1737	1596	571	1208	1286	1161	130	141	584	986	341
Tremella mesenterica	76	1132	1001	153	146	0	893	161	14	274	0	112	209	0	973	57	0	370	0	58	0	660	417	208	69	389	711	700	153	16	212	1410	20	42	295	71	155	159	27	0	211	192	1781	334	264	40	73	283	0	118
Trichodelitschia bisporula	477	1610	2382	2608	248	18431	1355	1048	1656	1221	404	384	1296	4215	179	4471	46	97	144	163	660	2679	970	2193	44	400	2970	862	150	309	845	888	464	104	389	127	365	623	365	3029	1729	840	835	1403	1867	203	313	418	4872	236
Trichoderma aggressivum	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichoderma arundinaceum	177	839	877	556	109	14195	643	502	514	1648	55	83	399	1073	0	347	0	64	24	86	0	1702	421	507	0	304	1710	820	60	39	429	0	380	67	139	108	193	143	0	932	314	35	232	1240	746	75	25	665	273	25
Trichoderma asperellum	204	803	827	604	72	9072	577	450	469	1254	39	53	471	992	0	416	0	77	0	97	0	1775	359	491	0	260	1400	543	46	43	340	0	375	38	0	75	191	133	0	803	205	72	205	882	709	42	22	452	317	0
Trichoderma atroviride	202	1108	1307	523	109	27777	835	569	594	2843	88	43	298	1536	0	367	0	118	0	193	0	1988	452	459	22	553	1792	1279	86	30	580	145	546	108	200	115	239	230	18	1013	433	41	253	1910	1085	57	31	636	287	0
Trichoderma citrinoviride	93	447	287	293	68	5107	310	0	205	711	21	0	28	547	0	0	0	0	0	72	0	701	227	67	0	133	719	253	29	19	158	0	0	0	0	56	25	0	0	483	0	31	0	643	265	17	0	248	146	0
Trichoderma gamsii	116	450	640	332	60	5829	374	144	353	959	20	23	297	545	0	254	346	48	0	67	0	1091	244	408	0	194	1126	307	0	15	227	0	207	50	0	48	21	0	0	574	193	44	154	563	302	32	14	247	186	0
Trichoderma guizhouense	52	0	0	222	0	1548	0	0	0	157	0	0	0	311	0	0	0	0	0	0	0	0	16	19	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0
Trichoderma harzianum	200	694	742	518	118	8243	551	413	388	1492	36	43	312	859	0	328	0	71	0	129	0	1510	361	525	22	316	1360	599	62	23	393	0	256	62	0	93	197	0	0	887	373	42	265	838	656	47	43	383	300	0
Trichoderma lentiforme	52	0	0	0	0	1609	38	0	0	263	0	0	0	159	0	0	0	0	0	0	0	323	18	31	0	0	288	139	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Trichoderma longibrachiatum	46	218	215	146	16	3625	243	0	186	591	0	0	27	317	0	0	0	0	0	48	0	475	124	43	0	127	505	167	0	0	161	0	144	0	0	21	18	0	0	221	0	0	0	492	0	0	0	163	0	0
Trichoderma parareesei	0	0	0	0	0	1155	43	0	0	205	0	0	0	24	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichoderma reesei	70	182	136	168	46	5553	109	0	133	597	21	0	0	494	0	0	0	0	0	16	0	471	145	36	0	125	494	138	25	0	0	0	0	0	0	22	13	0	0	383	0	0	0	564	213	19	0	0	0	0
Trichoderma virens	229	725	724	532	96	8839	637	453	448	1103	33	83	388	995	0	389	0	57	0	106	0	1477	376	425	0	239	1400	699	38	26	306	0	251	43	139	104	189	165	0	854	307	54	146	803	689	36	45	417	315	0
Tricholoma matsutake	0	0	0	252	0	0	0	0	26	0	0	0	0	193	0	26	279	0	0	0	0	0	0	135	0	0	115	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tricholoma ustale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tricholomella constricta	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	28	190	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichomonascus ciferrii	39	0	174	0	0	405	0	0	0	136	0	27	0	0	140	0	0	42	22	0	0	163	125	18	0	160	135	124	0	0	0	0	0	30	0	37	11	0	0	0	0	0	204	0	0	0	27	0	0	0
Trichophaea hybrida	69	0	174	204	0	417	45	0	0	133	0	28	21	250	0	0	0	17	0	0	0	371	21	19	0	0	143	0	0	0	0	0	0	0	0	0	14	0	0	219	0	0	0	0	0	0	0	0	0	0
Trichosporon asahii	32	726	943	179	166	0	571	163	141	329	0	163	294	171	404	387	0	198	20	41	175	341	186	226	99	425	468	289	109	320	162	636	45	37	348	95	302	262	1991	137	72	312	731	472	0	66	109	233	28	290
Tuber aestivum	67	0	0	229	0	391	123	0	0	13	0	0	0	347	0	0	0	0	0	0	0	416	0	0	0	0	303	0	17	0	0	0	0	0	0	0	17	0	0	213	0	0	0	0	0	0	0	0	0	0
Tuber borchii	38	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	289	0	27	0	0	134	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
