species	AGR1	AND1	ARG1	ARG2	ARG3	AVE1	AZE1	AZE2	BIL1	CAB1	CAN1	CAV1	CAV2	CBR1	COV1	CasM1	ERM1	EST1	EST2	FER1	FERRO1	FOR1	GER1	HOM1	LAB1	LAM1	MACE1	MACI1	MOU1	NES1	OLI1	PON1	RAB1	RAB2	ROD1	SAL1	SAN1	SEL1	SOU1	TAve1	TAve2	TOJ1	VEI1	VEZ1	VEZ2	VEZ3	VIL1	VIZ1	Vilc1	rPON1
Phellinidium pouzarii	16	0	0	0	0	0	0	0	0	0	0	0	0	167	0	63	0	0	0	0	0	0	0	263	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phialemoniopsis curvata	1433	7799	5147	3974	1201	38714	5944	4210	4142	17430	1038	438	2864	10032	241	2148	386	261	197	1352	911	7455	3309	2908	105	3150	12488	1618	468	901	3448	816	3293	628	1497	875	1353	669	228	8093	1857	723	1464	10908	7162	398	309	2526	1941	565
Phialocephala helvetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Phialocephala scopiformis	30029	63955	124077	82668	10059	32482	53331	54663	26806	5642	5583	7348	13737	117266	1173	51405	5525	2603	3372	6730	25179	69851	44992	30389	993	7763	49045	1343	2545	19122	6460	9060	4847	2395	2794	9166	25436	22506	305	86492	1492	12636	6932	36450	60487	4585	8584	3908	47749	10119
Phialocephala subalpina	28997	58580	71609	79750	7704	32766	49699	53801	25633	4071	4261	6668	14150	113272	1113	49856	4764	2293	3408	6327	23813	70629	39809	24662	965	7284	45682	1335	2423	19145	5517	8870	4626	2444	2748	8883	25159	21546	291	83277	1460	11448	6601	35164	58496	4377	8406	3580	45677	9858
Phialophora americana	208	614	933	574	73	1755	678	411	354	415	0	61	333	675	0	478	27	47	21	59	260	1368	462	1507	0	276	1080	292	64	31	228	209	197	24	146	88	191	0	0	859	146	171	331	431	571	51	89	118	326	0
Phialophora atrovirens	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phialophora attinorum	318	1668	1819	878	188	3738	3693	724	708	2581	557	166	703	1325	1339	880	247	151	69	197	1632	2884	1099	1229	31	1938	2533	2411	495	270	973	1040	445	117	2069	156	336	180	1154	1607	858	455	1381	847	1205	121	125	851	637	199
Phlebia centrifuga	0	0	0	0	0	0	0	0	0	0	0	0	0	301	19	49	0	0	0	0	0	0	0	196	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0
Phlebiopsis gigantea	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	71	0	0	0	0	0	0	0	209	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlyctis boliviensis	0	0	0	0	0	865	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlyctis petraea	27	0	321	191	12	892	0	0	0	12	0	0	0	224	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	20	0	0	0	0	0	19	28	0	0	0	0	0	0	0	0	0	0	0	41	0
Phycomyces blakesleeanus	0	0	265	22	33	0	0	0	0	0	0	33	0	0	0	18	162	48	0	37	0	0	116	140	30	27	119	0	20	17	14	0	167	16	0	35	0	0	0	0	0	0	15	0	0	17	30	144	0	0
Phyllopsora corallina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
Pichia kudriavzevii	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pichia membranifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piedraia hortae	157	1257	1301	473	126	6697	970	407	367	663	36	120	597	644	420	534	0	174	43	69	145	2281	405	361	92	269	1780	2871	176	17	507	887	292	83	631	94	189	0	22	1492	278	280	1003	494	379	43	65	527	640	25
Piloderma croceum	0	0	0	0	0	0	0	0	18	12	0	0	0	175	0	48	166	0	0	0	0	0	138	348	0	0	201	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Piptocephalis cylindrospora	0	0	316	20	59	0	0	0	0	0	0	49	165	0	0	0	148	63	0	21	0	0	0	0	48	23	0	0	37	0	0	0	135	32	0	23	12	0	29	0	0	0	123	120	0	50	59	172	0	0
Piromyces finnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pisolithus microcarpus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Pisolithus tinctorius	0	0	0	0	0	0	0	0	0	13	0	0	0	127	0	48	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pithomyces chartarum	59	0	182	0	0	4358	100	0	0	764	20	133	443	0	0	23	129	49	0	0	225	0	0	0	0	0	128	227	34	0	191	0	160	31	0	0	21	0	0	504	0	0	377	0	0	0	0	0	0	0
Plenodomus tracheiphilus	278	851	1401	610	106	1908	883	472	492	783	25	417	641	854	715	617	191	300	86	64	798	1595	453	809	89	237	3350	5520	99	659	614	1610	241	141	1423	114	570	497	549	947	873	280	892	657	593	41	88	361	435	183
Pleomassaria siparia	3661	4877	1598	993	151	3835	1433	1083	884	1801	340	9842	11152	1458	2188	4096	262	4018	2404	406	20568	2137	964	1113	723	1558	2374	2592	438	5987	1825	1513	772	360	2733	165	4909	5022	340	1435	4125	2027	5049	1010	1355	340	136	1357	720	722
Pleurostoma richardsiae	0	0	0	0	0	686	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pleurotus ostreatoroseus	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	62	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0
Pleurotus ostreatus	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pleurotus pulmonarius	626	2585	3312	1947	236	5783	1594	1527	1238	1765	253	337	1467	2563	830	1511	463	160	101	299	853	2671	1099	802	137	567	2316	628	207	506	509	644	540	151	202	238	925	581	245	2555	391	688	867	1510	1981	158	239	686	1130	309
Plicaturopsis crispa	0	0	0	0	15	0	124	0	0	0	0	0	295	240	0	59	180	0	0	0	0	135	0	247	65	0	243	0	20	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	232	0	0	0	0	0
Pluteus cervinus	18	0	0	0	0	0	0	0	14	0	0	0	0	186	0	42	191	0	0	0	0	0	0	184	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Pochonia chlamydosporia	416	1662	1650	1149	202	24971	1301	954	972	2877	103	166	869	2159	141	870	175	128	87	237	401	2960	830	1290	48	579	2850	1611	120	292	701	429	668	141	219	224	430	353	145	2233	783	269	463	2098	1552	119	117	1479	833	197
Podila epigama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podila verticillata	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	205	0	0	0	0	0	143	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	173	33
Podosphaera fusca	41	241	189	155	0	416	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	203	202	0	0	0	120	0	0	0	0	0	0	0	0	32	15	0	0	279	0	0	0	0	0	0	0	0	0	0
Podosphaera xanthii	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podospora anserina	165	662	539	493	124	3188	513	424	431	1280	31	52	541	903	0	224	0	19	0	121	0	1026	551	237	0	255	1339	0	21	20	256	0	228	48	0	99	24	0	0	816	49	33	137	965	634	20	15	0	193	0
Podospora comata	137	311	263	282	98	1804	405	305	221	689	0	0	242	718	0	21	0	0	0	76	0	514	189	53	0	193	698	0	19	17	163	0	133	16	0	60	23	0	0	540	0	0	0	604	418	30	0	0	0	0
Polychaeton citri	564	4736	3996	1363	539	14335	4093	1095	1159	2794	435	453	2264	2197	1909	1587	247	687	150	274	757	11924	1567	1345	445	1211	8174	18328	598	578	2264	4852	1124	249	3085	463	564	266	691	3684	1053	946	4332	1283	1580	230	253	2479	1472	442
Polyplosphaeria fusca	608	1622	1715	956	167	4011	1193	681	735	1486	278	755	1224	1578	416	1251	381	328	208	116	1879	2137	775	1201	61	453	2236	2226	180	639	985	902	325	84	598	157	802	738	247	1432	1222	450	936	1038	991	108	119	427	883	221
Polytolypa hystricis	228	821	1279	631	120	2835	636	436	557	553	25	112	707	1075	0	650	31	51	19	98	286	1980	451	789	0	203	1342	473	61	31	348	179	209	54	122	130	256	136	0	1168	230	186	352	618	614	43	101	137	480	0
Postia placenta	0	127	0	0	0	0	0	0	0	25	0	0	0	176	199	154	126	0	0	0	0	0	0	269	0	0	150	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
Powellomyces hirtus	62	603	1103	716	143	0	297	951	316	469	441	224	373	190	807	431	1066	124	21	94	369	247	1039	477	64	340	710	685	83	406	336	412	1841	196	160	195	307	212	422	888	367	290	392	580	1360	146	93	774	313	244
Protomyces lactucaedebilis	194	1391	5242	1455	397	1284	1437	429	625	1151	89	182	930	312	359	667	0	400	0	81	0	1211	2278	247	0	631	4291	1015	290	18	288	3411	677	295	769	130	24	0	0	720	56	510	1557	778	808	85	51	938	118	127
Psathyrella aberdarensis	0	158	141	0	44	0	0	0	0	0	0	0	0	178	0	40	128	0	0	0	0	0	130	335	0	0	182	0	0	0	0	0	0	0	0	33	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudevernia consocians	0	0	137	0	0	741	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudocercospora eumusae	189	1624	1469	1332	190	5149	2074	429	1499	1015	89	263	3441	970	962	385	30	261	24	102	181	4701	1379	352	78	486	5664	2920	571	179	1359	1355	600	89	719	116	365	0	36	1172	188	584	1673	436	348	60	99	740	481	168
Pseudocercospora fijiensis	241	2406	2093	1756	266	10201	3083	637	2041	1278	106	391	4644	1559	1331	631	39	417	80	174	377	6943	1637	469	188	658	8361	4068	834	275	1749	2054	785	124	1084	186	412	153	50	1762	318	846	2608	532	514	117	164	1209	767	314
Pseudocercospora fuligena	288	3037	3134	2316	462	9333	3859	839	2774	1922	330	465	6338	1888	1944	645	75	488	52	196	321	10609	2297	544	153	878	13469	4346	1506	342	3081	2418	1297	146	1284	227	555	221	65	1902	381	1257	3078	624	922	111	171	1319	808	375
Pseudocercospora mori	0	0	0	190	0	1047	0	0	260	0	0	32	1106	97	0	0	0	17	0	0	0	0	67	18	0	18	321	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudocercospora musae	149	1399	1168	1108	154	4139	1789	379	1312	895	61	240	2870	933	808	324	21	220	0	73	154	4218	1071	268	61	377	4952	2259	490	153	1145	1185	511	76	608	92	254	0	27	908	58	522	1475	346	346	47	89	622	432	147
Pseudogymnoascus destructans	282	1582	1356	781	127	786	838	517	939	311	0	192	1454	1083	0	675	22	32	21	137	449	1720	545	706	0	16	1257	0	47	195	21	235	60	39	0	87	265	183	0	1975	0	406	171	507	563	40	87	0	593	0
Pseudogymnoascus verrucosus	39	0	203	135	0	0	0	0	0	0	0	0	27	215	0	0	0	0	0	0	0	222	0	124	0	0	166	0	0	20	0	0	0	0	0	30	15	0	0	269	0	0	0	0	0	0	0	0	0	0
Pseudomassariella vexata	1736	6516	6098	4181	884	17768	6259	4343	3495	14343	1145	402	2668	8902	207	2265	401	573	175	942	916	12317	3482	9382	82	2849	18669	1211	456	913	4050	799	3112	485	2090	1008	2361	891	318	27879	15490	690	1486	9291	5832	2094	283	2085	2585	596
Pseudomicrostroma glucosiphilum	3554	29428	1361	4247	182	1148	413	19780	25568	27556	1246	94	533	416	3578	9713	21	1039	128	179	225	3352	695	392	149	767	1618	997	6081	145	16075	2627	720	1082	1129	1056	1671	1561	22	1226	1256	9018	3775	43398	78739	587	25	66244	0	2671
Pseudovirgaria hyperparasitica	801	1637	1908	1339	198	5231	1300	1070	981	2765	228	258	1149	1759	360	1424	42	147	83	191	552	3028	865	1421	48	527	2831	1722	181	291	800	924	469	114	460	171	453	322	237	2036	760	453	866	986	1167	114	138	520	1134	196
Pseudozyma hubeiensis	0	476	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psilocybe cyanescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	38	0	0	0	0	0	0	0	242	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pterula gracilis	20	0	0	0	0	0	35	0	0	164	0	0	0	159	21	72	136	0	0	0	0	143	0	280	0	0	208	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0
Puccinia coronata	225	10466	947	232	295	777	2279	5048	197	14	0	215	4002	283	23811	326	0	89	0	2137	960	645	1319	162	673	29	370	0	594	358	15	2405	0	1190	323	211	1235	0	0	453	52	3276	8531	1069	2188	48	337	1079	169	360
Puccinia graminis	60	5081	577	52	260	0	1522	2396	0	220	0	162	4493	0	11986	0	0	42	0	1126	1038	393	551	19	845	0	0	122	377	328	0	2650	131	611	293	294	607	18	0	140	44	1601	4278	962	1130	12	329	668	0	178
Puccinia sorghi	38	2628	178	14	77	0	605	1205	0	0	0	32	1246	0	5869	0	0	0	0	596	263	132	233	0	207	0	0	0	202	0	0	643	0	331	0	73	317	0	0	0	0	866	2185	225	531	0	67	141	0	0
Puccinia striiformis	193	13472	1217	104	527	963	3377	6198	0	310	24	362	7369	409	30799	247	124	170	26	2966	1534	3385	1767	283	1367	161	1473	6093	785	573	403	4866	92	1663	1112	438	1499	17	259	294	369	4566	11952	1619	2845	67	501	1639	44	485
Puccinia triticina	29	1884	173	24	54	0	472	891	0	0	0	39	1667	0	4614	0	0	0	0	367	291	0	210	0	162	0	0	0	144	15	0	1148	0	222	0	43	229	0	0	0	0	674	1647	218	434	0	103	0	0	0
Punctularia strigosozonata	20	138	137	137	0	0	43	0	17	19	0	0	0	315	29	110	145	0	0	21	0	153	119	400	0	0	476	0	0	0	0	0	0	0	0	19	11	0	0	0	0	0	0	0	338	18	0	0	0	0
Purpureocillium lilacinum	499	2127	1943	1456	296	32977	1660	1224	1217	4390	412	213	946	3206	155	925	26	146	97	350	416	3427	1023	1000	62	922	3382	2390	139	305	1019	576	890	165	376	221	530	374	174	2517	709	396	617	3180	1995	161	116	2251	871	277
Pyrenophora seminiperda	114	621	628	250	52	955	416	0	320	1104	38	142	390	347	235	334	0	157	64	69	380	798	255	443	32	225	1551	4024	95	245	364	1254	398	69	0	69	273	249	289	430	464	47	601	400	239	0	21	188	191	24
Pyrenophora teres	161	789	1159	1163	46	1558	510	225	1506	1299	39	643	2091	375	526	358	180	203	58	47	555	1220	369	426	68	196	3226	6750	97	265	399	2094	878	80	169	110	443	216	421	570	489	307	873	449	224	54	63	157	320	0
Pyrenophora tritici-repentis	135	620	603	266	15	879	551	123	226	765	0	181	349	385	431	268	137	192	59	61	388	814	222	416	37	194	1590	6826	109	205	391	2193	433	18	128	54	325	235	424	490	473	149	855	509	235	33	22	300	174	0
Pyricularia grisea	162	782	595	467	117	2391	674	395	470	2085	59	25	386	861	0	299	0	25	0	114	0	951	336	381	0	326	1464	217	49	14	399	0	422	87	0	109	34	0	0	782	244	29	182	825	697	20	21	136	201	0
Pyricularia oryzae	234	865	665	602	117	2711	675	549	431	2966	51	90	355	1381	0	326	0	16	0	156	0	832	378	356	13	320	1371	245	49	146	413	0	449	90	0	115	191	148	0	1040	206	39	199	1168	884	59	15	295	244	0
Pyricularia pennisetigena	184	784	648	480	130	2867	609	413	517	2091	46	62	360	913	0	228	0	19	0	115	0	830	363	396	19	302	1310	200	52	29	407	0	398	85	0	81	27	0	0	814	244	39	171	1036	765	35	13	309	231	0
Pyronema omphalodes	94	466	628	314	55	914	319	295	231	511	0	0	277	376	0	361	0	46	0	16	0	752	215	266	0	139	626	232	18	26	198	141	0	37	0	39	32	0	0	513	0	33	175	276	253	36	46	0	193	0
Pyrrhoderma noxium	0	308	137	0	55	0	172	0	0	146	0	65	18	269	27	110	0	17	0	0	0	126	0	276	24	0	223	0	33	0	21	0	20	0	123	16	0	0	0	0	0	0	14	0	273	21	0	0	0	0
Rachicladosporium antarcticum	230	2281	1494	519	313	4621	1914	439	413	1521	56	312	1190	1467	996	499	0	381	105	187	295	9396	761	565	341	1002	4428	15954	245	367	1763	3715	669	106	1773	247	314	0	537	1317	736	323	2637	460	503	45	119	1508	527	220
Ramaria rubella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	524	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramularia collo-cygni	1925	23429	8220	2762	1850	14208	11914	12854	6678	22640	6884	1631	11902	2843	114134	2419	189	2952	201	1147	3073	19033	6234	1141	4847	15048	32538	23971	4929	2893	6633	121575	48831	1235	14233	1070	16332	720	752	6455	1269	7161	83254	3695	3284	562	8077	49302	1423	1790
Rasamsonia emersonii	302	1006	1530	887	126	3120	711	653	559	1105	43	126	612	1212	17	718	0	58	44	105	303	2067	619	714	0	296	1690	477	68	166	497	228	376	115	132	135	282	206	17	1671	250	211	390	778	860	75	83	464	623	0
Rhinocladiella mackenziei	317	1200	1315	813	137	3771	1011	597	673	915	45	73	611	1144	157	710	221	86	78	92	660	2341	758	1339	0	626	1769	578	104	197	467	435	286	55	341	133	250	205	189	1452	341	278	576	665	1007	86	122	402	585	0
Rhizoclosmatium globosum	134	606	1720	2094	242	613	630	1756	700	673	1030	416	544	175	2180	1384	1413	76	73	207	697	500	3414	619	113	892	1873	2190	215	909	829	525	5946	549	153	473	324	205	490	3701	293	458	177	1086	3727	229	109	2738	1471	567
Rhizoctonia solani	1442	21790	6031	7570	1756	9470	9253	9179	7516	12128	1692	2580	15166	7960	9558	10940	379	2069	1164	1763	3724	10134	4661	4847	1245	4696	9175	3196	1632	2833	1780	13112	10229	3351	4558	1272	6690	13281	2711	2343	1980	6658	8428	11144	12177	919	1732	20298	947	3833
Rhizodiscina lignyota	713	5036	3480	4022	380	11975	3015	1288	2865	4049	388	392	1684	3801	447	3072	359	298	115	291	876	5745	2271	2640	64	2720	7081	2164	251	418	1180	1202	644	180	956	313	603	526	280	3596	1475	1071	4055	1847	1958	236	245	814	2784	355
Rhizophagus clarus	591	9308	10029	852	3027	986	7221	3481	1377	1945	262	2342	4540	774	1197	5527	171	2876	1509	395	5531	5683	591	925	2510	2146	2733	2416	1573	3554	381	4083	1310	249	6865	1667	4126	3946	4622	1127	1967	4772	4953	11018	1224	1459	3143	9015	418	3443
Rhizophagus irregularis	533	8142	9615	1314	2189	2082	6080	3475	1763	2002	463	3670	4190	1005	1809	5137	427	1971	1104	769	3899	6973	1093	859	3226	1616	3204	2432	1411	2505	585	4220	1986	365	5157	1285	3752	2896	6594	1531	2121	3491	3941	12378	3215	1273	1924	6607	445	2549
Rhizopogon vinicolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizopus azygosporus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizopus delemar	43	420	246	130	45	0	40	164	0	18	0	31	0	148	374	0	0	69	0	65	0	702	160	20	31	304	278	0	24	0	691	203	161	51	0	22	0	0	25	0	134	147	205	287	211	18	46	200	0	0
Rhizopus microsporus	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	300	0	30	35	0	0	0	0	0	316	0	0	0	0	16	0	0	19	0	0	0	0	133	0	0	37	0	0	0
Rhizopus oryzae	176	1627	845	1193	127	2776	680	2436	971	526	2119	271	820	660	880	1235	652	144	134	344	1112	4324	1754	805	157	1069	2215	1045	98	425	4298	1923	1874	175	855	89	1007	535	1044	2361	1020	556	483	2010	2912	107	169	1770	977	503
Rhodocollybia butyracea	0	0	0	143	0	0	0	0	16	14	0	0	0	221	0	39	195	0	0	11	0	0	0	168	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
Rhodotorula diobovata	17	0	135	0	0	0	39	0	0	178	0	0	0	0	23	23	0	44	0	0	0	400	270	31	0	0	244	0	0	0	0	1454	0	0	0	0	0	0	21	0	0	0	245	0	0	0	0	0	0	0
Rhodotorula graminis	39	0	145	0	0	0	35	0	0	246	0	0	0	0	53	0	0	115	0	37	0	619	296	61	24	0	530	269	0	31	0	5610	0	16	0	0	0	0	322	0	375	0	370	0	0	0	0	115	0	0
Rhodotorula taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	157	24	0	17	206	0	0	0	0	0	0	16	0	0	0	0	28	0	0	0	218	0	0	0	0	0	0	0
Rhodotorula toruloides	23	217	238	158	0	0	71	0	135	324	0	0	0	0	222	31	0	59	0	22	0	946	448	198	37	25	783	203	16	0	158	297	0	30	0	0	0	0	0	161	0	0	532	0	213	0	0	136	0	0
Rhynchosporium agropyri	903	2713	1935	2328	259	1309	1766	1684	1140	383	0	331	835	3350	0	1583	66	70	101	285	975	2477	1160	936	16	226	1567	0	62	620	202	336	100	97	0	295	729	638	0	2814	0	496	271	1225	1731	133	269	0	1512	334
Rhynchosporium commune	784	1572	1325	2114	249	869	1362	1330	725	155	0	319	575	2777	0	1312	56	67	86	182	678	1960	936	557	15	182	1244	0	71	532	163	275	33	78	0	202	646	542	0	1855	0	312	240	928	1419	120	217	123	1172	265
Rhynchosporium orthosporum	143	1126	426	478	23	563	281	399	291	0	0	26	435	675	0	445	0	78	0	81	165	876	292	132	0	0	358	0	34	178	0	147	0	35	0	50	210	0	0	514	0	253	95	393	304	0	109	439	47	0
Rhynchosporium secalis	670	1597	1366	1950	208	807	1098	1218	702	217	0	199	659	2604	0	1136	46	24	63	165	576	1941	979	608	14	186	1199	0	60	415	155	270	36	71	0	213	570	471	0	2106	0	321	212	879	1361	109	197	0	1064	204
Ricasolia amplissima	25	0	0	0	0	509	129	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickenella mellea	16	0	0	176	0	0	0	0	16	0	0	0	0	193	0	104	125	0	0	0	0	0	0	557	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	208	0	0	0	0	0
Rosellinia necatrix	363	1790	1891	1133	240	6267	1376	948	1101	3621	265	144	761	2030	18	685	0	107	57	259	262	2721	901	1384	14	639	4398	488	100	248	1392	0	823	140	486	292	460	231	17	3198	1661	214	456	2139	1506	225	107	572	647	38
Rozella allomycis	71	509	640	313	133	0	289	557	178	163	297	193	453	234	995	501	1264	157	47	124	474	359	230	224	63	323	570	588	76	269	30	175	496	119	323	100	220	232	299	441	231	249	364	596	779	84	96	1009	298	316
Russula emetica	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	24	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0
Russula ochroleuca	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Saccharata proteae	578	2146	2745	1573	235	7039	1468	972	1041	2256	286	272	1376	2206	354	1583	25	166	89	192	516	7357	946	1752	104	579	4040	2273	155	345	905	1168	594	166	535	218	523	381	228	2584	804	453	1195	1220	1483	132	155	658	1451	193
Saccharomycodes ludwigii	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	67	0
Saitoella complicata	1024	8732	9827	2667	1732	3737	5710	3832	2013	2692	380	1445	3625	2985	2582	4442	569	1607	602	597	3428	4726	1931	1364	1127	1784	5088	2766	928	2291	833	3389	1846	597	3577	1120	2888	2173	372	3355	630	2835	3617	4987	3379	731	1454	6379	1268	1994
Saitozyma podzolica	72	309	3923	220	0	0	300	0	0	236	0	0	0	219	148	26	0	85	0	21	0	617	196	812	0	133	397	236	28	0	178	478	83	0	0	0	0	0	0	0	0	0	502	0	250	0	13	155	0	0
Sanghuangporus baumii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saprochaete ingens	0	214	288	123	64	185	188	0	0	135	0	33	288	164	21	0	0	62	0	14	0	123	17	16	40	23	241	0	38	16	15	0	0	0	0	46	0	0	0	0	0	0	28	132	0	17	42	148	0	0
Scedosporium apiospermum	444	1766	1788	1234	269	15543	1405	1060	1069	3639	283	174	809	2482	17	682	22	108	61	256	315	2493	843	895	18	692	2977	894	108	244	745	337	718	123	453	202	478	276	24	1885	804	255	441	2231	1784	129	98	689	629	190
Schizophyllum commune	0	0	0	178	0	0	0	0	0	0	0	0	19	158	0	54	125	0	0	0	0	0	18	233	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schizopora paradoxa	19	0	0	124	0	0	0	0	0	0	0	0	0	195	0	95	0	39	0	0	0	126	0	411	0	0	245	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	230	0	0	0	0	0
Schizosaccharomyces japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
